Sps,lon,lat,Source,Lon_dd,Lat_dd,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_ANGLE,RASTERVALU
Aatl,-64.22059,43.37983,OBIS, , ,1401733,1128.96525069,-64.2083333333,43.375,118.375613953,2
Aatl,-52.8667,50.583332,OBIS, , ,1232721,4672.00933716,-52.875,50.5416666667,-172.765336487,2
Aatl,-55.54,54.76,OBIS, , ,1141560,3526.74536914,-55.5416666667,54.7916666667,-1.74199095768,2
Aatl,-62.12158,47.94642,OBIS, , ,1290560,1349.04333741,-62.125,47.9583333333,-10.9141092769,2
Aatl,-58.5853,49.4155,OBIS, , ,1259041,5347.3263373,-58.625,49.375,-147.373716947,2
Aatl,-62.836,64.895,OBIS, , ,934973,2895.90605729,-62.875,64.875,-140.335294591,2
Aatl,-54.85,50.25,OBIS, , ,1238171,4965.64439768,-54.875,50.2916666667,-21.0247096315,2
Aatl,-55.0083,51.474998,OBIS, , ,1213082,2968.81618629,-55.0416666667,51.4583333333,-128.633395009,2
Aatl,-53.4,51.950001,OBIS, , ,1202669,1952.81152364,-53.375,51.9583333333,61.6466778786,2
Aatl,-61.524,60.514,OBIS, , ,1004134,3231.68038001,-61.5416666667,60.5416666667,-17.4601424328,2
Aatl,-51.8,51.38,OBIS, , ,1214916,803.804087951,-51.7916666667,51.375,133.78982835,2
Aatl,-67.1401,61.0897,OBIS, , ,993133,4016.90572775,-67.125,61.125,11.6888275351,2
Aatl,-66.35,70.868,OBIS, , ,827060,1202.75972057,-66.375,70.875,-49.495711911,2
Aatl,-59.389,49.0805,OBIS, , ,1266521,4438.23494741,-59.375,49.0416666667,166.666361789,2
Aatl,-61.261,67.253,OBIS, , ,903724,4510.61800553,-61.2916666667,67.2916666667,-17.037940284,2
Aatl,-58.1253,49.8872,OBIS, , ,1247679,1357.13790671,-58.125,49.875,179.089551985,2
Aatl,-58.4084,67.5324,OBIS, , ,900473,1760.08769777,-58.375,67.5416666667,54.0267418632,2
Aatl,-49.0,43.866665,OBIS, , ,1388786,3474.84900574,-48.9583333333,43.875,74.5285665074,2
Aatl,-62.56183,48.12592,OBIS, , ,1286865,1504.52576843,-62.5416666667,48.125,93.8912175494,2
Aatl,-62.484,47.39642,OBIS, , ,1303651,3070.36573612,-62.4583333333,47.375,140.851933502,2
Aatl,-60.92462,67.09953,OBIS, , ,905919,3195.48410483,-60.9583333333,67.125,-27.2477545447,2
Aatl,-57.938,50.6817,OBIS, , ,1229056,3292.71996942,-57.9583333333,50.7083333333,-25.8616479937,2
Aatl,-68.4626,61.221,OBIS, , ,991592,1429.9844006,-68.4583333333,61.2083333333,170.770877483,2
Aatl,-65.2725,43.1885,OBIS, , ,1406096,2698.4953022,-65.2916666667,43.2083333333,-35.2540141061,2
Aatl,-58.8308,49.6808,OBIS, , ,1251470,4165.29749947,-58.7916666667,49.7083333333,42.6605986442,2
Aatl,-61.21285,67.46073,OBIS, , ,901551,329.861664396,-61.2083333333,67.4583333333,144.125881801,2
Aatl,-59.6833,49.133335,OBIS, , ,1264648,2048.69359701,-59.7083333333,49.125,-116.89222564,2
Aatl,-47.78,47.23,OBIS, , ,1307624,2565.77250443,-47.7916666667,47.2083333333,-159.849760131,2
Aatl,-66.14734,42.62559,OBIS, , ,1421673,1833.82680097,-66.125,42.625,92.0406054715,2
Aatl,-59.4667,49.25,OBIS, , ,1260914,4673.78806732,-59.4583333333,49.2916666667,7.48231401122,2
Aatl,-63.13358,47.99634,OBIS, , ,1290548,4274.22920012,-63.125,47.9583333333,171.377593686,2
Aatl,-65.14792,47.861,OBIS, , ,1292355,2315.93058929,-65.125,47.875,47.7590897405,2
Aatl,-62.1657,49.8612,OBIS, , ,1247631,3304.15361507,-62.125,49.875,62.3037037857,2
Aatl,-63.6952,49.162,OBIS, , ,1264606,4224.96096155,-63.7083333333,49.125,-166.886221508,2
Aatl,-58.984,49.3455,OBIS, , ,1259037,3773.6713869,-58.9583333333,49.375,29.5993349056,2
Aatl,-62.68333333,49.7,OBIS, , ,1251423,2027.61184835,-62.7083333333,49.7083333333,-62.7890643005,2
Aatl,-59.36,49.81,OBIS, , ,1249565,2307.41676192,-59.375,49.7916666667,-152.089678828,2
Aatl,-60.6628,49.3922,OBIS, , ,1259017,3345.45938299,-60.625,49.375,124.86152429,2
Aatl,-69.9785,47.63765,OBIS, , ,1297919,2067.67991101,-69.9583333333,47.625,132.852992512,2
Aatl,-58.4078,50.464,OBIS, , ,1234482,2412.84266247,-58.375,50.4583333333,105.131429756,2
Aatl,-60.25,43.41669846,OBIS, , ,1399592,5725.06473289,-60.2083333333,43.4583333333,36.0875023451,2
Aatl,-48.5917,48.033333,OBIS, , ,1288822,2650.47865151,-48.625,48.0416666667,-69.5242652124,2
Aatl,-53.7833,52.366665,OBIS, , ,1194096,1088.54434612,-53.7916666667,52.375,-31.5635741996,2
Aatl,-62.09975,48.1435,OBIS, , ,1286870,2786.33525002,-62.125,48.125,-137.574897689,2
Aatl,-66.723,41.14984,OBIS, , ,1463178,3021.0111721,-66.7083333333,41.125,155.939934455,2
Aatl,-50.32,42.78,OBIS, , ,1417337,2656.008371,-50.2916666667,42.7916666667,60.7836085286,2
Aatl,-64.951,43.18609,OBIS, , ,1406100,2542.02675676,-64.9583333333,43.2083333333,-13.5583861631,2
Aatl,-68.7808,61.3164,OBIS, , ,990105,2816.98719208,-68.7916666667,61.2916666667,-168.064773958,2
Aatl,-66.58125,70.51923,OBIS, , ,837083,2904.49317827,-66.5416666667,70.5416666667,30.4567432138,2
Aatl,-58.591,65.151,OBIS, , ,931863,3309.02112804,-58.625,65.125,-151.153836611,2
Aatl,-52.28,52.19,OBIS, , ,1197550,2190.3832269,-52.2916666667,52.2083333333,-21.3522104876,2
Aatl,-60.4632,49.775,OBIS, , ,1249552,1886.58995396,-60.4583333333,49.7916666667,10.7045750697,2
Aatl,-51.12,45.81,OBIS, , ,1340964,2074.4453431,-51.125,45.7916666667,-169.198446265,2
Aatl,-53.12,52.26,OBIS, , ,1195827,3540.12021222,-53.125,52.2916666667,-5.53005551812,2
Aatl,-58.6795,49.2562,OBIS, , ,1260923,4467.76375157,-58.7083333333,49.2916666667,-27.9993037873,2
Aatl,-58.9608,49.847,OBIS, , ,1247669,3119.38487798,-58.9583333333,49.875,3.25848145527,2
Aatl,-57.94,55.53,OBIS, , ,1123473,1739.83037237,-57.9583333333,55.5416666667,-41.6991023634,2
Aatl,-60.62,58.797,OBIS, , ,1043537,660.691295517,-60.625,58.7916666667,-154.049918801,2
Aatl,-61.6773,48.7922,OBIS, , ,1272092,2280.97941812,-61.7083333333,48.7916666667,-91.4782912285,2
Aatl,-67.6975,61.5018,OBIS, , ,985778,4479.90334131,-67.7083333333,61.5416666667,-7.38922867544,2
Aatl,-52.06,44.61,OBIS, , ,1369438,2212.64188603,-52.0416666667,44.625,41.1133082402,2
Aatl,-62.1,48.45,OBIS, , ,1279483,2068.39053971,-62.125,48.4583333333,-63.3745680739,2
Aatl,-61.94475,47.94767,OBIS, , ,1290562,1560.49371559,-61.9583333333,47.9583333333,-40.5491442407,2
Aatl,-51.23,43.18,OBIS, , ,1406265,3606.92043639,-51.2083333333,43.2083333333,29.2194616892,2
Aatl,-64.372,60.981,OBIS, , ,996260,2530.93566494,-64.375,60.9583333333,-176.317969082,2
Aatl,-53.29,50.62,OBIS, , ,1230903,568.572558463,-53.2916666667,50.625,-11.9715468354,2
Aatl,-67.9337,48.8328,OBIS, , ,1272054,4919.07822516,-67.9583333333,48.7916666667,-158.41080518,2
Aatl,-65.35192,42.90692,OBIS, , ,1414911,4016.03305352,-65.375,42.875,-151.994138207,2
Aatl,-60.472,65.103,OBIS, , ,931841,2535.49577646,-60.4583333333,65.125,14.6606547929,2
Aatl,-61.31975,47.13042,OBIS, , ,1309391,2214.36991449,-61.2916666667,47.125,105.779766955,2
Aatl,-60.405,65.361,OBIS, , ,928609,2093.9919468,-60.375,65.375,41.788298876,2
Aatl,-61.2362,48.8342,OBIS, , ,1270234,4976.79831786,-61.2083333333,48.875,24.251097902,2
Aatl,-61.1658,49.5062,OBIS, , ,1255230,4928.06168329,-61.125,49.5416666667,36.8127231838,2
Aatl,-58.6938,50.269,OBIS, , ,1238138,2725.82642691,-58.7083333333,50.2916666667,-22.3302031606,2
Aatl,-60.95708,46.97634,OBIS, , ,1313254,2004.07588619,-60.9583333333,46.9583333333,-177.27158727,2
Aatl,-59.85317,46.81825,OBIS, , ,1317111,3392.61274348,-59.875,46.7916666667,-150.574820367,2
Aatl,-58.5793,49.56,OBIS, , ,1255261,3401.98873358,-58.5416666667,49.5416666667,126.810271741,2
Aatl,-59.67534,46.76009,OBIS, , ,1317113,4321.04574477,-59.7083333333,46.7916666667,-35.6603312924,2
Aatl,-62.82,50.12,OBIS, , ,1241884,2101.15479881,-62.7916666667,50.125,74.640525833,2
Aatl,-61.62025,48.06983,OBIS, , ,1288727,3151.47587385,-61.625,48.0416666667,-173.547065976,2
Aatl,-53.95,50.916668,OBIS, , ,1223767,4672.01311665,-53.9583333333,50.9583333333,-7.19933212052,2
Aatl,-50.61,42.87,OBIS, , ,1415088,1345.63020227,-50.625,42.875,-65.6152125161,2
Aatl,-60.4747,48.8347,OBIS, , ,1270243,4639.78666204,-60.4583333333,48.875,14.996257997,2
Aatl,-47.84,46.31,OBIS, , ,1328975,3379.93954178,-47.875,46.2916666667,-127.067696864,2
Aatl,-63.7165,47.31208,OBIS, , ,1305538,2352.02565082,-63.7083333333,47.2916666667,164.773236714,2
Aatl,-66.07133,44.94333,OBIS, , ,1361014,2873.95563438,-66.0416666667,44.9583333333,54.5282497948,2
Aatl,-58.0833,55.491665,OBIS, , ,1125490,4549.93668384,-58.0416666667,55.4583333333,144.628731022,2
Aatl,-64.63934,42.93667,OBIS, , ,1412693,2676.07715635,-64.625,42.9583333333,25.9278981736,2
Aatl,-54.9,51.09,OBIS, , ,1220227,4269.30589884,-54.875,51.125,24.2019940712,2
Aatl,-57.04,55.06,OBIS, , ,1135624,2043.72647274,-57.0416666667,55.0416666667,-177.011623749,2
Aatl,-59.97,49.24,OBIS, , ,1262781,3622.86419952,-59.9583333333,49.2083333333,166.429011883,2
Aatl,-60.804,47.20125,OBIS, , ,1307481,1222.00838313,-60.7916666667,47.2083333333,49.8731634535,2
Aatl,-61.3502,49.3427,OBIS, , ,1259008,4018.74738383,-61.375,49.375,-26.6249954323,2
Aatl,-60.94225,47.18217,OBIS, , ,1307479,3153.71747387,-60.9583333333,47.2083333333,-22.728212546,2
Aatl,-67.97,49.25,OBIS, , ,1260827,4711.09533657,-67.9583333333,49.2916666667,10.3781433404,2
Aatl,-62.4,49.8,OBIS, , ,1249529,2024.59913376,-62.375,49.7916666667,117.236152773,2
Aatl,-68.49,48.5923,OBIS, , ,1275771,4321.56666416,-68.4583333333,48.625,32.6963367506,2
Aatl,-49.4,44.72,OBIS, , ,1367375,2367.48606433,-49.375,44.7083333333,123.194789272,2
Aatl,-66.01,50.11,OBIS, , ,1241845,2813.0471985,-66.0416666667,50.125,-53.6092419307,2
Aatl,-50.7,48.91,OBIS, , ,1270307,3939.9446083,-50.7083333333,48.875,-171.074400797,2
Aatl,-52.8,51.93,OBIS, , ,1202676,3204.20057152,-52.7916666667,51.9583333333,10.2987253447,2
Aatl,-57.6,55.29,OBIS, , ,1129568,1599.06188379,-57.625,55.2916666667,-83.326363206,2
Aatl,-61.4803,49.8608,OBIS, , ,1247639,2233.49885303,-61.4583333333,49.875,44.9881802482,2
Aatl,-65.0518,49.7405,OBIS, , ,1251406,3651.54536448,-65.0416666667,49.7083333333,168.45353277,2
Aatl,-59.7395,49.7498,OBIS, , ,1251459,5130.35385269,-59.7083333333,49.7083333333,154.01232724,2
Aatl,-60.8732,50.0778,OBIS, , ,1243821,4021.18468303,-60.875,50.0416666667,-178.162474353,2
Aatl,-59.2,49.633335,OBIS, , ,1253364,1105.37526629,-59.2083333333,49.625,-146.995770007,2
Aatl,-57.35,54.96,OBIS, , ,1137609,1612.18940728,-57.375,54.9583333333,-96.5982627358,2
Aatl,-66.08999634,42.28666687,OBIS, , ,1430851,2939.84766784,-66.125,42.2916666667,-79.0989388485,2
Aatl,-62.16666794,44.43000031,OBIS, , ,1373544,4573.12498342,-62.2083333333,44.4583333333,-46.4774695624,2
Aatl,-60.5195,49.9232,OBIS, , ,1245738,4219.34853107,-60.5416666667,49.9583333333,-22.1470211428,2
Aatl,-30.14166641,65.48833466,OBIS, , ,927721,3433.13406546,-30.125,65.4583333333,166.992077556,2
Aatl,-68.34517,60.7505,OBIS, , ,999334,4866.54970236,-68.375,60.7916666667,-19.5012294072,2
Aatl,-58.16,56.35,OBIS, , ,1103143,3525.44269537,-58.125,56.375,37.8367447156,2
Aatl,-53.36,46.18,OBIS, , ,1330897,3355.49848043,-53.375,46.2083333333,-20.1805937169,2
Aatl,-66.0836,60.6384,OBIS, , ,1002487,2713.61865192,-66.125,60.625,-123.363568135,2
Aatl,-62.82625,47.63642,OBIS, , ,1297949,2892.71286274,-62.7916666667,47.625,116.023139696,2
Aatl,-60.782,59.852,OBIS, , ,1018112,2619.04487082,-60.7916666667,59.875,-11.9307547802,2
Aatl,-58.1295,50.5675,OBIS, , ,1232670,2891.33399661,-58.125,50.5416666667,173.665847603,2
Aatl,-69.1466,61.3496,OBIS, , ,988641,3057.18443521,-69.125,61.375,22.1957387375,2
Aatl,-69.47,61.207,OBIS, , ,991580,644.488481014,-69.4583333333,61.2083333333,76.6663535359,2
Aatl,-64.66,49.77,OBIS, , ,1249511,3487.35028612,-64.625,49.7916666667,46.2747644516,2
Aatl,-56.0615,51.7562,OBIS, , ,1206046,4176.8412608,-56.0416666667,51.7916666667,19.1245473106,2
Aatl,-54.86,50.83,OBIS, , ,1227297,4393.4816346,-54.875,50.7916666667,-166.069956389,2
Aatl,-62.0065,47.85692,OBIS, , ,1292392,3311.1887048,-62.0416666667,47.875,-52.6057388468,2
Aatl,-67.3175,41.99034,OBIS, , ,1440103,4150.07629401,-67.2916666667,41.9583333333,148.931364724,2
Aatl,-57.8058,50.699722,OBIS, , ,1229058,1383.66065962,-57.7916666667,50.7083333333,46.1798505723,2
Aatl,-50.68,49.43,OBIS, , ,1257222,3761.88498112,-50.7083333333,49.4583333333,-33.0952435025,2
Aatl,-57.5667,55.733334,OBIS, , ,1119425,3197.27985544,-57.5416666667,55.7083333333,150.515944571,2
Aatl,-51.76,50.05,OBIS, , ,1243920,2450.29259466,-51.7916666667,50.0416666667,-112.215538271,2
Aatl,-49.26,43.42,OBIS, , ,1399723,4970.96174014,-49.2916666667,43.4583333333,-31.0352487838,2
Aatl,-63.646,47.096,OBIS, , ,1309363,3596.4897401,-63.625,47.125,26.299044033,2
Aatl,-63.1965,62.39283,OBIS, , ,972226,2079.35839267,-63.2083333333,62.375,-162.871276961,2
Aatl,-63.6665,47.1965,OBIS, , ,1307447,3408.4994761,-63.625,47.2083333333,67.2809895706,2
Aatl,-59.1258,49.3395,OBIS, , ,1259035,3948.61893074,-59.125,49.375,0.843033156949,2
Aatl,-51.13,49.92,OBIS, , ,1245838,4278.81696543,-51.125,49.9583333333,4.81002919405,2
Aatl,-63.07,50.13,OBIS, , ,1241881,2100.95138826,-63.0416666667,50.125,105.339266138,2
Aatl,-52.9,52.566667,OBIS, , ,1190655,3258.02453541,-52.875,52.5416666667,148.627023055,2
Aatl,-62.58108,47.866,OBIS, , ,1292386,3113.76740375,-62.5416666667,47.875,71.2392237442,2
Aatl,-51.1833,51.916668,OBIS, , ,1202695,4945.29838089,-51.2083333333,51.9583333333,-20.3634490724,2
Aatl,-53.81,46.1,OBIS, , ,1332884,3119.39436982,-53.7916666667,46.125,27.0161569509,2
Aatl,-67.22567,41.89767,OBIS, , ,1442420,2900.11895693,-67.2083333333,41.875,150.248251934,2
Aatl,-69.51452,71.31207,OBIS, , ,813906,2475.26897959,-69.5416666667,71.2916666667,-156.87287876,2
Aatl,-60.27,47.41,OBIS, , ,1303677,4221.08510273,-60.2916666667,47.375,-157.191480855,2
Aatl,-54.66,50.34,OBIS, , ,1236324,4621.79799409,-54.625,50.375,32.5954236931,2
Aatl,-57.7075,50.5427,OBIS, , ,1232675,129.237793804,-57.7083333333,50.5416666667,-152.800909903,2
Aatl,-64.08817,43.79467,OBIS, , ,1390784,2982.96011329,-64.125,43.7916666667,-96.4102100247,2
Aatl,-63.76059,47.39742,OBIS, , ,1303635,3423.32068217,-63.7916666667,47.375,-136.718333534,2
Aatl,-58.55,56.22,OBIS, , ,1107168,1398.15575338,-58.5416666667,56.2083333333,158.292247437,2
Aatl,-66.08952,70.58203,OBIS, , ,837088,4692.29803528,-66.125,70.5416666667,-163.666132935,2
Aatl,-63.79742,48.94834,OBIS, , ,1268336,1188.54903012,-63.7916666667,48.9583333333,20.7623983665,2
Aatl,-65.53017,42.781,OBIS, , ,1417154,1512.94210651,-65.5416666667,42.7916666667,-38.4410702593,2
Aatl,-50.55,45.89,OBIS, , ,1338951,1788.33543785,-50.5416666667,45.875,158.79059937,2
Aatl,-49.05,44.51,OBIS, , ,1371580,3580.69240402,-49.0416666667,44.5416666667,10.658626634,2
Aatl,21.06546,71.0654145,OBIS, , ,822630,2786.52978267,21.0416666667,71.0416666667,-161.956727104,2
Aatl,-58.43,50.24,OBIS, , ,1240029,4061.45155441,-58.4583333333,50.2083333333,-150.132472971,2
Aatl,-50.31,48.25,OBIS, , ,1283248,4828.89981103,-50.2916666667,48.2916666667,16.3629418016,2
Aatl,-64.9352,50.0298,OBIS, , ,1243772,2118.715511,-64.9583333333,50.0416666667,-51.456746216,2
Aatl,-76.8812,63.1025,OBIS, , ,960300,2527.37792536,-76.875,63.125,7.11004690528,2
Aatl,-58.13,56.53,OBIS, , ,1099100,1335.0290253,-58.125,56.5416666667,13.3204400764,2
Aatl,-60.6833,48.7167,OBIS, , ,1273965,2063.86886447,-60.7083333333,48.7083333333,-116.786117478,2
Aatl,-61.79434,46.95659,OBIS, , ,1313244,281.010314615,-61.7916666667,46.9583333333,46.3944668273,2
Aatl,-61.00042,46.78042,OBIS, , ,1317102,3388.63507039,-61.0416666667,46.7916666667,-68.333776194,2
Aatl,-64.3512,50.0213,OBIS, , ,1243779,2835.45304038,-64.375,50.0416666667,-36.9611845638,2
Aatl,-66.59,70.628,OBIS, , ,834587,1338.84133164,-66.625,70.625,-104.460966817,2
Aatl,-63.25242,47.2655,OBIS, , ,1305543,4156.95014604,-63.2916666667,47.2916666667,-45.5731059129,2
Aatl,-52.75,44.02,OBIS, , ,1384394,4117.36363586,-52.7083333333,44.0416666667,54.2033380651,2
Aatl,-64.0772,49.5923,OBIS, , ,1253317,4452.30887116,-64.0416666667,49.625,35.2141005399,2
Aatl,-63.357,49.9915,OBIS, , ,1245704,3908.51691326,-63.375,49.9583333333,-160.702834034,2
Aatl,-63.96708,43.11217,OBIS, , ,1408296,1593.21536066,-63.9583333333,43.125,26.5351660658,2
Aatl,-60.8727,48.8152,OBIS, , ,1272102,2622.49440744,-60.875,48.7916666667,-176.305247696,2
Aatl,-54.34,51.36,OBIS, , ,1214885,2954.01394089,-54.375,51.375,-55.5884664121,2
Aatl,-58.363,49.898,OBIS, , ,1247676,2699.66051128,-58.375,49.875,-161.366500401,2
Aatl,-65.7,49.97,OBIS, , ,1245676,1428.78529849,-65.7083333333,49.9583333333,-155.25856866,2
Aatl,-59.6905,49.4678,OBIS, , ,1257137,1667.26034938,-59.7083333333,49.4583333333,-129.153897901,2
Aatl,-62.07,50.05,OBIS, , ,1243807,2231.10557187,-62.0416666667,50.0416666667,114.536894526,2
Aatl,-53.52,53.97,OBIS, , ,1160746,1925.72016435,-53.5416666667,53.9583333333,-132.392563264,2
Aatl,-57.54,50.59,OBIS, , ,1230862,3895.21341824,-57.5416666667,50.625,-1.7350288031,2
Aatl,-57.6,56.25,OBIS, , ,1105160,4891.17001765,-57.625,56.2916666667,-18.451346959,2
Aatl,-62.02667,46.86458,OBIS, , ,1315163,1627.60224227,-62.0416666667,46.875,-44.6206670556,2
Aatl,-54.88,53.46,OBIS, , ,1171651,380.403459746,-54.875,53.4583333333,119.182116809,2
Aatl,-64.315,48.75444444,OBIS, , ,1272061,4480.55881002,-64.2916666667,48.7916666667,22.4974508401,2
Aatl,-67.813,49.0765,OBIS, , ,1266446,4175.83912293,-67.7916666667,49.0416666667,158.068071743,2
Aatl,-58.6168,49.7487,OBIS, , ,1251472,4528.49312984,-58.625,49.7083333333,-172.495312868,2
Aatl,-55.0,54.583332,OBIS, , ,1145449,5363.22533941,-54.9583333333,54.625,30.1187410372,2
Aatl,-69.91,47.57,OBIS, , ,1299818,4106.40777572,-69.875,47.5416666667,140.083919798,2
Aatl,-61.3333,49.702,OBIS, , ,1251440,3084.65485925,-61.2916666667,49.7083333333,76.7835300281,2
Aatl,-61.116,60.217,OBIS, , ,1010848,1086.90675006,-61.125,60.2083333333,-152.668562754,2
Aatl,-51.03,50.06,OBIS, , ,1243929,2203.765417,-51.0416666667,50.0416666667,-157.714190879,2
Aatl,-63.0833,60.316666,OBIS, , ,1009117,3613.36939426,-63.0416666667,60.2916666667,140.412091848,2
Aatl,-48.15,46.95,OBIS, , ,1313389,2116.54255399,-48.125,46.9583333333,64.033474358,2
Aatl,-57.032,51.356,OBIS, , ,1214858,2218.46879269,-57.0416666667,51.375,-17.6621894008,2
Aatl,-60.9497,48.6817,OBIS, , ,1273962,3029.15468691,-60.9583333333,48.7083333333,-12.1083146726,2
Aatl,-64.96359,45.22408,OBIS, , ,1354933,1798.07398586,-64.9583333333,45.2083333333,166.722253544,2
Aatl,-63.49717,48.70434,OBIS, , ,1273932,2892.70690882,-63.4583333333,48.7083333333,81.154711066,2
Aatl,-60.617,63.481,OBIS, , ,955293,2557.92053053,-60.625,63.4583333333,-171.025693911,2
Aatl,-62.5213,49.7453,OBIS, , ,1251425,4365.93736366,-62.5416666667,49.7083333333,-160.337886962,2
Aatl,-52.5,50.366665,OBIS, , ,1236350,3105.89453375,-52.4583333333,50.375,72.6155685085,2
Aatl,-63.1337,49.122,OBIS, , ,1264613,717.330187176,-63.125,49.125,62.279464672,2
Aatl,-54.56,51.22,OBIS, , ,1218453,1823.64502211,-54.5416666667,51.2083333333,135.368768878,2
Aatl,-58.9944,67.5797,OBIS, , ,900466,4511.69132301,-58.9583333333,67.5416666667,160.066736593,2
Aatl,-60.141,47.15317,OBIS, , ,1309405,3358.72978965,-60.125,47.125,158.809957024,2
Aatl,-61.1833,62.633335,OBIS, , ,968264,1585.28848454,-61.2083333333,62.625,-125.862752849,2
Aatl,-57.1,44.516666,OBIS, , ,1371483,3415.72925004,-57.125,44.5416666667,-35.5679905666,2
Aatl,-53.03,46.1,OBIS, , ,1332893,2921.53606145,-53.0416666667,46.125,-17.9772561511,2
Aatl,-63.92042,48.75542,OBIS, , ,1272065,4900.35340478,-63.9583333333,48.7916666667,-34.6440961973,2
Aatl,-61.989,47.10767,OBIS, , ,1309383,3021.30850641,-61.9583333333,47.125,50.3696773302,2
Aatl,-53.48,45.86,OBIS, , ,1338916,2368.55196922,-53.4583333333,45.875,45.2512345737,2
Aatl,-53.62,45.17,OBIS, , ,1355038,4278.27577933,-53.625,45.2083333333,-5.26793761217,2
Aatl,-56.58,54.75,OBIS, , ,1141548,5253.59870821,-56.5416666667,54.7916666667,27.9924323881,2
Aatl,-60.51633,47.47325,OBIS, , ,1301776,2529.67304248,-60.5416666667,47.4583333333,-130.955230735,2
Aatl,-50.42,49.16,OBIS, , ,1264711,4793.09533158,-50.4583333333,49.125,-144.286394203,2
Aatl,-62.64317,46.82034,OBIS, , ,1317083,3476.1942963,-62.625,46.7916666667,156.478956421,2
Aatl,-56.2457,51.6853,OBIS, , ,1207775,3639.00919388,-56.2083333333,51.7083333333,45.2173997456,2
Aatl,-64.34592,43.81325,OBIS, , ,1390781,3350.67116532,-64.375,43.7916666667,-135.690872435,2
Aatl,-65.44017,43.02734,OBIS, , ,1410475,2173.53542696,-65.4583333333,43.0416666667,-42.9174085091,2
Aatl,-68.29166667,71.26666667,OBIS, , ,813921,2789.44371293,-68.2916666667,71.2916666667,2.45205040301e-06,2
Aatl,-50.87,48.99,OBIS, , ,1268440,3540.59880133,-50.875,48.9583333333,-174.063932167,2
Aatl,-54.32,51.11,OBIS, , ,1220234,2592.4192441,-54.2916666667,51.125,49.9201887683,2
Aatl,-50.9708,51.080555,OBIS, , ,1222037,4413.70167248,-50.9583333333,51.0416666667,168.57422169,2
Aatl,-54.13,51.24,OBIS, , ,1218458,3540.27130493,-54.125,51.2083333333,174.335855603,2
Aatl,-57.87,56.04,OBIS, , ,1111256,362.702164122,-57.875,56.0416666667,-59.2251601132,2
Aatl,-67.6443,61.3242,OBIS, , ,990119,3769.9415045,-67.625,61.2916666667,164.070360735,2
Aatl,-63.78509,48.26759,OBIS, , ,1283148,2721.35869819,-63.7916666667,48.2916666667,-10.3305667988,2
Aatl,-52.73,52.61,OBIS, , ,1188924,2222.5273364,-52.7083333333,52.625,41.311670799,2
Aatl,-73.0584,71.8983,OBIS, , ,794614,2664.02979242,-73.0416666667,71.875,167.397715729,2
Aatl,-54.183333,52.025,OBIS, , ,1200951,2526.3935446,-54.2083333333,52.0416666667,-42.764236689,2
Aatl,21.09860167,71.1605645,OBIS, , ,819972,4080.90360235,21.125,71.125,166.487579091,2
Aatl,-52.5,52.07,OBIS, , ,1200972,4255.25679197,-52.4583333333,52.0416666667,137.789405832,2
Aatl,-59.94,57.27,OBIS, , ,1080820,2654.20427945,-59.9583333333,57.2916666667,-24.6126249862,2
Aatl,-63.63,49.3,OBIS, , ,1260879,995.599524089,-63.625,49.2916666667,158.572382338,2
Aatl,-51.65,43.4,OBIS, , ,1401884,3437.71342017,-51.625,43.375,143.887722631,2
Aatl,-54.1,49.89,OBIS, , ,1247708,2451.91885916,-54.125,49.875,-132.869059505,2
Aatl,-63.98333333,48.85833333,OBIS, , ,1270201,2607.58056434,-63.9583333333,48.875,44.6910224128,2
Aatl,-59.208333,56.975,OBIS, , ,1088984,1855.98796826,-59.2083333333,56.9583333333,-179.99937394,2
Aatl,-57.56,50.78,OBIS, , ,1227274,1831.92026417,-57.5416666667,50.7916666667,44.8828580084,2
Aatl,-59.5773,49.3163,OBIS, , ,1260913,3771.08559702,-59.5416666667,49.2916666667,136.578446182,2
Aatl,-64.7975,43.38509,OBIS, , ,1401726,1216.59366892,-64.7916666667,43.375,157.133377875,2
Aatl,-51.9,52.54,OBIS, , ,1190667,1706.29171509,-51.875,52.5416666667,83.7500755739,2
Aatl,-59.3408,50.0125,OBIS, , ,1243839,4065.75115345,-59.375,50.0416666667,-37.0537468404,2
Aatl,-50.16,46.73,OBIS, , ,1319153,3600.21964385,-50.125,46.7083333333,131.977957817,2
Aatl,-52.0917,50.433334,OBIS, , ,1234547,3650.74616333,-52.125,50.4583333333,-40.3706010631,2
Aatl,-52.79,50.46,OBIS, , ,1234539,219.951860102,-52.7916666667,50.4583333333,-147.446543156,2
Aatl,-70.5633,71.4399,OBIS, , ,808491,2195.66297968,-70.5416666667,71.4583333333,20.4770040434,2
Aatl,-48.05,46.2,OBIS, , ,1330961,1127.67980859,-48.0416666667,46.2083333333,34.7702009807,2
Aatl,-58.09,50.07,OBIS, , ,1243854,4026.70378495,-58.125,50.0416666667,-141.490909804,2
Aatl,-48.09,46.59,OBIS, , ,1321118,4725.19750792,-48.125,46.625,-34.5610242074,2
Aatl,-69.0503,48.574,OBIS, , ,1277610,3651.54606441,-69.0416666667,48.5416666667,169.945693453,2
Aatl,-60.856,48.9797,OBIS, , ,1268371,2753.4358755,-60.875,48.9583333333,-149.646023801,2
