Sp,lon,lat,Source,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Aesc,-83.22021667,64.01936667,SIMEP,946407,2552.90907865,-83.2083333333,64.0416666667,1
Aesc,-74.86087,62.24567,CAISN DFO,974784,4225.53613839,-74.875,62.2083333333,1
Aesc,-81.06655,64.02931667,SIMEP,946422,1836.89920236,-81.0416666667,64.0416666667,1
Aesc,-63.73,59.4288,Arctic Amazing Race,1027588,3512.23133573,-63.7083333333,59.4583333333,1
Aesc,-77.43517,72.76847,PICKeR,762896,2699.50170191,-77.4583333333,72.7916666667,1
Aesc,-65.99166667,66.10666667,Pangnirtung NFA,919062,2539.53015169,-65.9583333333,66.125,1
Aesc,-67.99166667,66.266,Pangnirtung NFA,916863,3229.95853826,-67.9583333333,66.2916666667,1
Aesc,-84.73383333,65.93401667,SIMEP,920956,2949.28323231,-84.7083333333,65.9583333333,1
Aesc,-82.92186667,64.87203333,SIMEP,934865,1759.82632943,-82.9583333333,64.875,1
Aesc,-80.17605,63.78193333,SIMEP,950057,1926.33852673,-80.2083333333,63.7916666667,1
Aesc,-80.84041667,63.51851667,SIMEP,953823,3101.53905751,-80.875,63.5416666667,1
Aesc,-81.9684,62.9438,SIMEP,962819,1698.57297043,-81.9583333333,62.9583333333,1
Aesc,-82.35773333,63.64275,SIMEP,952543,2155.81837764,-82.375,63.625,1
Aesc,-87.31999217,63.69168333,SIMEP,951253,2325.34108427,-87.2916666667,63.7083333333,1
Aesc,-86.40566667,64.32926667,SIMEP,942790,4446.63358105,-86.375,64.2916666667,1
Aesc,-78.76381,70.21439,CAISN DFO,846635,1251.13100417,-78.7916666667,70.2083333333,1
Aesc,-76.634844,72.662252,PICKeR,768868,4169.99580391,-76.625,72.625,1
Aesc,11.14333,79.12,Hop et al 2016,517564,678.895172854,11.125,79.125,1
Aesc,-55.7333,52.3667,Filbee-Dexter et al,1194073,1935.08294584,-55.7083333333,52.375,1
Aesc,-55.6333,53.2167,Filbee-Dexter et al,1176862,1083.72944665,-55.625,53.2083333333,1
Aesc,-69.6745,60.0568,Filbee-Dexter et al,1014301,2529.10087941,-69.7083333333,60.0416666667,1
Aesc,-69.9337,59.9868,Filbee-Dexter et al,1016140,3457.02884859,-69.9583333333,59.9583333333,1
Aesc,6.5472,62.8203,Filbee-Dexter et al,966368,3203.88701721,6.54166666667,62.7916666667,1
Aesc,11.5494,65.6764,Filbee-Dexter et al,924882,3578.34837736,11.5416666667,65.7083333333,1
Aesc,12.131,65.6901,Filbee-Dexter et al,924889,2051.67122291,12.125,65.7083333333,1
Aesc,16.7792,69.0956,Filbee-Dexter et al,873533,3316.92586347,16.7916666667,69.125,1
Aesc,16.8978,69.311,Filbee-Dexter et al,870098,2336.84448407,16.875,69.2916666667,1
Aesc,29.4393,70.6991,Filbee-Dexter et al,832883,1246.76092379,29.4583333333,70.7083333333,1
Aesc,30.13,69.8525,Filbee-Dexter et al,856339,2517.45273087,30.125,69.875,1
Aesc,33.0429,69.0595,Filbee-Dexter et al,875224,1989.9136827,33.0416666667,69.0416666667,1
Aesc,-79.7787,72.5048,Saunders,771756,4136.94768335,-79.7916666667,72.5416666667,1
