Sps,lon,lat,Source,Lon_dd,Lat_dd,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Aunc,-51.66,46.71,OBIS, , ,1319135,2682.77528208,-51.625,46.7083333333,2
Aunc,-60.52,59.6,OBIS, , ,1023795,3041.87679366,-60.5416666667,59.625,2
Aunc,-67.2,44.06667,OBIS, , ,1384237,2857.33033998,-67.2083333333,44.0416666667,2
Aunc,-69.91,47.57,OBIS, , ,1299818,4106.40777572,-69.875,47.5416666667,2
Aunc,-68.41,49.01,OBIS, , ,1266439,4353.62764829,-68.375,49.0416666667,2
Aunc,-62.83125,46.8535,OBIS, , ,1315154,3849.93297404,-62.7916666667,46.875,2
Aunc,-63.8068,49.2583,OBIS, , ,1260877,3870.82612928,-63.7916666667,49.2916666667,2
Aunc,-66.9,43.48333,OBIS, , ,1399512,3435.81124193,-66.875,43.4583333333,2
Aunc,-63.7128,50.0578,OBIS, , ,1243787,1822.80349705,-63.7083333333,50.0416666667,2
Aunc,-63.7165,47.31208,OBIS, , ,1305538,2352.02565082,-63.7083333333,47.2916666667,2
Aunc,-52.29,44.71,OBIS, , ,1367340,227.47851069,-52.2916666667,44.7083333333,2
Aunc,-53.08,45.68,OBIS, , ,1342949,4339.54035184,-53.0416666667,45.7083333333,2
Aunc,-51.41,46.14,OBIS, , ,1332913,3177.34444831,-51.375,46.125,2
Aunc,-63.661,47.85484,OBIS, , ,1292373,3504.22025333,-63.625,47.875,2
Aunc,-65.88333,41.9,OBIS, , ,1442436,2861.55087189,-65.875,41.875,2
Aunc,-63.1345,49.8597,OBIS, , ,1247619,1833.70395353,-63.125,49.875,2
Aunc,-63.4767,49.9675,OBIS, , ,1245703,1666.20286087,-63.4583333333,49.9583333333,2
Aunc,-52.21,46.18,OBIS, , ,1330911,3152.02147523,-52.2083333333,46.2083333333,2
Aunc,-59.34367,43.8955,OBIS, , ,1388661,3395.13934748,-59.375,43.875,2
Aunc,-64.5525,48.13917,OBIS, , ,1286841,1769.96246937,-64.5416666667,48.125,2
Aunc,-63.9,48.4,OBIS, , ,1281301,3340.14935393,-63.875,48.375,2
Aunc,-67.02,43.63,OBIS, , ,1395132,1834.75796325,-67.0416666667,43.625,2
Aunc,-47.39,46.21,OBIS, , ,1330969,1172.29425288,-47.375,46.2083333333,2
Aunc,-53.4,50.04,OBIS, , ,1243901,1800.44468921,-53.375,50.0416666667,2
Aunc,-49.19,43.72,OBIS, , ,1393149,1965.50748051,-49.2083333333,43.7083333333,2
Aunc,-58.63,50.03,OBIS, , ,1243848,1346.21343668,-58.625,50.0416666667,2
Aunc,-63.95,43.23333,OBIS, , ,1406112,2858.4018848,-63.9583333333,43.2083333333,2
Aunc,-52.57,45.11,OBIS, , ,1357075,2783.74791774,-52.5416666667,45.125,2
Aunc,-53.98,45.89,OBIS, , ,1338910,2368.23362888,-53.9583333333,45.875,2
Aunc,-64.90583,42.80059,OBIS, , ,1417162,2710.00929061,-64.875,42.7916666667,2
Aunc,-60.97,60.2,OBIS, , ,1010850,1131.6517216,-60.9583333333,60.2083333333,2
Aunc,-64.34,49.52,OBIS, , ,1255203,3496.64717935,-64.375,49.5416666667,2
Aunc,-68.99,48.61,OBIS, , ,1275765,2869.42868215,-68.9583333333,48.625,2
Aunc,-58.43,50.02,OBIS, , ,1243850,3151.06479416,-58.4583333333,50.0416666667,2
Aunc,-69.95833333,47.75555556,OBIS, , ,1294189,4015.04651556,-69.9583333333,47.7916666667,2
Aunc,-48.67,46.65,OBIS, , ,1321111,4042.07984409,-48.7083333333,46.625,2
Aunc,-52.47,46.3,OBIS, , ,1328920,1290.77024222,-52.4583333333,46.2916666667,2
Aunc,-63.09117,46.83759,OBIS, , ,1315150,4894.00540738,-63.125,46.875,2
Aunc,-64.13333,48.4,OBIS, , ,1281298,2847.58514554,-64.125,48.375,2
Aunc,-63.87,49.51,OBIS, , ,1255209,3540.51804451,-63.875,49.5416666667,2
Aunc,-68.83,48.38,OBIS, , ,1281290,2893.62344105,-68.7916666667,48.375,2
Aunc,-62.35,44.28,OBIS, , ,1377812,2379.62617941,-62.375,44.2916666667,2
Aunc,-62.48,46.9,OBIS, , ,1315158,3232.79319432,-62.4583333333,46.875,2
Aunc,-68.66,48.83,OBIS, , ,1272046,4978.03122494,-68.625,48.7916666667,2
Aunc,-68.49,48.5923,OBIS, , ,1275771,4321.56666416,-68.4583333333,48.625,2
Aunc,-54.53,45.16,OBIS, , ,1357051,3996.47657849,-54.5416666667,45.125,2
Aunc,-63.87442,47.71659,OBIS, , ,1296070,919.046342484,-63.875,47.7083333333,2
Aunc,-52.78,45.58,OBIS, , ,1346968,4356.75189359,-52.7916666667,45.5416666667,2
Aunc,-52.66,44.97,OBIS, , ,1361141,3050.58850326,-52.625,44.9583333333,2
Aunc,-63.7,49.35,OBIS, , ,1258992,2845.54925096,-63.7083333333,49.375,2
Aunc,-65.86667,42.65,OBIS, , ,1421676,2859.94768895,-65.875,42.625,2
Aunc,-61.51667,44.58333,OBIS, , ,1371430,5037.68911026,-61.5416666667,44.5416666667,2
Aunc,-47.4,46.41,OBIS, , ,1327012,4339.79479032,-47.375,46.375,2
Aunc,-63.71,43.03,OBIS, , ,1410496,1303.18734094,-63.7083333333,43.0416666667,2
Aunc,-52.14,45.01,OBIS, , ,1359109,3712.44108028,-52.125,45.0416666667,2
Aunc,-57.6885,44.47659,OBIS, , ,1373598,2570.29270535,-57.7083333333,44.4583333333,2
Aunc,-52.78,44.93,OBIS, , ,1361139,3280.57182085,-52.7916666667,44.9583333333,2
Aunc,-53.08,45.09,OBIS, , ,1357069,4922.47554369,-53.0416666667,45.125,2
Aunc,-49.73,44.98,OBIS, , ,1361176,2952.8439288,-49.7083333333,44.9583333333,2
Aunc,-54.08,45.62,OBIS, , ,1344949,3040.76717236,-54.0416666667,45.625,2
Aunc,-65.35,42.8,OBIS, , ,1417156,2245.01336795,-65.375,42.7916666667,2
Aunc,-65.77,44.8,OBIS, , ,1365128,1948.53225802,-65.7916666667,44.7916666667,2
Aunc,-64.55,42.77,OBIS, , ,1417166,2501.65162383,-64.5416666667,42.7916666667,2
Aunc,-52.735,45.966667,OBIS, , ,1336907,2265.1377114,-52.7083333333,45.9583333333,2
Aunc,-49.86,47.3,OBIS, , ,1305689,1464.75353981,-49.875,47.2916666667,2
Aunc,-47.7,46.27,OBIS, , ,1328977,2492.56256632,-47.7083333333,46.2916666667,2
Aunc,-66.05,44.7,OBIS, , ,1367200,1137.42489745,-66.0416666667,44.7083333333,2
Aunc,-65.48333,42.8,OBIS, , ,1417155,2244.76493328,-65.4583333333,42.7916666667,2
Aunc,-49.2,43.54,OBIS, , ,1397528,698.509230359,-49.2083333333,43.5416666667,2
Aunc,-57.67,50.95,OBIS, , ,1223734,2848.63392472,-57.7083333333,50.9583333333,2
Aunc,-61.09484,44.432,OBIS, , ,1373557,3785.05985338,-61.125,44.4583333333,2
Aunc,-52.51,46.09,OBIS, , ,1332899,4596.61848405,-52.5416666667,46.125,2
Aunc,-47.39,46.3,OBIS, , ,1328981,1481.14377453,-47.375,46.2916666667,2
Aunc,-59.02,49.89,OBIS, , ,1247668,2282.19366197,-59.0416666667,49.875,2
Aunc,-55.8,55.32,OBIS, , ,1129590,3198.41312446,-55.7916666667,55.2916666667,2
Aunc,-63.79842,47.511,OBIS, , ,1299833,3447.27372303,-63.7916666667,47.5416666667,2
Aunc,-58.94,50.1,OBIS, , ,1241930,3074.47340436,-58.9583333333,50.125,2
Aunc,-60.18333,43.43333,OBIS, , ,1399592,3437.04977331,-60.2083333333,43.4583333333,2
Aunc,-59.2,57.48,OBIS, , ,1076739,2464.2465655,-59.2083333333,57.4583333333,2
Aunc,-48.43,46.97,OBIS, , ,1313385,2516.3583782,-48.4583333333,46.9583333333,2
Aunc,-58.522,50.1062,OBIS, , ,1241935,2520.22150032,-58.5416666667,50.125,2
Aunc,-63.41667,48.66667,OBIS, , ,1273932,5556.61545676,-63.4583333333,48.7083333333,2
Aunc,-65.38333,42.55,OBIS, , ,1423962,1151.11788879,-65.375,42.5416666667,2
Aunc,-47.17,47.41,OBIS, , ,1303820,4849.47318724,-47.2083333333,47.375,2
Aunc,-61.35742,44.70508,OBIS, , ,1367231,1439.32500973,-61.375,44.7083333333,2
Aunc,-57.30784,44.44667,OBIS, , ,1373603,1826.71060768,-57.2916666667,44.4583333333,2
Aunc,-55.42,50.1,OBIS, , ,1241964,3905.23478473,-55.4583333333,50.125,2
Aunc,-49.84,44.91,OBIS, , ,1363231,4772.06450337,-49.875,44.875,2
Aunc,-63.4625,49.29194444,OBIS, , ,1260881,304.667689098,-63.4583333333,49.2916666667,2
Aunc,-61.11667,43.26667,OBIS, , ,1403961,2858.21256733,-61.125,43.2916666667,2
Aunc,-54.52,54.92,OBIS, , ,1137643,4487.61225886,-54.5416666667,54.9583333333,2
Aunc,-64.31392,47.76742,OBIS, , ,1294211,3170.03707156,-64.2916666667,47.7916666667,2
Aunc,-63.77842,47.38117,OBIS, , ,1303635,1212.96043364,-63.7916666667,47.375,2
Aunc,-64.21667,47.58333,OBIS, , ,1299828,4674.49580311,-64.2083333333,47.5416666667,2
Aunc,-63.5,48.73,OBIS, , ,1273931,3899.39146854,-63.5416666667,48.7083333333,2
Aunc,-52.8,46.21,OBIS, , ,1330904,669.243315468,-52.7916666667,46.2083333333,2
Aunc,-55.39,55.15,OBIS, , ,1133639,2942.96899092,-55.375,55.125,2
Aunc,-65.7,42.08,OBIS, , ,1437800,4313.36302726,-65.7083333333,42.0416666667,2
Aunc,-53.4,45.71,OBIS, , ,1342945,1955.49738057,-53.375,45.7083333333,2
Aunc,-67.13,44.19,OBIS, , ,1379927,2075.96834277,-67.125,44.2083333333,2
Aunc,-52.43,45.43,OBIS, , ,1348985,3850.93247657,-52.4583333333,45.4583333333,2
Aunc,-52.11,44.19,OBIS, , ,1380089,2363.81940134,-52.125,44.2083333333,2
Aunc,-68.9202,48.4477,OBIS, , ,1279451,3058.51566478,-68.9583333333,48.4583333333,2
Aunc,-52.34,46.05,OBIS, , ,1334902,2862.95721851,-52.375,46.0416666667,2
Aunc,-53.1,45.85,OBIS, , ,1338920,3389.7188152,-53.125,45.875,2
Aunc,-63.75184,43.109,OBIS, , ,1408298,3696.73358507,-63.7916666667,43.125,2
Aunc,-63.65059,47.39175,OBIS, , ,1303637,2683.60546851,-63.625,47.375,2
Aunc,-48.73,47.08,OBIS, , ,1311457,4568.42761833,-48.7083333333,47.0416666667,2
Aunc,-57.98084,44.35125,OBIS, , ,1375721,3191.18472502,-57.9583333333,44.375,2
Aunc,-59.45,43.65,OBIS, , ,1395219,2857.86643004,-59.4583333333,43.625,2
Aunc,-67.1,42.63,OBIS, , ,1421661,2124.67888658,-67.125,42.625,2
Aunc,-64.07667,48.04,OBIS, , ,1288698,2616.64478349,-64.0416666667,48.0416666667,2
Aunc,-68.4955,48.7257,OBIS, , ,1273914,3348.06362412,-68.4583333333,48.7083333333,2
Aunc,-64.35,49.65,OBIS, , ,1253313,3315.49493884,-64.375,49.625,2
Aunc,-49.49,47.52,OBIS, , ,1299996,3389.49543461,-49.4583333333,47.5416666667,2
Aunc,-64.06667,43.08333,OBIS, , ,1410492,5056.84540161,-64.0416666667,43.0416666667,2
Aunc,-58.239,50.1048,OBIS, , ,1241939,3139.99155645,-58.2083333333,50.125,2
Aunc,-57.61,56.19,OBIS, , ,1107179,2243.64380578,-57.625,56.2083333333,2
Aunc,-52.42,44.96,OBIS, , ,1361143,3030.27382414,-52.4583333333,44.9583333333,2
Aunc,-52.97,45.56,OBIS, , ,1346966,2232.00158401,-52.9583333333,45.5416666667,2
Aunc,-61.29175,44.79584,OBIS, , ,1365154,463.820007367,-61.2916666667,44.7916666667,2
Aunc,-58.57,49.89,OBIS, , ,1247674,2632.52535087,-58.5416666667,49.875,2
Aunc,-69.91505,47.66321667,OBIS, , ,1297920,5206.73084659,-69.875,47.625,2
Aunc,-66.66667,43.51667,OBIS, , ,1397319,4365.32822078,-66.7083333333,43.5416666667,2
Aunc,-53.38,45.97,OBIS, , ,1336899,1353.43526692,-53.375,45.9583333333,2
Aunc,-54.2,49.98,OBIS, , ,1245801,2482.99827421,-54.2083333333,49.9583333333,2
Aunc,-62.7415,43.18067,OBIS, , ,1406127,4088.15717098,-62.7083333333,43.2083333333,2
Aunc,-49.27,47.31,OBIS, , ,1305696,2615.23535063,-49.2916666667,47.2916666667,2
Aunc,-58.86667,44.05,OBIS, , ,1384320,1141.51824849,-58.875,44.0416666667,2
Aunc,-64.62525,48.05917,OBIS, , ,1288691,1946.30768773,-64.625,48.0416666667,2
Aunc,-58.53675,44.18633,OBIS, , ,1380012,2476.31468394,-58.5416666667,44.2083333333,2
Aunc,-61.65767,44.436,OBIS, , ,1373551,3594.69596454,-61.625,44.4583333333,2
Aunc,-58.37,49.84,OBIS, , ,1247676,3909.48864736,-58.375,49.875,2
Aunc,-68.99,48.33,OBIS, , ,1283135,4866.87752437,-68.9583333333,48.2916666667,2
Aunc,-58.55,50.39,OBIS, , ,1236287,1770.69292338,-58.5416666667,50.375,2
Aunc,-49.73,47.53,OBIS, , ,1299993,2084.16752789,-49.7083333333,47.5416666667,2
Aunc,-51.98,46.32,OBIS, , ,1328926,3564.40357511,-51.9583333333,46.2916666667,2
Aunc,-65.12,42.75,OBIS, , ,1419419,4646.72252381,-65.125,42.7083333333,2
Aunc,-48.89,47.07,OBIS, , ,1311455,3349.700561,-48.875,47.0416666667,2
Aunc,-52.27,46.39,OBIS, , ,1326953,2357.600544,-52.2916666667,46.375,2
Aunc,-52.8,45.08,OBIS, , ,1359101,4310.36389191,-52.7916666667,45.0416666667,2
Aunc,-50.97,44.93,OBIS, , ,1361161,3280.57182085,-50.9583333333,44.9583333333,2
Aunc,-64.06667,47.53333,OBIS, , ,1299830,2098.31128596,-64.0416666667,47.5416666667,2
Aunc,-50.97,45.02,OBIS, , ,1359123,2577.42127908,-50.9583333333,45.0416666667,2
Aunc,-52.89,45.97,OBIS, , ,1336905,1741.67993304,-52.875,45.9583333333,2
Aunc,-51.6,45.19,OBIS, , ,1355062,2830.18483361,-51.625,45.2083333333,2
Aunc,-63.6253,49.9228,OBIS, , ,1245701,3952.35736698,-63.625,49.9583333333,2
Aunc,-52.19,45.94,OBIS, , ,1336913,2484.55208636,-52.2083333333,45.9583333333,2
Aunc,-60.45,43.4,OBIS, , ,1401778,2858.40370063,-60.4583333333,43.375,2
Aunc,-52.39,44.84,OBIS, , ,1363201,4066.2076129,-52.375,44.875,2
Aunc,-54.42,49.9,OBIS, , ,1247704,3914.17408879,-54.4583333333,49.875,2
Aunc,-62.84617,43.307,OBIS, , ,1403940,2893.9005675,-62.875,43.2916666667,2
Aunc,-49.93,47.64,OBIS, , ,1298088,2704.72659896,-49.9583333333,47.625,2
Aunc,-49.06,44.17,OBIS, , ,1380126,4504.59068442,-49.0416666667,44.2083333333,2
Aunc,-48.77,46.41,OBIS, , ,1326995,4232.44553777,-48.7916666667,46.375,2
Aunc,-54.2,45.76,OBIS, , ,1340927,3578.83071564,-54.2083333333,45.7916666667,2
Aunc,-55.05,49.69,OBIS, , ,1251497,2125.87004734,-55.0416666667,49.7083333333,2
Aunc,-54.02,45.31,OBIS, , ,1353016,2653.18892564,-54.0416666667,45.2916666667,2
Aunc,-52.92,46.09,OBIS, , ,1332894,4890.63577485,-52.9583333333,46.125,2
Aunc,-57.72,50.69,OBIS, , ,1229059,2199.71371091,-57.7083333333,50.7083333333,2
Aunc,-67.61667,42.71667,OBIS, , ,1419389,1150.35509449,-67.625,42.7083333333,2
Aunc,-58.665,50.3595,OBIS, , ,1236286,3327.46388751,-58.625,50.375,2
Aunc,-58.47,44.05,OBIS, , ,1384325,1315.9138472,-58.4583333333,44.0416666667,2
Aunc,-53.65,54.65,OBIS, , ,1145465,3217.20904917,-53.625,54.625,2
Aunc,-57.43,44.38,OBIS, , ,1375727,2325.39921298,-57.4583333333,44.375,2
Aunc,-52.09,44.56,OBIS, , ,1371543,3447.46403862,-52.125,44.5416666667,2
Aunc,-63.83,48.77,OBIS, , ,1272067,3707.03433803,-63.7916666667,48.7916666667,2
Aunc,-49.6,51.14,OBIS, , ,1220290,2418.06803893,-49.625,51.125,2
Aunc,-52.93,45.8,OBIS, , ,1340942,2389.65570595,-52.9583333333,45.7916666667,2
Aunc,-63.58333,48.63333,OBIS, , ,1275785,3207.80590302,-63.5416666667,48.625,2
Aunc,-54.66,50.34,OBIS, , ,1236324,4621.79799409,-54.625,50.375,2
Aunc,-67.21667,42.7,OBIS, , ,1419394,1150.43431058,-67.2083333333,42.7083333333,2
Aunc,-60.67784,44.27792,OBIS, , ,1377832,2873.6269032,-60.7083333333,44.2916666667,2
Aunc,-51.68,46.52,OBIS, , ,1323039,3244.36497856,-51.7083333333,46.5416666667,2
Aunc,-57.4,50.86,OBIS, , ,1225505,2425.26005643,-57.375,50.875,2
Aunc,-68.6787,48.5433,OBIS, , ,1277614,2195.63980657,-68.7083333333,48.5416666667,2
Aunc,-63.8025,48.65833,OBIS, , ,1275782,3791.39900734,-63.7916666667,48.625,2
Aunc,-52.29,46.27,OBIS, , ,1328922,2411.82042033,-52.2916666667,46.2916666667,2
Aunc,-58.93,43.93,OBIS, , ,1386485,3883.91880851,-58.9583333333,43.9583333333,2
Aunc,-67.16667,43.96667,OBIS, , ,1386400,3469.69308743,-67.2083333333,43.9583333333,2
Aunc,-58.27,56.42,OBIS, , ,1101128,4472.7477485,-58.2916666667,56.4583333333,2
Aunc,-69.74,47.8,OBIS, , ,1294192,2546.95818257,-69.7083333333,47.7916666667,2
Aunc,-64.48,42.98,OBIS, , ,1412695,2986.31130172,-64.4583333333,42.9583333333,2
Aunc,-65.60027778,50.10111111,OBIS, , ,1241850,3191.80396199,-65.625,50.125,2
Aunc,-60.91775,44.51484,OBIS, , ,1371437,4392.47337472,-60.9583333333,44.5416666667,2
Aunc,-64.43333,48.25,OBIS, , ,1283140,4991.10854603,-64.4583333333,48.2916666667,2
Aunc,-52.66,44.59,OBIS, , ,1369431,4779.81007236,-52.625,44.625,2
Aunc,-51.84,45.89,OBIS, , ,1338935,3187.70818189,-51.875,45.875,2
Aunc,-48.84,47.31,OBIS, , ,1305701,3340.79818329,-48.875,47.2916666667,2
Aunc,-59.08333,43.9,OBIS, , ,1388665,4350.26097068,-59.0416666667,43.875,2
Aunc,-53.6,45.91,OBIS, , ,1338914,4347.26464669,-53.625,45.875,2
Aunc,-57.8763,50.8758,OBIS, , ,1225499,127.64357017,-57.875,50.875,2
Aunc,-49.19,45.06,OBIS, , ,1359144,2497.3958218,-49.2083333333,45.0416666667,2
Aunc,-58.08,56.37,OBIS, , ,1103144,2433.21759907,-58.0416666667,56.375,2
Aunc,-63.69075,48.8105,OBIS, , ,1272068,2460.68217929,-63.7083333333,48.7916666667,2
Aunc,-55.29,49.97,OBIS, , ,1245788,1303.16252413,-55.2916666667,49.9583333333,2
Aunc,-49.09,47.11,OBIS, , ,1309525,3136.21505448,-49.125,47.125,2
Aunc,-49.82,47.74,OBIS, , ,1296194,4112.75345601,-49.7916666667,47.7083333333,2
Aunc,-61.82084,44.59575,OBIS, , ,1369321,3990.95600218,-61.7916666667,44.625,2
Aunc,-48.85,46.96,OBIS, , ,1313380,1911.84746169,-48.875,46.9583333333,2
Aunc,-64.41067,43.07817,OBIS, , ,1410488,4988.86311495,-64.375,43.0416666667,2
Aunc,-53.58,45.67,OBIS, , ,1342943,5202.75807806,-53.5416666667,45.7083333333,2
Aunc,-68.83,48.5,OBIS, , ,1277613,5430.15854455,-68.7916666667,48.5416666667,2
Aunc,-63.248,49.2415,OBIS, , ,1262754,4685.54646704,-63.2083333333,49.2083333333,2
Aunc,-47.99,45.72,OBIS, , ,1343010,2785.79221241,-47.9583333333,45.7083333333,2
Aunc,-49.5,47.38,OBIS, , ,1303793,3195.33591525,-49.4583333333,47.375,2
Aunc,-52.06,46.59,OBIS, , ,1321071,4136.46735045,-52.0416666667,46.625,2
Aunc,-64.29,49.01,OBIS, , ,1266462,3523.76631736,-64.2916666667,49.0416666667,2
Aunc,-63.70017,47.14409,OBIS, , ,1309362,2210.81625866,-63.7083333333,47.125,2
Aunc,-52.63,53.56,OBIS, , ,1169899,2067.17479404,-52.625,53.5416666667,2
Aunc,-57.93884,44.46175,OBIS, , ,1373595,1597.13692871,-57.9583333333,44.4583333333,2
Aunc,-58.37,49.93,OBIS, , ,1245764,3171.82954301,-58.375,49.9583333333,2
Aunc,-49.29,47.53,OBIS, , ,1299998,1303.17089474,-49.2916666667,47.5416666667,2
Aunc,-57.3293,50.9548,OBIS, , ,1223739,2673.29445917,-57.2916666667,50.9583333333,2
Aunc,-60.93,43.22,OBIS, , ,1406148,2642.05988017,-60.9583333333,43.2083333333,2
Aunc,-49.06,46.73,OBIS, , ,1319166,2786.73493313,-49.0416666667,46.7083333333,2
Aunc,-48.61,45.98,OBIS, , ,1336956,2674.20441095,-48.625,45.9583333333,2
Aunc,-55.15,45.1167,GBIF, , ,1357044,2172.56183804,-55.125,45.125,2
Aunc,-49.8417,46.6167,GBIF, , ,1321097,2712.28198323,-49.875,46.625,2
Aunc,-45.316667,59.9,GBIF, , ,1018298,3117.20635858,-45.2916666667,59.875,2
Aunc,-44.033333,59.483333,GBIF, , ,1027824,2824.82837956,-44.0416666667,59.4583333333,2
Aunc,-44.116667,59.683333,GBIF, , ,1022094,2824.46630665,-44.125,59.7083333333,2
Aunc,-65.908333,41.575,GBIF, , ,1451634,4630.13409321,-65.875,41.5416666667,2
Aunc,-68.45,42.583333,GBIF, , ,1423925,4678.78535769,-68.4583333333,42.5416666667,2
Aunc,-58.41859,45.23908,OBIS, , ,1354980,4628.13037695,-58.4583333333,45.2083333333,1
