Sps,lon,lat,Lon_dd,Lat_dd,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Mqua,22.6905,65.22467, , ,931445,2003.52568148,22.7083333333,65.2083333333,1
Mqua,17.663969,62.230127, , ,975646,3163.71671817,17.625,62.2083333333,1
Mqua,21.324158,60.186282, , ,1011684,3046.98818888,21.2916666667,60.2083333333,1
Mqua,16.827017,57.354475, , ,1079589,3122.51139044,16.7916666667,57.375,1
Mqua,18.638479,63.186691, , ,959886,2505.93266764,18.625,63.2083333333,1
Mqua,16.757928,57.674141, , ,1071386,4307.01918771,16.7916666667,57.7083333333,1
Mqua,-156.316666,71.360001, , ,810551,1896.35839383,-156.291666667,71.375,1
Mqua,-106.083344,69.43, , ,865472,3557.64113614,-106.125,69.4583333333,1
Mqua,-143.500275,70.120003, , ,848415,1667.28654858,-143.541666667,70.125,1
Mqua,-156.783325,71.279999, , ,813226,1335.7107807,-156.791666667,71.2916666667,1
Mqua,-165.833328,61.700001, , ,982710,2391.72779675,-165.791666667,61.7083333333,1
Mqua,-155.850006,71.25, , ,813237,4734.63937085,-155.875,71.2916666667,1
Mqua,-149.53334,70.529999, , ,836442,1338.1007596,-149.541666667,70.5416666667,1
Mqua,-144.899994,69.989998, , ,852872,3659.53675351,-144.875,69.9583333333,1
Mqua,-168.833328,67.610001, , ,899049,2436.20104736,-168.791666667,67.625,1
Mqua,-158.016663,70.809998, , ,828930,2241.86491617,-158.041666667,70.7916666667,1
Mqua,-149.233307,70.5, , ,836446,4740.76712666,-149.208333333,70.5416666667,1
Mqua,-158.433334,59.049999, , ,1036950,1708.96724162,-158.458333333,59.0416666667,1
Mqua,-179.083328,65.830002, , ,922926,4680.0996469,-179.041666667,65.7916666667,1
Mqua,169.800003,69.25, , ,870517,4659.68750652,169.791666667,69.2916666667,1
Mqua,-160.116669,70.599998, , ,833866,2806.50276017,-160.125,70.625,1
Mqua,-166.0,61.450001, , ,986958,2408.40546496,-166.041666667,61.4583333333,1
Mqua,-162.566666,66.900002, , ,909022,2995.72173115,-162.541666667,66.875,1
Mqua,-150.566666,70.559998, , ,836430,2246.47529863,-150.541666667,70.5416666667,1
Mqua,-148.366669,70.360001, , ,841359,1702.32143423,-148.375,70.375,1
Mqua,-169.339005,63.009998, , ,961357,3972.51289741,-169.375,63.0416666667,1
Mqua,-152.083328,70.830002, , ,828973,4542.21111632,-152.041666667,70.7916666667,1
Mqua,-149.96666,70.510002, , ,836437,3546.35254176,-149.958333333,70.5416666667,1
Mqua,-158.666672,70.779999, , ,828922,2009.51196978,-158.708333333,70.7916666667,1
Mqua,-163.263336,63.02, , ,961419,2808.71420796,-163.291666667,63.0416666667,1
Mqua,-156.5,71.5, , ,805069,4877.4435404,-156.541666667,71.5416666667,1
Mqua,169.75,69.550003, , ,865059,1872.87914358,169.791666667,69.5416666667,1
Mqua,-169.117996,63.060001, , ,961360,2074.07452802,-169.125,63.0416666667,1
Mqua,-164.283325,63.299999, , ,957556,1018.671502,-164.291666667,63.2916666667,1
Mqua,-146.095001,70.18, , ,846116,3358.55056406,-146.125,70.2083333333,1
Mqua,-166.866669,60.25, , ,1008734,4665.2094456,-166.875,60.2916666667,1
Mqua,-142.291672,69.900002, , ,855059,2789.2381161,-142.291666667,69.875,1
Mqua,-166.5,65.25, , ,929485,5036.69680809,-166.458333333,65.2916666667,1
Mqua,19.109825,57.984447, , ,1065106,3043.95763963,19.125,57.9583333333,1
Mqua,18.421716,60.500572, , ,1004944,5000.97581696,18.4583333333,60.5416666667,1
Mqua,11.09379,58.549181, , ,1050499,2000.8689665,11.125,58.5416666667,1
Mqua,19.1217,57.6269, , ,1073471,289.227101244,19.125,57.625,1
Mqua,18.0167,60.5833, , ,1004939,4836.77039081,18.0416666667,60.5416666667,1
Mqua,21.21,57.345, , ,1079638,3342.49461716,21.2083333333,57.375,1
Mqua,19.4332,57.8994, , ,1067232,3099.65775049,19.4583333333,57.875,1
Mqua,22.66475,65.01538, , ,933559,3478.28320591,22.625,65.0416666667,1
Mqua,21.1,63.083333, , ,961213,4812.82896498,21.125,63.125,1
Mqua,16.5333004,56.36669922, , ,1103943,1059.04047721,16.5416666667,56.375,1
Mqua,17.39780045,61.7242012, , ,983756,2140.3135489,17.375,61.7083333333,1
Mqua,18.837,57.1698, , ,1083694,4867.58961909,18.875,57.2083333333,1
Mqua,16.7166996,56.65000153, , ,1097891,2830.94137584,16.7083333333,56.625,1
Mqua,19.1852,58.2778, , ,1056714,2055.99695687,19.2083333333,58.2916666667,1
Mqua,-167.4166667,54.9, , ,1139081,3859.39108719,-167.458333333,54.875,1
Mqua,15.75,55.3333, , ,1130377,5336.92960972,15.7916666667,55.2916666667,1
Mqua,-93.029088,62.319857, , ,973270,3208.86554635,-93.0416666667,62.2916666667,1
Mqua,22.7,63.8, , ,950950,1015.70459347,22.7083333333,63.7916666667,1
Mqua,-85.30399,55.3813, , ,1127401,1049.85214292,-85.2916666667,55.375,1
Mqua,32.0,71.25, , ,814782,4883.17245644,32.0416666667,71.2916666667,1
Mqua,-69.84911,62.83357, , ,964258,4802.29444075,-69.875,62.875,1
Mqua,-86.97200012,55.91680145, , ,1113147,4702.40131803,-86.9583333333,55.9583333333,1
Mqua,-64.733333,62.6, , ,968222,3067.81550193,-64.7083333333,62.625,1
Mqua,-87.6333313,56.13333511, , ,1109020,1062.87866008,-87.625,56.125,1
Mqua,-72.169377,66.68458, , ,911356,3158.57960754,-72.2083333333,66.7083333333,1
Mqua,20.0,57.0, , ,1087805,5285.30377476,20.0416666667,57.0416666667,1
Mqua,18.20000076,57.59999847, , ,1073464,2828.63073585,18.2083333333,57.625,1
Mqua,-149.05,70.75, , ,829009,4658.90614268,-149.041666667,70.7916666667,1
Mqua,21.83329964,60.33330154, , ,1009978,5178.26281598,21.7916666667,60.2916666667,1
Mqua,40.0,71.0, , ,822857,4888.95996713,40.0416666667,71.0416666667,1
Mqua,-22.93330002,72.75, , ,763210,4722.92657264,-22.9583333333,72.7916666667,1
Mqua,-86.0,60.0, , ,1014182,5191.22204008,-85.9583333333,60.0416666667,1
Mqua,21.2,60.583333, , ,1004977,4664.98451687,21.2083333333,60.5416666667,1
Mqua,71.916667,71.516667, , ,807033,3154.95467105,71.9583333333,71.5416666667,1
Mqua,20.6333,57.4833, , ,1077582,2824.74366382,20.625,57.4583333333,1
Mqua,-167.1333333,57.6666667, , ,1069953,4667.04620139,-167.125,57.7083333333,1
Mqua,15.61670017,56.09999847, , ,1110027,2831.24897168,15.625,56.125,1
Mqua,19.0333004,63.25, , ,958599,4663.36723388,19.0416666667,63.2916666667,1
Mqua,-153.48,71.58, , ,805106,4345.18239109,-153.458333333,71.5416666667,1
Mqua,-148.43,70.6, , ,833951,2980.37857571,-148.458333333,70.625,1
Mqua,20.7333,55.6167, , ,1122311,1824.3113534,20.7083333333,55.625,1
Mqua,-162.758606,66.09610748, , ,918887,3551.57813256,-162.791666667,66.125,1
Mqua,16.35000038,56.6330986, , ,1097889,1779.75562597,16.375,56.625,1
Mqua,-117.772,70.7365999, , ,831850,3235.97830507,-117.791666667,70.7083333333,1
Mqua,-171.79567,63.0005, , ,961329,4592.99434118,-171.791666667,63.0416666667,1
Mqua,-127.7166667,70.68333333, , ,831731,2806.17631755,-127.708333333,70.7083333333,1
Mqua,-65.286,61.385, , ,988687,1154.79755269,-65.2916666667,61.375,1
Mqua,18.26670074,57.04999924, , ,1087784,1776.90138606,18.2916666667,57.0416666667,1
Mqua,-160.3833333,56.6833333, , ,1094550,2830.29465358,-160.375,56.7083333333,1
Mqua,20.6167,56.6667, , ,1095910,4663.86704516,20.625,56.7083333333,1
Mqua,-81.33333333,67.31666667,DFO Arctic database, ,903584,3315.8655037,-81.2916666667,67.2916666667,1
Mqua,-79.3956,54.1766,DFO Arctic database, ,1155079,3779.46975018,-79.375,54.2083333333,1
Mqua,-78.93555556,53.55861111,DFO Arctic database, ,1169840,2415.72789151,-78.9583333333,53.5416666667,1
Mqua,-76.74663611,57.45615556,DFO Arctic database, ,1076698,2311.87773798,-76.7083333333,57.4583333333,1
Mqua,-114.3333333,69.08333333,DFO Arctic database, ,872544,4935.20667898,-114.291666667,69.125,1
