Sps,longitude,latitude,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Smut,-3.414684,50.61111,800808,0.0420361159021,-3.375007065,50.624994375,1
Smut,-0.726901,50.702682,799028,0.0194001535971,-0.708340505,50.708327705,1
Smut,-124.17393,40.817083,1041555,0.0427784860651,-124.208335565,40.791661435,1
Smut,-124.191,41.74589,1016282,0.0413693216625,-124.208335565,41.708328065,1
Smut,-124.88943,49.5966,822581,0.0318497107013,-124.875002205,49.624994415,1
Smut,-123.98398,49.54473,824481,0.0258274035253,-123.958335575,49.541661085,1
Smut,-123.43288,48.4449,848754,0.028780079836,-123.458335595,48.458327795,1
Smut,-124.78883,49.47387,826361,0.0157993857762,-124.791668875,49.458327755,1
Smut,-125.25145,50.04568,813056,0.0404191555583,-125.291668855,50.041661065,1
Smut,-6.183532908,55.26767321,699505,0.0345081594158,-6.208340285,55.291660855,1
Smut,-4.622894934,53.24285228,746761,0.0345892189852,-4.625007015,53.208327605,1
Smut,-4.271746562,52.90971538,753619,0.0400330496915,-4.291673695,52.874994285,1
Smut,-2.406526028,50.62875568,800820,0.0317425569604,-2.375007105,50.624994375,1
Smut,-4.76431494,50.32227875,808088,0.0410602438852,-4.791673675,50.291661055,1
Smut,-8.426156044,54.58419617,715327,0.0519644113929,-8.458340195,54.624994215,1
Smut,-3.132085,50.6142,800811,0.0129079647484,-3.125007075,50.624994375,1
Smut,-117.28096,32.84365,1277049,0.0331240212359,-117.291669175,32.874995085,1
Smut,-125.1190033,48.7859993,841344,0.00824881144865,-125.125002195,48.791661115,1
Smut,-131.8052063,52.57020187,759852,0.0315888067974,-131.791668595,52.541660965,1
Smut,-131.6323242,52.90531158,752964,0.0311890035244,-131.625001935,52.874994285,1
Smut,-132.4392395,53.7121315,735454,0.0194709235661,-132.458335235,53.708327585,1
Smut,-124.09718,49.82027,818795,0.0399067331418,-124.125002235,49.791661075,1
Smut,-5.670819609,54.2345053,724995,0.0457501523282,-5.708340305,54.208327565,1
Smut,-4.918512003,52.0150607,770835,0.047894375369,-4.958340335,52.041660985,1
Smut,-1.83,43.39,971748,0.0411589366744,-1.791673795,43.374994665,1
Smut,-4.766769154,54.08532693,726894,0.0468372741756,-4.791673675,54.124994235,1
Smut,-5.498865084,50.12522353,811883,0.0405254167819,-5.458340315,50.124994395,1
Smut,-0.440806,50.789139,797232,0.0177149619482,-0.458340515,50.791661035,1
Smut,-131.6933441,52.76789093,754684,0.0281024752746,-131.708335265,52.791660955,1
Smut,-125.20413,49.03832,835740,0.00537116590198,-125.208335525,49.041661105,1
Smut,-9.20549791,53.13866838,748443,0.0139663725081,-9.208340165,53.124994275,1
Smut,-5.596906648,55.74151334,689367,0.0434848021975,-5.625006975,55.708327505,1
Smut,-5.095461283,50.42278733,804431,0.0462176163766,-5.125006995,50.458327715,1
Smut,-123.0113056,48.52175,846919,0.0363095802558,-123.041668945,48.541661125,1
Smut,-122.31502,37.86644,1125549,0.0248687841664,-122.291668975,37.874994885,1
Smut,-118.32678,33.34612,1261617,0.045459236903,-118.291669135,33.374995065,1
Smut,-6.655925713,55.21089942,701521,0.0310255616694,-6.625006935,55.208327525,1
Smut,-7.92866263,55.18100453,701509,0.0403398699453,-7.958340215,55.208327525,1
Smut,-8.82,42.23,1003169,0.0356659976164,-8.791673515,42.208328045,1
Smut,-4.557793106,52.94256701,751889,0.0225440103651,-4.541673685,52.958327615,1
Smut,0.183838216,50.74661872,799039,0.0454517273261,0.208326125,50.708327705,1
Smut,1.303934,51.382416,784832,0.0143438627943,1.291659415,51.374994345,1
Smut,-3.821176,50.15576,811901,0.0426251952633,-3.791673715,50.124994395,1
Smut,-132.1083984,52.73609924,756397,0.0323564415544,-132.125001915,52.708327625,1
Smut,-123.11933,49.01808,835751,0.0242537258312,-123.125002275,49.041661105,1
Smut,-123.13224,49.31563,830143,0.0250378327751,-123.125002275,49.291661095,1
Smut,-125.31827,48.91338,839476,0.0467019458692,-125.291668855,48.874994445,1
Smut,-1.577301,50.618937,800830,0.0361384672538,-1.541673805,50.624994375,1
Smut,-8.29059,51.792504,775923,0.00137284577657,-8.291673535,51.791660995,1
Smut,1.615055,50.77295,797256,0.0211863495605,1.624992735,50.791661035,1
Smut,3.95285,51.56081,781280,0.0199165838363,3.958325975,51.541661005,1
Smut,-124.04092,46.606364,890245,0.0186455810605,-124.041668905,46.624994535,1
Smut,-118.7938,34.0087,1240963,0.0330305111585,-118.791669115,34.041661705,1
Smut,-117.71501,33.46017,1259057,0.006923591619,-117.708335825,33.458328395,1
Smut,-124.70048,50.05935,813063,0.0193547929124,-124.708335545,50.041661065,1
Smut,-10.26564997,52.12235308,769084,0.0261571767183,-10.291673455,52.124994315,1
Smut,-5.724342109,54.84841644,709491,0.0310231417437,-5.708340305,54.874994205,1
Smut,-126.743774,49.493107,826352,0.0496536569219,-126.708335465,49.458327755,1
Smut,-1.254872959,50.75929268,797223,0.0490103398044,-1.291673815,50.791661035,1
Smut,6.908349,58.07121,632219,0.0445624606085,6.874992525,58.041660745,1
Smut,-2.851067,50.706522,799010,0.0240080869782,-2.875007085,50.708327705,1
Smut,-126.784973,50.623331,800144,0.006899310623,-126.791668795,50.624994375,1
Smut,-132.758789,53.199452,746093,0.0340564458086,-132.791668555,53.208327605,1
Smut,-120.07526,34.46027,1228100,0.0336470043166,-120.041669065,34.458328355,1
Smut,-131.9315033,53.38710022,742630,0.0294365071906,-131.958335255,53.374994265,1
Smut,-123.4466,48.6539,845070,0.031197030656,-123.458335595,48.624994455,1
Smut,-6.22375493,53.79756716,734283,0.0165074228902,-6.208340285,53.791660915,1
Smut,1.63,41.23,1030881,0.0222428550898,1.624992735,41.208328085,1
Smut,-4.738308009,50.675538,799004,0.0444210044867,-4.708340345,50.708327705,1
Smut,-118.50713,33.42747,1259047,0.0463162141991,-118.541669125,33.458328395,1
Smut,-131.3510132,52.35889053,763302,0.0288927578456,-131.375001945,52.374994305,1
Smut,-125.85327,49.2008,832002,0.0229990052281,-125.875002165,49.208327765,1
Smut,-124.7284,50.2734,807397,0.0271302134927,-124.708335545,50.291661055,1
Smut,-3.420000076,43.41999817,969557,0.0542139792448,-3.458340395,43.458327995,1
Smut,8.851667,41.691667,1017101,0.0286647426533,8.874992445,41.708328065,1
Smut,-126.26472,50.56312,801959,0.0344488806726,-126.291668815,50.541661045,1
Smut,-125.1166,48.89937,839478,0.0257830285726,-125.125002195,48.874994445,1
Smut,-2.589999914,43.38000107,971738,0.0353633540914,-2.625007095,43.374994665,1
Smut,-6.106750265,53.28503298,745014,0.0194225775127,-6.125006955,53.291660935,1
Smut,7.557706,53.911656,732570,0.0400198100095,7.541659165,53.874994245,1
Smut,-132.0343018,53.21289825,746100,0.00866950500041,-132.041668585,53.208327605,1
Smut,-131.2671814,52.2010498,766742,0.0255458553644,-131.291668615,52.208327645,1
Smut,-129.023438,52.214339,766768,0.0191962234237,-129.041668705,52.208327645,1
Smut,-124.13318,49.66628,822590,0.0420877104294,-124.125002235,49.624994415,1
Smut,-5.292271122,56.04138415,681206,0.00065841922185,-5.291673655,56.041660825,1
Smut,-9.854497788,51.6452126,779406,0.0287992711352,-9.875006805,51.624994335,1
Smut,-117.12693,32.64773,1284697,0.0228164656287,-117.125002515,32.624995095,1
Smut,-3.8,43.49,969554,0.0327481743403,-3.791673715,43.458327995,1
Smut,-5.071535404,55.50583386,693425,0.046640071937,-5.041673665,55.541660845,1
Smut,-0.157212,50.785004,797236,0.0328856439815,-0.125007195,50.791661035,1
Smut,-122.46168,38.0025,1120620,0.0393040886428,-122.458335635,38.041661545,1
Smut,-126.1789,49.3978,828245,0.0372362998734,-126.208335485,49.374994425,1
Smut,-125.14338,40.00867,1062311,0.037764804772,-125.125002195,40.041661465,1
Smut,7.95167,58.08541,630129,0.0401397417396,7.958325815,58.124994075,1
Smut,-114.925,27.688889,1431490,0.0385899414675,-114.958335935,27.708328625,1
Smut,-114.293056,27.141667,1449511,0.0167292567527,-114.291669295,27.124995315,1
Smut,-114.1725,27.709722,1431493,0.0358630433925,-114.208335965,27.708328625,1
Smut,-113.247222,26.79,1459946,0.0389214957898,-113.208336005,26.791661995,1
Smut,-116.435833,31.319167,1324647,0.0355375095519,-116.458335875,31.291661815,1
Smut,-117.121944,32.495278,1289749,0.0370759338074,-117.125002515,32.458328435,1
Smut,-116.881944,32.027222,1302289,0.0160215937416,-116.875002525,32.041661785,1
Smut,-117.0875,32.395,1292269,0.0425045227627,-117.125002515,32.374995105,1
Smut,-116.948056,32.246389,1297286,0.0394243740055,-116.958335855,32.208328445,1
Smut,-116.545556,31.445556,1319709,0.0133507787412,-116.541669205,31.458328475,1
Smut,-116.611389,31.774722,1309754,0.0217321188529,-116.625002535,31.791661795,1
Smut,-114.423317,28.881522,1395744,0.0356219839442,-114.458335955,28.874995245,1
Smut,-114.349339,28.772769,1398286,0.0318679130998,-114.375002625,28.791661915,1
Smut,-116.992342,31.261189,1324641,0.04566191358,-116.958335855,31.291661815,1
Smut,9.09727,58.61826,617742,0.0285285979163,9.124992435,58.624994055,1
Smut,-118.327,33.7197,1251307,0.0371158140064,-118.291669135,33.708328385,1
Smut,-119.686,34.0206,1240952,0.0306998521529,-119.708335745,34.041661705,1
Smut,-117.865,33.5872,1253900,0.0390962388041,-117.875002485,33.624995055,1
Smut,-122.473397,48.658328,845082,0.0365782713907,-122.458335635,48.624994455,1
Smut,-124.733269,48.165908,856112,0.047912354421,-124.708335545,48.124994475,1
Smut,-1.873813,49.657378,823355,0.0324055938376,-1.875007125,49.624994415,1
Smut,10.735667,59.253951,601620,0.0465786164379,10.708325705,59.291660695,1
Smut,5.664668,59.782643,590117,0.0406873175736,5.624992575,59.791660675,1
Smut,5.744574,58.923261,609583,0.0504338680528,5.708325905,58.958327375,1
Smut,9.865299,58.971586,609597,0.0164241662615,9.874992405,58.958327375,1
Smut,10.685631,59.475166,597752,0.028259327672,10.708325705,59.458327355,1
Smut,10.592098,59.668074,592019,0.0519843408185,10.624992375,59.708327345,1
Smut,10.672282,59.863571,588235,0.0378104973963,10.708325705,59.874994005,1
Smut,10.228065,59.040589,607582,0.0197683466464,10.208325725,59.041660705,1
Smut,-8.258333,43.463889,969535,0.0338011249916,-8.291673535,43.458327995,1
Smut,0.436838,51.447561,783029,0.0240345662913,0.458326115,51.458327675,1
Smut,-131.633333,55.333333,698750,0.042496756499,-131.625001935,55.291660855,1
Smut,-128.675,52.276389,765054,0.0366671666958,-128.708335385,52.291660975,1
Smut,-129.15,49.033333,835695,0.0263487302736,-129.125002035,49.041661105,1
Smut,-126.0,50.616667,800154,0.0424885414116,-125.958335495,50.624994375,1
Smut,-125.083333,49.85,816885,0.0485862164261,-125.041668865,49.874994405,1
Smut,-125.55,48.9,839473,0.0263568951983,-125.541668845,48.874994445,1
Smut,-123.116667,48.3,852438,0.0117903977377,-123.125002275,48.291661135,1
Smut,-127.35,50.016667,813049,0.0353526312975,-127.375002105,50.041661065,1
Smut,-126.683333,49.866667,816880,0.0263527784135,-126.708335465,49.874994405,1
Smut,-122.8,49.016667,835755,0.0263459977139,-122.791668955,49.041661105,1
Smut,-127.7,50.116667,811138,0.0117823943839,-127.708335425,50.124994395,1
Smut,-128.033333,50.45,803757,0.0117828469321,-128.041668745,50.458327715,1
Smut,-124.183333,48.3,852425,0.0263564968474,-124.208335565,48.291661135,1
Smut,-133.141667,55.458333,694662,0.0166651259026,-133.125001875,55.458327515,1
Smut,-133.481111,55.798333,686556,0.0237329955797,-133.458335195,55.791660835,1
Smut,-6.218,36.388,1170997,0.016200047822,-6.208340285,36.374994945,1
Smut,-124.446667,48.525,846913,0.0203408028862,-124.458335555,48.541661125,1
Smut,-127.261667,49.923333,814964,0.0460948802024,-127.291668775,49.958327735,1
Smut,-124.383333,49.518333,824476,0.0247709782178,-124.375002225,49.541661085,1
Smut,-127.941667,50.116667,811135,0.0186328088623,-127.958335415,50.124994395,1
Smut,-126.993333,49.815,818780,0.0420658243255,-126.958335455,49.791661075,1
Smut,8.0,56.0,681354,0.0589161158072,8.041659145,56.041660825,1
Smut,11.0,57.0,657066,0.0589160026713,11.041659025,57.041660785,1
Smut,12.0,56.0,681378,0.0589160026725,12.041658985,56.041660825,1
Smut,9.0,57.0,657046,0.0589160592387,9.041659105,57.041660785,1
Smut,10.62,57.5,644798,0.041958826825,10.624992375,57.541660765,1
Smut,8.33,56.68,665136,0.0476704017423,8.291659135,56.708327465,1
Smut,10.92,57.349998,648890,0.0457565750729,10.958325695,57.374994105,1
Smut,8.87,56.77,663123,0.0222286874806,8.874992445,56.791660795,1
Smut,9.2,56.68,665146,0.0295256437044,9.208325765,56.708327465,1
Smut,8.62,56.52,669189,0.0222286994711,8.624992455,56.541660805,1
Smut,12.55,56.080002,681380,0.039237973511,12.541658965,56.041660825,1
Smut,10.62,57.75,638594,0.041958816896,10.624992375,57.791660755,1
Smut,8.48,55.150002,703670,0.0330932239786,8.458325795,55.124994195,1
Smut,8.37,56.970001,659075,0.0126963128365,8.374992465,56.958327455,1
Smut,10.7,56.529999,669201,0.0143288191979,10.708325705,56.541660805,1
Smut,-5.79,43.610001,965174,0.0150867738225,-5.791673635,43.624994655,1
Smut,-6.2,43.57,967353,0.0295404951657,-6.208340285,43.541661325,1
Smut,12.44,45.4697,918927,0.0215674109573,12.458325635,45.458327915,1
Smut,133.506,34.3257,1234549,0.0492932331744,133.541654125,34.291661695,1
Smut,135.0217,34.5747,1226855,0.0385965667911,135.041654065,34.541661685,1
Smut,134.054,34.403,1231981,0.0306055509361,134.041654105,34.374995025,1
Smut,140.752,36.8042,1158969,0.0415889195598,140.791653835,36.791661595,1
Smut,140.692,36.6575,1163975,0.0363722165135,140.708320505,36.624994935,1
Smut,140.581,36.3228,1174007,0.050176876484,140.541653845,36.291661615,1
Smut,140.654,36.5759,1166484,0.0448777417731,140.624987175,36.541661605,1
Smut,140.615,36.4888,1168990,0.0320666444917,140.624987175,36.458328275,1
Smut,133.57,33.3483,1262891,0.0389373230316,133.541654125,33.374995065,1
Smut,134.588,34.64,1224296,0.0399151405262,134.624987415,34.624995015,1
Smut,126.9333,34.45,1229346,0.0263707165303,126.958321055,34.458328355,1
Smut,119.5166,39.8166,1070410,0.035350633228,119.541654685,39.791661475,1
Smut,122.1166,37.5,1136548,0.0424975660044,122.124987915,37.541661565,1
Smut,120.35,36.0333,1181493,0.0263498798289,120.374987985,36.041661625,1
