Sps,lon,Lat,Source,Lon_dd,Lat_dd,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Gtri,-161.1545,70.7134,OBIS, , ,831376,1226.13194209,-161.125,70.7083333333,2
Gtri,-68.2977,48.8617,OBIS, , ,1270182,1543.8680807,-68.2916666667,48.875,2
Gtri,-63.9893,49.6262,OBIS, , ,1253318,2241.34953371,-63.9583333333,49.625,2
Gtri,-53.41,46.14,OBIS, , ,1332889,3177.34444831,-53.375,46.125,2
Gtri,-64.43434,47.626,OBIS, , ,1297929,1806.85500515,-64.4583333333,47.625,2
Gtri,-69.5628,47.998889,OBIS, , ,1290508,4777.42189095,-69.5416666667,47.9583333333,2
Gtri,-59.3995,49.8642,OBIS, , ,1247664,2131.93451529,-59.375,49.875,2
Gtri,-62.86533,46.86175,OBIS, , ,1315153,1647.18842769,-62.875,46.875,2
Gtri,-64.58875,48.09942,OBIS, , ,1286840,3921.25921331,-64.625,48.125,2
Gtri,-56.817,51.3105,OBIS, , ,1216664,2740.77058851,-56.7916666667,51.2916666667,2
Gtri,-134.3666667,70.05,OBIS, , ,850766,982.415398475,-134.375,70.0416666667,2
Gtri,-56.6143,51.4442,OBIS, , ,1213069,1739.47861205,-56.625,51.4583333333,2
Gtri,-53.94,45.44,OBIS, , ,1348967,2491.70839169,-53.9583333333,45.4583333333,2
Gtri,-161.13705,70.960685,OBIS, , ,823762,511.374180526,-161.125,70.9583333333,2
Gtri,-133.8583333,70.07833333,OBIS, , ,850772,4139.5686615,-133.875,70.0416666667,2
Gtri,-133.5633333,70.21666667,OBIS, , ,846267,1238.96026153,-133.541666667,70.2083333333,2
Gtri,-168.3666687,65.36000061,OBIS, , ,928353,1716.73750578,-168.375,65.375,2
Gtri,-68.8923,48.497,OBIS, , ,1279452,4485.92906635,-68.875,48.4583333333,2
Gtri,-63.6578,49.9282,OBIS, , ,1245701,4095.95231312,-63.625,49.9583333333,2
Gtri,-55.22,45.5,OBIS, , ,1346939,4719.76888608,-55.2083333333,45.5416666667,2
Gtri,-68.659,48.8795,OBIS, , ,1270178,2543.66155345,-68.625,48.875,2
Gtri,-63.89975,47.80283,OBIS, , ,1294216,2231.2937306,-63.875,47.7916666667,2
Gtri,-78.91666667,52.91388889,OBIS, , ,1183716,5156.81344618,-78.9583333333,52.875,2
Gtri,-52.63,46.32,OBIS, , ,1328918,3172.92267348,-52.625,46.2916666667,2
Gtri,-63.365,50.0093,OBIS, , ,1243791,3670.75199401,-63.375,50.0416666667,2
Gtri,-64.39508,47.40367,OBIS, , ,1303628,3529.66689863,-64.375,47.375,2
Gtri,-64.51458,48.16642,OBIS, , ,1286841,5027.38487949,-64.5416666667,48.125,2
Gtri,-164.126,70.520215,OBIS, , ,836328,2393.62307192,-164.125,70.5416666667,2
Gtri,-171.0670013,63.65999985,OBIS, , ,952327,4098.52440077,-171.041666667,63.625,2
Gtri,-171.3885956,64.0,OBIS, , ,946230,4692.230668,-171.375,64.0416666667,2
Gtri,-68.28333333,58.7175,OBIS, , ,1045519,1129.5262644,-68.2916666667,58.7083333333,2
Gtri,-132.95,69.97333333,OBIS, , ,852993,1703.50895989,-132.958333333,69.9583333333,2
Gtri,-68.7978,48.754,OBIS, , ,1272044,4212.9250372,-68.7916666667,48.7916666667,2
Gtri,-135.816667,69.883333,OBIS, , ,855137,1336.48991134,-135.791666667,69.875,2
Gtri,-132.36,70.20666667,OBIS, , ,846281,596.804522684,-132.375,70.2083333333,2
Gtri,-133.18,69.86833333,OBIS, , ,855168,1318.40757178,-133.208333333,69.875,2
Gtri,-68.3,58.83333333,OBIS, , ,1041433,4666.21425426,-68.2916666667,58.875,2
Gtri,-64.17942,48.43534,OBIS, , ,1279458,3333.55664103,-64.2083333333,48.4583333333,2
Gtri,-132.1783333,69.75666667,OBIS, , ,857336,4072.6643864,-132.208333333,69.7916666667,2
Gtri,-64.41267,48.28592,OBIS, , ,1283141,2867.51746208,-64.375,48.2916666667,2
Gtri,-63.86275,48.44359,OBIS, , ,1279462,1873.2100414,-63.875,48.4583333333,2
Gtri,-63.7208,49.486,OBIS, , ,1257102,3206.97388665,-63.7083333333,49.4583333333,2
Gtri,-133.4016667,70.01833333,OBIS, , ,850778,2794.67775142,-133.375,70.0416666667,2
Gtri,-57.3733,50.9835,OBIS, , ,1223738,2802.27960245,-57.375,50.9583333333,2
Gtri,-132.5833333,69.725,OBIS, , ,859444,2461.25498515,-132.541666667,69.7083333333,2
Gtri,-133.8833333,70.3,OBIS, , ,843918,981.213460146,-133.875,70.2916666667,2
Gtri,-57.6873,50.8802,OBIS, , ,1225501,1589.38368029,-57.7083333333,50.875,2
Gtri,-52.74,45.87,OBIS, , ,1338925,2520.65980893,-52.7083333333,45.875,2
Gtri,-163.0833282,71.19999695,OBIS, , ,815802,1763.93887081,-163.041666667,71.2083333333,2
Gtri,-64.30675,47.63975,OBIS, , ,1297931,1993.59682743,-64.2916666667,47.625,2
Gtri,-133.5333333,69.77,OBIS, , ,857320,2438.41262021,-133.541666667,69.7916666667,2
Gtri,-53.47,45.86,OBIS, , ,1338916,1897.44606863,-53.4583333333,45.875,2
Gtri,-63.826,49.2813,OBIS, , ,1260877,2751.03875648,-63.7916666667,49.2916666667,2
Gtri,-63.85,48.11667,OBIS, , ,1286849,2079.00178988,-63.875,48.125,2
Gtri,-134.5933333,69.87666667,OBIS, , ,855151,1230.56131756,-134.625,69.875,2
Gtri,-64.27334,47.5285,OBIS, , ,1299827,2011.72141226,-64.2916666667,47.5416666667,2
Gtri,-63.85017,48.601,OBIS, , ,1275781,3236.50080887,-63.875,48.625,2
Gtri,-132.015,69.98666667,OBIS, , ,853004,3321.30475726,-132.041666667,69.9583333333,2
Gtri,-168.9333333,64.25,OBIS, , ,942675,4800.43767965,-168.958333333,64.2916666667,2
Gtri,-53.05,46.15,OBIS, , ,1332893,2852.48127453,-53.0416666667,46.125,2
Gtri,-57.8982,50.6345,OBIS, , ,1230858,1952.27387321,-57.875,50.625,2
Gtri,-68.9453,48.7003,OBIS, , ,1273908,1310.84703228,-68.9583333333,48.7083333333,2
Gtri,-51.73,46.74,OBIS, , ,1319134,3890.44382734,-51.7083333333,46.7083333333,2
Gtri,-49.3,47.52,OBIS, , ,1299998,2489.31191046,-49.2916666667,47.5416666667,2
Gtri,-57.23,51.14,OBIS, , ,1220209,2254.96876709,-57.2083333333,51.125,2
Gtri,-64.37,49.53,OBIS, , ,1255203,1347.09587016,-64.375,49.5416666667,2
Gtri,-65.59,50.12,OBIS, , ,1241850,2564.01384493,-65.625,50.125,2
Gtri,-68.6867,48.66,OBIS, , ,1275768,4205.95462425,-68.7083333333,48.625,2
Gtri,-64.09925,48.2265,OBIS, , ,1284988,2782.45897482,-64.125,48.2083333333,2
Gtri,-64.5157,49.6298,OBIS, , ,1253311,1950.53033694,-64.5416666667,49.625,2
Gtri,-64.7257,49.925,OBIS, , ,1245688,3911.56610045,-64.7083333333,49.9583333333,2
Gtri,-132.6,70.216667,OBIS, , ,846278,1325.64218436,-132.625,70.2083333333,2
Gtri,-64.12383,47.47383,OBIS, , ,1301733,1725.17482929,-64.125,47.4583333333,2
Gtri,-63.95742,48.24933,OBIS, , ,1284990,4559.1200028,-63.9583333333,48.2083333333,2
Gtri,-64.38442,47.77375,OBIS, , ,1294210,2113.46142419,-64.375,47.7916666667,2
Gtri,-63.7128,50.0578,OBIS, , ,1243787,1822.80349705,-63.7083333333,50.0416666667,2
Gtri,-68.9957,48.4153,OBIS, , ,1281288,5266.77574905,-68.9583333333,48.375,2
Gtri,-54.7,55.17,OBIS, , ,1131628,4300.41597855,-54.7083333333,55.2083333333,2
Gtri,-169.0833333,63.9666667,OBIS, , ,947452,2242.97475984,-169.041666667,63.9583333333,2
Gtri,-57.88033,44.38742,OBIS, , ,1375722,1443.99048758,-57.875,44.375,2
Gtri,-63.39442,47.10134,OBIS, , ,1309366,3015.14565395,-63.375,47.125,2
Gtri,-63.61384,47.35342,OBIS, , ,1303637,2543.01108796,-63.625,47.375,2
Gtri,-134.605,69.96833333,OBIS, , ,852973,1352.75022461,-134.625,69.9583333333,2
Gtri,-48.39,46.61,OBIS, , ,1321115,2024.96708912,-48.375,46.625,2
Gtri,-134.1666667,69.965,OBIS, , ,852978,1758.99842156,-134.208333333,69.9583333333,2
Gtri,-48.75,47.24,OBIS, , ,1307613,4727.87863893,-48.7083333333,47.2083333333,2
Gtri,-51.08,45.21,OBIS, , ,1355069,3017.13587704,-51.0416666667,45.2083333333,2
Gtri,-64.19225,47.80992,OBIS, , ,1294212,2360.21154339,-64.2083333333,47.7916666667,2
Gtri,-63.70008,47.50792,OBIS, , ,1299834,3803.12353023,-63.7083333333,47.5416666667,2
Gtri,-63.21666667,49.23333333,OBIS, , ,1262754,2845.85202708,-63.2083333333,49.2083333333,2
Gtri,-52.29,46.44,OBIS, , ,1324993,2041.95436823,-52.2916666667,46.4583333333,2
Gtri,-64.3758,49.7355,OBIS, , ,1251414,3022.12780191,-64.375,49.7083333333,2
Gtri,-56.04,55.22,OBIS, , ,1131612,1303.14591999,-56.0416666667,55.2083333333,2
Gtri,-52.08,46.53,OBIS, , ,1323035,3213.9128231,-52.0416666667,46.5416666667,2
Gtri,-52.54,46.41,OBIS, , ,1326950,3892.67574193,-52.5416666667,46.375,2
Gtri,-169.5688889,64.0019444,OBIS, , ,946252,4623.85341801,-169.541666667,64.0416666667,2
Gtri,-160.89,71.0,OBIS, , ,821121,4680.74426486,-160.875,71.0416666667,2
Gtri,-52.67,44.81,OBIS, , ,1365257,3653.67544479,-52.7083333333,44.7916666667,2
Gtri,-59.267,49.9115,OBIS, , ,1247665,4429.81824399,-59.2916666667,49.875,2
Gtri,-64.311,47.91592,OBIS, , ,1292365,4773.97784719,-64.2916666667,47.875,2
Gtri,-68.4,48.92,OBIS, , ,1268312,4639.78396097,-68.375,48.9583333333,2
Gtri,-63.93567,47.35309,OBIS, , ,1303633,2977.31225579,-63.9583333333,47.375,2
Gtri,-53.77,45.85,OBIS, , ,1338912,3248.40704375,-53.7916666667,45.875,2
Gtri,-57.0085,51.3773,OBIS, , ,1214858,2323.48097067,-57.0416666667,51.375,2
Gtri,-63.95508,47.51392,OBIS, , ,1299831,3094.61836634,-63.9583333333,47.5416666667,2
Gtri,-161.8899,70.976505,OBIS, , ,823753,2098.81643318,-161.875,70.9583333333,2
Gtri,-135.2166667,70.21666667,OBIS, , ,846247,981.614028741,-135.208333333,70.2083333333,2
Gtri,-52.5,46.33,OBIS, , ,1328920,5334.54749903,-52.4583333333,46.2916666667,2
Gtri,-68.6307,48.7933,OBIS, , ,1272046,456.500563162,-68.625,48.7916666667,2
Gtri,-54.05,45.77,OBIS, , ,1340929,2493.86354109,-54.0416666667,45.7916666667,2
Gtri,-162.6282,71.231295,OBIS, , ,815807,2564.57600777,-162.625,71.2083333333,2
Gtri,-168.4830933,66.0,OBIS, , ,919886,4780.0181096,-168.458333333,66.0416666667,2
Gtri,-63.78509,48.26759,OBIS, , ,1283148,2721.35869819,-63.7916666667,48.2916666667,2
Gtri,-63.65817,47.80458,OBIS, , ,1294219,2869.93610006,-63.625,47.7916666667,2
Gtri,-52.37,46.23,OBIS, , ,1330909,2439.07401658,-52.375,46.2083333333,2
Gtri,-49.31,44.32,OBIS, , ,1377969,3471.61344141,-49.2916666667,44.2916666667,2
Gtri,-49.49,47.45,OBIS, , ,1301894,2561.3918073,-49.4583333333,47.4583333333,2
Gtri,-162.24565,71.10351,OBIS, , ,818460,2751.02075886,-162.208333333,71.125,2
Gtri,-168.5,65.45999908,OBIS, , ,927234,1940.74999478,-168.541666667,65.4583333333,2
Gtri,-66.762728,44.579121,GBIF, , ,1371388,4754.83846135,-66.7916666667,44.5416666667,2
Gtri,-156.3166656,71.36000061,OBIS, , ,810551,1896.39009114,-156.291666667,71.375,1
Gtri,-80.45,59.06666667,OBIS, , ,1037331,2825.661384,-80.4583333333,59.0416666667,1
Gtri,-62.7023,50.0307,OBIS, , ,1243799,1294.13725863,-62.7083333333,50.0416666667,1
Gtri,-62.64317,46.82034,OBIS, , ,1317083,3476.1942963,-62.625,46.7916666667,1
Gtri,-163.05405,70.14116,OBIS, , ,848358,1863.09062415,-163.041666667,70.125,1
Gtri,-167.9166718,67.80000305,OBIS, , ,896531,1988.45849426,-167.958333333,67.7916666667,1
Gtri,-55.53,53.67,OBIS, , ,1166243,4335.52751066,-55.5416666667,53.7083333333,1
Gtri,-62.25009,46.25784,OBIS, , ,1328809,4940.45262967,-62.2916666667,46.2916666667,1
Gtri,-64.83333588,60.41666794,OBIS, , ,1005731,5178.24601676,-64.875,60.4583333333,1
Gtri,-62.47075,48.04892,OBIS, , ,1288717,1227.81695557,-62.4583333333,48.0416666667,1
Gtri,-54.41,46.6,OBIS, , ,1321043,3861.58394156,-54.375,46.625,1
Gtri,-163.7541,70.400415,OBIS, , ,841303,3165.7493162,-163.791666667,70.375,1
Gtri,-77.83333333,55.33333333,OBIS, , ,1127491,5338.80614016,-77.7916666667,55.375,1
Gtri,-166.64,63.051667,OBIS, , ,961390,1348.46818031,-166.625,63.0416666667,1
Gtri,-128.6999969,70.02999878,OBIS, , ,850831,1339.92944761,-128.708333333,70.0416666667,1
Gtri,-118.0166667,72.88333333,OBIS, , ,759582,1241.04129568,-118.041666667,72.875,1
Gtri,-67.279,60.477,OBIS, , ,1005702,2193.46322514,-67.2916666667,60.4583333333,1
Gtri,-71.0,61.5,OBIS, , ,985739,5145.56524886,-70.9583333333,61.5416666667,1
Gtri,-128.5916667,70.33333333,OBIS, , ,841596,4814.05836191,-128.625,70.375,1
Gtri,-163.95705,70.08649,OBIS, , ,848347,4296.58161656,-163.958333333,70.125,1
Gtri,-62.61859,48.42884,OBIS, , ,1279477,3313.73718236,-62.625,48.4583333333,1
Gtri,-162.65495,70.507905,OBIS, , ,836346,3928.26919613,-162.625,70.5416666667,1
Gtri,-105.8783333,69.15833333,OBIS, , ,872570,3720.72596564,-105.875,69.125,1
Gtri,-66.9342,49.6052,OBIS, , ,1253282,2809.14237018,-66.9583333333,49.625,1
Gtri,-167.4666667,63.7833333,OBIS, , ,949904,1015.75669386,-167.458333333,63.7916666667,1
Gtri,-163.5666656,69.75,OBIS, , ,857204,4747.42785771,-163.541666667,69.7916666667,1
Gtri,-124.65,70.11666667,OBIS, , ,848636,1328.60453711,-124.625,70.125,1
Gtri,-160.83155,70.578245,OBIS, , ,836368,4341.79285226,-160.791666667,70.5416666667,1
Gtri,-163.8166656,69.80000305,OBIS, , ,857201,1339.44530744,-163.791666667,69.7916666667,1
Gtri,-60.96567,47.95284,OBIS, , ,1290574,820.57900148,-60.9583333333,47.9583333333,1
Gtri,-82.15,62.95,OBIS, , ,962817,1572.45513357,-82.125,62.9583333333,1
Gtri,-61.33633,47.96342,OBIS, , ,1290569,2942.80539875,-61.375,47.9583333333,1
Gtri,-160.1166687,70.59999847,OBIS, , ,833866,2806.45186383,-160.125,70.625,1
Gtri,-160.6066,70.495775,OBIS, , ,838856,4233.3335165,-160.625,70.4583333333,1
Gtri,-64.4455,50.0007,OBIS, , ,1243778,4648.58613128,-64.4583333333,50.0416666667,1
Gtri,-62.35784,47.5435,OBIS, , ,1299850,1307.83167799,-62.375,47.5416666667,1
Gtri,-55.4,51.98,OBIS, , ,1202645,2960.37660539,-55.375,51.9583333333,1
Gtri,-62.28425,48.28575,OBIS, , ,1283166,857.763740321,-62.2916666667,48.2916666667,1
Gtri,-156.7333374,71.33000183,OBIS, , ,813227,4369.91644373,-156.708333333,71.2916666667,1
Gtri,-129.445,69.995,OBIS, , ,853034,4122.23231957,-129.458333333,69.9583333333,1
Gtri,-165.6327,70.771325,OBIS, , ,828839,2287.13120569,-165.625,70.7916666667,1
Gtri,-107.8166733,67.88999939,OBIS, , ,895366,1975.74959791,-107.791666667,67.875,1
Gtri,-55.62,54.09,OBIS, , ,1157006,3909.44770648,-55.625,54.125,1
Gtri,-79.13,52.78333333,OBIS, , ,1185436,986.800708826,-79.125,52.7916666667,1
Gtri,-78.9,72.425,OBIS, , ,774651,3813.84597916,-78.875,72.4583333333,1
Gtri,-62.349,59.163,OBIS, , ,1035410,4487.05884363,-62.375,59.125,1
Gtri,-62.04775,47.908,OBIS, , ,1292392,3697.30485953,-62.0416666667,47.875,1
Gtri,-63.2025,46.59333,OBIS, , ,1320944,3548.78866185,-63.2083333333,46.625,1
Gtri,-59.96225,46.659,OBIS, , ,1320976,3791.44822067,-59.9583333333,46.625,1
Gtri,-138.6333333,69.63333333,OBIS, , ,861410,984.442811622,-138.625,69.625,1
Gtri,-55.81,46.72,OBIS, , ,1319087,1909.71353025,-55.7916666667,46.7083333333,1
Gtri,-54.12,45.98,OBIS, , ,1336890,2439.246505,-54.125,45.9583333333,1
Gtri,-130.9333344,71.27999878,OBIS, , ,813536,1580.16723631,-130.958333333,71.2916666667,1
Gtri,-62.7,67.05,OBIS, , ,907000,997.663754587,-62.7083333333,67.0416666667,1
Gtri,-64.14166667,63.21666667,OBIS, , ,959105,1251.29072993,-64.125,63.2083333333,1
Gtri,-138.7233333,69.38,OBIS, , ,867180,811.80479884,-138.708333333,69.375,1
Gtri,-65.57434,47.85775,OBIS, , ,1292350,3107.16874685,-65.5416666667,47.875,1
Gtri,-62.794,59.56,OBIS, , ,1025679,2046.67659468,-62.7916666667,59.5416666667,1
Gtri,-167.49825,68.12776,OBIS, , ,891147,1688.56536611,-167.458333333,68.125,1
Gtri,-107.75,68.055,OBIS, , ,892664,2288.11951368,-107.708333333,68.0416666667,1
Gtri,-48.4,47.51,OBIS, , ,1300009,3992.49284624,-48.375,47.5416666667,1
Gtri,-78.875,56.2,OBIS, , ,1107090,927.879451561,-78.875,56.2083333333,1
Gtri,-166.9406,68.30091,OBIS, , ,888234,1264.51192009,-166.958333333,68.2916666667,1
Gtri,-94.35500336,74.62999725,OBIS, , ,689446,813.329384445,-94.375,74.625,1
Gtri,-72.633333,63.966667,OBIS, , ,947728,1014.77306709,-72.625,63.9583333333,1
Gtri,-56.6667,73.9167,OBIS, , ,718012,4821.35292642,-56.7083333333,73.9583333333,1
Gtri,-138.1333333,70.01666667,OBIS, , ,850721,2807.10415255,-138.125,70.0416666667,1
Gtri,-60.51,49.92,OBIS, , ,1245738,4831.87462713,-60.5416666667,49.9583333333,1
Gtri,-61.46267,48.122,OBIS, , ,1286878,464.228278424,-61.4583333333,48.125,1
Gtri,-60.7132,50.1187,OBIS, , ,1241909,782.426446243,-60.7083333333,50.125,1
Gtri,-65.633333,62.716667,OBIS, , ,966892,1022.0446812,-65.625,62.7083333333,1
Gtri,-130.3266602,69.77999878,OBIS, , ,857356,1875.30845448,-130.291666667,69.7916666667,1
Gtri,-166.8833313,69.27999878,OBIS, , ,868946,1342.52398463,-166.875,69.2916666667,1
Gtri,-61.86008,46.94492,OBIS, , ,1313243,1874.44640855,-61.875,46.9583333333,1
Gtri,-63.05825,47.76234,OBIS, , ,1294226,3489.55018238,-63.0416666667,47.7916666667,1
Gtri,-84.0,76.0,OBIS, , ,636781,4785.06202303,-83.9583333333,76.0416666667,1
Gtri,-58.94,48.31,OBIS, , ,1283206,2450.69514393,-58.9583333333,48.2916666667,1
Gtri,-137.055,69.64833333,OBIS, , ,861429,2654.0477423,-137.041666667,69.625,1
Gtri,-61.03,50.05,OBIS, , ,1243819,1247.99556882,-61.0416666667,50.0416666667,1
Gtri,-131.1866667,69.89666667,OBIS, , ,855190,2556.29617276,-131.208333333,69.875,1
Gtri,-166.42675,71.26343,OBIS, , ,813110,3347.75260127,-166.458333333,71.2916666667,1
Gtri,-52.93,47.71,OBIS, , ,1296156,2134.30117859,-52.9583333333,47.7083333333,1
Gtri,-69.38,48.09,OBIS, , ,1286819,3909.506664,-69.375,48.125,1
Gtri,-59.53,56.33,OBIS, , ,1105137,4328.96359258,-59.5416666667,56.2916666667,1
Gtri,-56.12,47.37,OBIS, , ,1303727,672.025215765,-56.125,47.375,1
Gtri,-64.965,48.0705,OBIS, , ,1288687,3244.30739784,-64.9583333333,48.0416666667,1
Gtri,-73.058,72.291,OBIS, , ,780467,559.714019419,-73.0416666667,72.2916666667,1
Gtri,-78.0,72.68000031,OBIS, , ,765899,3451.43767868,-77.9583333333,72.7083333333,1
Gtri,-60.7678,49.659,OBIS, , ,1253345,4155.91995375,-60.7916666667,49.625,1
Gtri,-57.374,50.7995,OBIS, , ,1227276,874.261788573,-57.375,50.7916666667,1
Gtri,-60.4093,49.7477,OBIS, , ,1251451,5028.63147981,-60.375,49.7083333333,1
Gtri,-64.3048,50.1452,OBIS, , ,1241866,2435.18369403,-64.2916666667,50.125,1
Gtri,-147.558333,70.528333,OBIS, , ,836466,1611.68279243,-147.541666667,70.5416666667,1
Gtri,-113.6666565,72.62999725,OBIS, , ,768664,1496.60070115,-113.625,72.625,1
Gtri,-71.5,61.666667,OBIS, , ,982907,5140.52551271,-71.4583333333,61.7083333333,1
Gtri,-61.3573,49.4647,OBIS, , ,1257117,1465.54519369,-61.375,49.4583333333,1
Gtri,-107.908333,67.696667,OBIS, , ,897919,1920.03609539,-107.875,67.7083333333,1
Gtri,-63.05,50.05,OBIS, , ,1243795,1102.47858153,-63.0416666667,50.0416666667,1
Gtri,-159.3866,70.892985,OBIS, , ,826367,2050.97718762,-159.375,70.875,1
Gtri,-55.07,47.56,OBIS, , ,1299937,2950.09810704,-55.0416666667,47.5416666667,1
Gtri,-128.0333333,70.35,OBIS, , ,841603,2806.63712212,-128.041666667,70.375,1
Gtri,-53.83,46.85,OBIS, , ,1315259,4033.31335015,-53.7916666667,46.875,1
Gtri,-61.4195,49.858,OBIS, , ,1247639,3371.93538691,-61.4583333333,49.875,1
Gtri,-176.0,68.62999725,OBIS, , ,882078,1784.55662753,-175.958333333,68.625,1
Gtri,-61.76317,46.7765,OBIS, , ,1317093,2752.80159337,-61.7916666667,46.7916666667,1
Gtri,-60.08,49.62,OBIS, , ,1253354,2825.07201842,-60.0416666667,49.625,1
Gtri,-63.09959,48.4525,OBIS, , ,1279471,1988.26831748,-63.125,48.4583333333,1
Gtri,-54.5,47.0,OBIS, , ,1311399,5611.722464,-54.4583333333,47.0416666667,1
Gtri,-168.6333313,69.94999695,OBIS, , ,852791,983.155929954,-168.625,69.9583333333,1
Gtri,-137.9383333,69.10833333,OBIS, , ,872464,2022.39957078,-137.958333333,69.125,1
Gtri,-61.9032,49.4875,OBIS, , ,1257111,3834.06553545,-61.875,49.4583333333,1
Gtri,-55.56,46.44,OBIS, , ,1324954,2477.37844111,-55.5416666667,46.4583333333,1
Gtri,-53.0,48.4,OBIS, , ,1281377,4153.51673465,-52.9583333333,48.375,1
Gtri,-64.4812,49.1643,OBIS, , ,1264597,4678.24520264,-64.4583333333,49.125,1
Gtri,-64.526,61.477,OBIS, , ,987251,2241.55976329,-64.5416666667,61.4583333333,1
Gtri,-108.243333,68.656667,OBIS, , ,882259,3808.19733312,-108.208333333,68.625,1
Gtri,-53.23,46.4,OBIS, , ,1326942,3240.41619775,-53.2083333333,46.375,1
Gtri,-166.2166595,69.08000183,OBIS, , ,874131,4289.1693019,-166.208333333,69.0416666667,1
Gtri,-54.6,52.97,OBIS, , ,1182007,2123.07814148,-54.625,52.9583333333,1
Gtri,-74.26666667,78.75666667,OBIS, , ,529937,3945.41071242,-74.2916666667,78.7916666667,1
Gtri,-127.3333333,70.62833333,OBIS, , ,834205,1587.41237227,-127.291666667,70.625,1
Gtri,-66.209,59.843,OBIS, , ,1018055,3565.3121374,-66.2083333333,59.875,1
Gtri,-57.44,56.07,OBIS, , ,1111261,3355.12757631,-57.4583333333,56.0416666667,1
Gtri,-54.68,51.32,OBIS, , ,1216682,3720.25148019,-54.7083333333,51.2916666667,1
Gtri,-171.9966736,62.25,OBIS, , ,973190,5052.61372369,-171.958333333,62.2916666667,1
Gtri,-56.28,54.74,OBIS, , ,1143491,3604.34276084,-56.2916666667,54.7083333333,1
Gtri,-131.0433333,70.19833333,OBIS, , ,846297,1117.42486393,-131.041666667,70.2083333333,1
Gtri,-91.4,63.72166667,OBIS, , ,951218,1932.91314951,-91.375,63.7083333333,1
Gtri,-55.11,52.15,OBIS, , ,1199226,2965.27900661,-55.125,52.125,1
Gtri,-94.316667,72.73,OBIS, , ,765797,2556.12784637,-94.2916666667,72.7083333333,1
Gtri,-168.8500061,63.5,OBIS, , ,953611,4808.26170399,-168.875,63.5416666667,1
Gtri,-93.859,58.757,OBIS, , ,1043276,3970.94736346,-93.875,58.7916666667,1
Gtri,-54.78,46.11,OBIS, , ,1332872,1895.57091601,-54.7916666667,46.125,1
