Sps,lan,lat,Source,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Zmar,21.181199,60.279052,GBIF,1009971,2056.33547994,21.2083333333,60.2916666667,1
Zmar,11.434089,58.271848,GBIF,1056678,2626.01578421,11.4583333333,58.2916666667,1
Zmar,-147.75,60.39,GBIF,1007107,2841.56409324,-147.708333333,60.375,1
Zmar,-123.1,49.0,GBIF,1266431,4981.48786684,-123.125,49.0416666667,1
Zmar,-124.81,49.94,GBIF,1245658,2426.85203287,-124.791666667,49.9583333333,1
Zmar,-124.2,48.3,GBIF,1283105,1113.98518051,-124.208333333,48.2916666667,1
Zmar,-125.11,48.85,GBIF,1270158,2990.09907497,-125.125,48.875,1
Zmar,-124.21,49.77,GBIF,1249474,2412.85908816,-124.208333333,49.7916666667,1
Zmar,-123.8,49.2,GBIF,1262689,1108.01529233,-123.791666667,49.2083333333,1
Zmar,-149.51,60.99,GBIF,995974,3923.1824934,-149.541666667,60.9583333333,1
Zmar,-125.3,50.09,GBIF,1241826,3938.46672824,-125.291666667,50.125,1
Zmar,-125.901066,49.0996806,GBIF,1264551,3398.56666291,-125.875,49.125,1
Zmar,-123.13,49.28,GBIF,1260823,1347.53777625,-123.125,49.2916666667,1
Zmar,-139.6,59.7,GBIF,1021590,1686.0575473,-139.625,59.7083333333,1
Zmar,-130.5,54.3,GBIF,1153118,2867.11081611,-130.458333333,54.2916666667,1
Zmar,-147.96,60.11,GBIF,1012224,1673.78156823,-147.958333333,60.125,1
Zmar,-166.2,60.4,GBIF,1007055,2823.12542591,-166.208333333,60.375,1
Zmar,-123.8,49.01,GBIF,1266423,3574.00344029,-123.791666667,49.0416666667,1
Zmar,-127.38,50.03,GBIF,1243729,1346.21343668,-127.375,50.0416666667,1
Zmar,-163.05,54.69,GBIF,1143035,2110.36521437,-163.041666667,54.7083333333,1
Zmar,-152.8,58.4,GBIF,1053351,2826.95202115,-152.791666667,58.375,1
Zmar,-153.463,59.659,GBIF,1023329,3796.94409698,-153.458333333,59.625,1
Zmar,-127.56,50.09,GBIF,1241820,4108.05922286,-127.541666667,50.125,1
Zmar,-162.5918,54.449,GBIF,1148873,2390.89771862,-162.625,54.4583333333,1
Zmar,-123.82,48.36,GBIF,1281265,2681.27972628,-123.791666667,48.375,1
Zmar,-154.55,58.0791,GBIF,1061659,4198.19904366,-154.541666667,58.0416666667,1
Zmar,-128.11945,51.67435,GBIF,1207741,3800.463058,-128.125,51.7083333333,1
Zmar,-124.89,49.58,GBIF,1255150,4399.39961298,-124.875,49.5416666667,1
Zmar,-130.44,54.6,GBIF,1145375,3024.50617231,-130.458333333,54.625,1
Zmar,-139.8,59.5,GBIF,1025401,4665.74383924,-139.791666667,59.5416666667,1
Zmar,-154.25,58.31,GBIF,1055400,3184.16903668,-154.208333333,58.2916666667,1
Zmar,-126.3,50.51,GBIF,1232639,3571.79479231,-126.291666667,50.5416666667,1
Zmar,-152.49,57.72,GBIF,1070098,2291.44631283,-152.458333333,57.7083333333,1
Zmar,-123.59,48.94,GBIF,1268297,3275.50804863,-123.625,48.9583333333,1
Zmar,-132.82,56.79,GBIF,1092840,1741.44517522,-132.791666667,56.7916666667,1
Zmar,-130.8,54.5,GBIF,1147323,4669.39719793,-130.791666667,54.5416666667,1
Zmar,-148.06,60.57,GBIF,1003800,3313.29653401,-148.041666667,60.5416666667,1
Zmar,-154.0475,56.7662,GBIF,1092596,2858.19693977,-154.041666667,56.7916666667,1
Zmar,-126.84,49.6,GBIF,1253251,3758.93350297,-126.875,49.625,1
Zmar,-131.8,55.3,GBIF,1129428,1068.13823335,-131.791666667,55.2916666667,1
Zmar,-127.72,50.6,GBIF,1230814,2901.03155593,-127.708333333,50.625,1
Zmar,-68.806116,44.390969,GBIF,1375613,2115.31857274,-68.7916666667,44.375,1
Zmar,-79.383333,54.183333,GBIF,1155079,2835.40401894,-79.375,54.2083333333,1
Zmar,-76.183333,56.2,GBIF,1107121,1807.8838882,-76.2083333333,56.2083333333,1
Zmar,-66.736389,50.044722,GBIF,1243751,2038.20149172,-66.7083333333,50.0416666667,1
Zmar,-63.696944,50.279167,GBIF,1238108,1609.99729449,-63.7083333333,50.2916666667,1
Zmar,-130.542778,53.576111,GBIF,1169784,3834.25014032,-130.541666667,53.5416666667,1
Zmar,-130.681944,53.945833,GBIF,1160642,2222.01172491,-130.708333333,53.9583333333,1
Zmar,26.906183,60.455844,GBIF,1006636,1738.22433131,26.875,60.4583333333,1
Zmar,24.92525,60.170379,GBIF,1011707,4609.87374137,24.9583333333,60.2083333333,1
Zmar,11.203694,42.393759,GBIF,1429320,2118.4981188,11.2083333333,42.375,1
Zmar,-3.0877,43.3869,GBIF,1402415,3299.1155093,-3.125,43.375,1
Zmar,-3.8663,43.4377,GBIF,1400233,2398.12619637,-3.875,43.4583333333,1
Zmar,-9.0014,42.1802,GBIF,1433846,4563.70655437,-9.04166666667,42.2083333333,1
Zmar,-5.3892,43.5151,GBIF,1398041,3166.99574622,-5.375,43.5416666667,1
Zmar,-3.3967,43.4313,GBIF,1400238,3479.42221684,-3.375,43.4583333333,1
Zmar,-1.6153,37.3845,GBIF,1571842,1360.04362696,-1.625,37.375,1
Zmar,145.7541,43.38203,GBIF,1402770,3142.94336226,145.791666667,43.375,1
Zmar,-80.45,51.35,GBIF,1214833,2841.29414044,-80.4583333333,51.375,1
Zmar,-3.114167,59.010361,GBIF,1038139,3542.37686349,-3.125,59.0416666667,1
Zmar,140.786278,42.517361,GBIF,1425067,2736.01900591,140.791666667,42.5416666667,1
Zmar,8.500056,53.921556,GBIF,1161420,4921.72664401,8.54166666667,53.9583333333,1
Zmar,-116.939039,32.228858,GBIF,1727966,2913.47514622,-116.958333333,32.2083333333,1
Zmar,-112.2885145,28.76128453,GBIF,1828979,3381.35421748,-112.291666667,28.7916666667,1
Zmar,-112.025,24.625,GBIF,1960504,1687.57218777,-112.041666667,24.625,1
Zmar,-0.66,38.06,GBIF,1552113,3684.87407586,-0.625,38.0416666667,1
Zmar,-7.08,43.56,GBIF,1398023,3707.35908389,-7.04166666667,43.5416666667,1
Zmar,0.18,38.77,GBIF,1529852,3441.87336608,0.208333333333,38.7916666667,1
Zmar,13.0817,54.3484,GBIF,1152005,3942.00477948,13.0416666667,54.375,1
Zmar,8.9024,63.3876,GBIF,957313,1962.22031666,8.875,63.375,1
Zmar,11.4153,53.9484,GBIF,1161433,2867.3847637,11.375,53.9583333333,1
Zmar,13.7483,54.2484,GBIF,1155838,5165.60432541,13.7083333333,54.2083333333,1
Zmar,145.083333,42.033333,GBIF,1438972,3572.07893737,145.041666667,42.0416666667,1
Zmar,-60.3,45.716667,GBIF,1342862,1130.91293479,-60.2916666667,45.7083333333,1
Zmar,-59.89536,46.17859,GBIF,1330819,3660.67266141,-59.875,46.2083333333,1
Zmar,-65.62145,43.390497,GBIF,1401716,1745.58624126,-65.625,43.375,1
Zmar,-62.040437,46.421688,GBIF,1324883,4074.58795093,-62.0416666667,46.4583333333,1
Zmar,-56.1772,46.7749,GBIF,1317155,3020.97531069,-56.2083333333,46.7916666667,1
Zmar,-62.55,46.55,GBIF,1322915,1125.44987336,-62.5416666667,46.5416666667,1
Zmar,-64.30388434,48.57043967,GBIF,1277620,3324.27673329,-64.2916666667,48.5416666667,1
Zmar,-94.066667,61.116667,GBIF,992885,1636.50321638,-94.0416666667,61.125,1
Zmar,-123.166667,48.116667,GBIF,1286802,3237.51983606,-123.208333333,48.125,1
Zmar,-64.45,46.233333,GBIF,1330777,2852.26554787,-64.4583333333,46.2083333333,1
Zmar,-68.133333,48.616667,GBIF,1275775,1111.8056867,-68.125,48.625,1
Zmar,-64.433333,48.85,GBIF,1270196,3330.79883878,-64.4583333333,48.875,1
Zmar,-64.316667,46.624111,GBIF,1320932,1917.25218929,-64.2916666667,46.625,1
Zmar,-62.447222,50.261944,GBIF,1238119,3399.73401758,-62.4583333333,50.2916666667,1
Zmar,-57.6,51.45,GBIF,1213057,1969.61385718,-57.625,51.4583333333,1
Zmar,33.657074,66.719066,GBIF,912073,1853.68971382,33.625,66.7083333333,1
Zmar,11.153582,58.874468,GBIF,1042320,1649.78641131,11.125,58.875,1
Zmar,10.6116,63.568,GBIF,954729,3010.01406016,10.625,63.5416666667,1
Zmar,11.6491,65.0847,GBIF,932483,4633.73277473,11.625,65.125,1
Zmar,10.6418,59.6628,GBIF,1024596,4316.43070748,10.625,59.625,1
Zmar,12.57479578,66.35554169,GBIF,916476,2628.03448174,12.5416666667,66.375,1
Zmar,10.8217,59.1862,GBIF,1034256,3004.15403413,10.7916666667,59.2083333333,1
Zmar,5.90741,62.57994,GBIF,970296,4579.86876151,5.875,62.5416666667,1
Zmar,15.83352,69.11896,GBIF,873522,1782.65548027,15.875,69.125,1
Zmar,5.1194,59.45436,GBIF,1028414,544.790134318,5.125,59.4583333333,1
Zmar,5.13337,59.2617,GBIF,1032279,3372.2191773,5.125,59.2916666667,1
Zmar,12.97254,66.24141,GBIF,918698,3743.4077645,12.9583333333,66.2083333333,1
Zmar,6.9459,58.0569,GBIF,1062900,1848.7123575,6.95833333333,58.0416666667,1
Zmar,9.1137,58.7129,GBIF,1046371,829.256645595,9.125,58.7083333333,1
Zmar,10.7431,59.904,GBIF,1018915,3771.91954008,10.7083333333,59.875,1
Zmar,8.084217021,58.13446378,GBIF,1060811,2623.91594543,8.125,58.125,1
Zmar,11.2257,59.1291,GBIF,1036251,1094.34070739,11.2083333333,59.125,1
Zmar,7.5243,57.9887,GBIF,1065025,3534.84491734,7.54166666667,57.9583333333,1
Zmar,8.5926,58.3401,GBIF,1054572,4325.37040226,8.625,58.375,1
Zmar,13.4288,66.8228,GBIF,910962,3706.80980705,13.4583333333,66.7916666667,1
Zmar,10.8313,64.9533,GBIF,934570,1955.08070517,10.7916666667,64.9583333333,1
Zmar,8.3283,63.4464,GBIF,956007,2260.37361415,8.29166666667,63.4583333333,1
Zmar,7.0973,62.9595,GBIF,963756,1411.61171498,7.125,62.9583333333,1
Zmar,4.892488803,61.21164876,GBIF,992423,1010.01574558,4.875,61.2083333333,1
Zmar,7.86947,63.43963,GBIF,956002,2103.01489335,7.875,63.4583333333,1
Zmar,10.1311479,59.03311844,GBIF,1038261,1015.5497441,10.125,59.0416666667,1
Zmar,5.42391,62.25551,GBIF,974299,4408.33523695,5.45833333333,62.2916666667,1
Zmar,5.885637495,58.47945377,GBIF,1052517,2433.04603232,5.875,58.4583333333,1
Zmar,8.9698,63.6079,GBIF,953422,1989.20545629,8.95833333333,63.625,1
Zmar,11.3279,63.8405,GBIF,949681,4238.66669542,11.2916666667,63.875,1
Zmar,7.5683,63.0084,GBIF,962466,3945.54348409,7.54166666667,63.0416666667,1
Zmar,14.7187,68.5077,GBIF,884835,3812.35695326,14.7083333333,68.5416666667,1
Zmar,7.9716,62.7695,GBIF,966383,2561.8110994,7.95833333333,62.7916666667,1
Zmar,10.1662,63.3438,GBIF,957323,4043.12461034,10.125,63.375,1
Zmar,8.2775,63.0766,GBIF,962474,3959.11785838,8.29166666667,63.0416666667,1
Zmar,25.2456,70.4545,GBIF,840359,1456.1395943,25.2083333333,70.4583333333,1
Zmar,9.5756,63.6532,GBIF,953429,3565.11690322,9.54166666667,63.625,1
Zmar,11.248,64.8144,GBIF,936733,3158.68843912,11.2083333333,64.7916666667,1
Zmar,15.3351,68.0143,GBIF,893654,3477.74870289,15.375,68.0416666667,1
Zmar,35.524185,45.280632,GBIF,1353720,1839.82864784,35.5416666667,45.2916666667,1
Zmar,34.897428,44.830644,GBIF,1365968,4680.74660949,34.875,44.7916666667,1
Zmar,34.59496,44.771782,GBIF,1365965,3245.85780852,34.625,44.7916666667,1
Zmar,33.376122,45.196615,GBIF,1355738,1305.30572901,33.375,45.2083333333,1
Zmar,34.50468,66.5373,GBIF,914290,1714.42685278,34.5416666667,66.5416666667,1
Zmar,33.43071,66.551589,GBIF,914277,1652.46960314,33.4583333333,66.5416666667,1
Zmar,35.820678,65.102931,GBIF,932556,2812.7559186,35.7916666667,65.125,1
Zmar,158.548164,52.970146,GBIF,1182810,1385.17720228,158.541666667,52.9583333333,1
Zmar,145.685559,43.986927,GBIF,1387460,3665.18737769,145.708333333,43.9583333333,1
Zmar,159.982824,54.130209,GBIF,1157963,1702.82756331,159.958333333,54.125,1
Zmar,145.861552,44.025479,GBIF,1385290,2096.96595342,145.875,44.0416666667,1
Zmar,148.34107,45.288456,GBIF,1353865,2685.55147144,148.375,45.2916666667,1
Zmar,150.778427,59.476825,GBIF,1028574,2192.52002046,150.791666667,59.4583333333,1
Zmar,13.93333,44.81667,GBIF,1365897,3410.78803308,13.9583333333,44.7916666667,1
Zmar,25.290021,60.085814,GBIF,1013471,4366.83149684,25.2916666667,60.125,1
Zmar,27.67861,60.467646,GBIF,1006646,1936.74101363,27.7083333333,60.4583333333,1
Zmar,20.74094,60.339535,GBIF,1008273,4342.03211002,20.7083333333,60.375,1
Zmar,21.532374,61.512537,GBIF,986643,3283.58806051,21.5416666667,61.5416666667,1
Zmar,-4.71192,55.43028,GBIF,1126129,3131.46218384,-4.70833333333,55.4583333333,1
Zmar,-5.06641,55.21064,GBIF,1132220,1595.96261084,-5.04166666667,55.2083333333,1
Zmar,-5.79579,56.0129,GBIF,1111881,3213.24843664,-5.79166666667,56.0416666667,1
Zmar,-2.62399,59.24058,GBIF,1034144,3592.70955551,-2.625,59.2083333333,1
Zmar,143.608467,46.38625,GBIF,1327681,1783.68891054,143.625,46.375,1
Zmar,-2.4788,47.278055,GBIF,1306258,2165.03122883,-2.45833333333,47.2916666667,1
Zmar,7.888889,54.180278,GBIF,1155805,3251.72086832,7.875,54.2083333333,1
Zmar,3.700833,43.407778,GBIF,1402432,3692.00265353,3.70833333333,43.375,1
Zmar,-3.525278,50.461944,GBIF,1235113,1231.10514727,-3.54166666667,50.4583333333,1
Zmar,29.026944,40.988611,GBIF,1468669,3583.51515342,29.0416666667,40.9583333333,1
Zmar,-162.310278,55.061667,GBIF,1135155,2524.34072234,-162.291666667,55.0416666667,1
Zmar,-116.141667,30.772222,GBIF,1769826,2681.88045651,-116.125,30.7916666667,1
Zmar,14.708432,55.174972,GBIF,1132396,3714.02432381,14.7083333333,55.2083333333,1
Zmar,12.581126,55.555808,GBIF,1124252,2946.4852737,12.5416666667,55.5416666667,1
Zmar,12.379111,55.255011,GBIF,1130336,4089.17879663,12.375,55.2916666667,1
Zmar,11.927364,55.814338,GBIF,1118185,3184.83761839,11.9583333333,55.7916666667,1
Zmar,11.873809,54.646906,GBIF,1146186,2439.718476,11.875,54.625,1
Zmar,11.738988,54.946705,GBIF,1138363,2352.26572174,11.7083333333,54.9583333333,1
Zmar,11.376001,54.882431,GBIF,1140335,829.719999912,11.375,54.875,1
Zmar,11.382569,55.781163,GBIF,1118180,1262.18589064,11.375,55.7916666667,1
Zmar,10.902349,55.744599,GBIF,1120195,4388.16608447,10.875,55.7083333333,1
Zmar,10.745424,55.081873,GBIF,1136366,5064.66071775,10.7083333333,55.0416666667,1
Zmar,10.773825,55.369064,GBIF,1128293,1310.07059975,10.7916666667,55.375,1
Zmar,10.684086,56.224061,GBIF,1107952,2308.67011705,10.7083333333,56.2083333333,1
Zmar,10.375587,57.063478,GBIF,1087738,2429.18910579,10.375,57.0416666667,1
Zmar,10.341973,56.587655,GBIF,1097855,4626.74260176,10.375,56.625,1
Zmar,10.296836,56.219741,GBIF,1107947,1310.06551176,10.2916666667,56.2083333333,1
Zmar,10.256378,55.968563,GBIF,1114090,2480.76038823,10.2916666667,55.9583333333,1
Zmar,10.378465,54.88886,GBIF,1140325,1558.85886653,10.375,54.875,1
Zmar,10.283261,56.776955,GBIF,1093809,1716.90936672,10.2916666667,56.7916666667,1
Zmar,10.010726,55.764153,GBIF,1118164,3626.76300112,10.0416666667,55.7916666667,1
Zmar,10.068818,55.556984,GBIF,1124237,2417.63448815,10.0416666667,55.5416666667,1
Zmar,9.698979,55.263113,GBIF,1130326,3233.95121178,9.70833333333,55.2916666667,1
Zmar,9.734597,55.487556,GBIF,1126255,3652.85301737,9.70833333333,55.4583333333,1
Zmar,9.303192,56.998793,GBIF,1089764,4559.7471316,9.29166666667,56.9583333333,1
Zmar,9.847785,57.059177,GBIF,1087735,2555.46465494,9.875,57.0416666667,1
Zmar,9.283867,56.621521,GBIF,1097853,615.88078468,9.29166666667,56.625,1
Zmar,9.789648,55.073846,GBIF,1136355,3584.67298333,9.79166666667,55.0416666667,1
Zmar,8.876192,56.702637,GBIF,1095823,638.500980656,8.875,56.7083333333,1
Zmar,9.460462,55.048576,GBIF,1136351,781.119889239,9.45833333333,55.0416666667,1
Zmar,8.617174,56.477508,GBIF,1101900,2188.91616287,8.625,56.4583333333,1
Zmar,8.351283,55.883403,GBIF,1116137,1754.62581584,8.375,55.875,1
Zmar,17.5042,68.4888,GBIF,886387,3728.84342985,17.5416666667,68.4583333333,1
Zmar,15.4126,68.6353,GBIF,883287,1913.04664595,15.375,68.625,1
Zmar,13.78183488,68.16083182,GBIF,892246,4017.43445895,13.7916666667,68.125,1
Zmar,14.40415276,68.3167444,GBIF,889347,3044.96361196,14.375,68.2916666667,1
Zmar,14.9405443,67.24140195,GBIF,905512,3767.25355639,14.9583333333,67.2083333333,1
Zmar,6.5565,58.2262,GBIF,1058716,2172.60884193,6.54166666667,58.2083333333,1
Zmar,28.78157268,70.16542889,GBIF,849702,4526.61545036,28.7916666667,70.125,1
Zmar,21.03767537,69.87826839,GBIF,856320,395.54431021,21.0416666667,69.875,1
Zmar,12.14506717,66.53594538,GBIF,914250,1096.58936968,12.125,66.5416666667,1
Zmar,14.4318,67.2692,GBIF,904404,2754.43422866,14.4583333333,67.2916666667,1
Zmar,15.31329616,68.29055138,GBIF,889357,901.823008397,15.2916666667,68.2916666667,1
Zmar,12.09030217,65.90461765,GBIF,922822,3662.00188064,12.125,65.875,1
Zmar,12.12760482,67.51198768,GBIF,901085,3311.93947747,12.125,67.5416666667,1
Zmar,12.6335,66.5661,GBIF,914256,2750.72801985,12.625,66.5416666667,1
Zmar,15.93541817,68.39586149,GBIF,887869,2510.49763398,15.9583333333,68.375,1
Zmar,13.16041617,68.02371998,GBIF,893627,2488.86793182,13.125,68.0416666667,1
Zmar,15.96684491,67.99204392,GBIF,895004,3776.77169692,15.9583333333,67.9583333333,1
Zmar,12.5447,65.4067,GBIF,929250,3537.3126773,12.5416666667,65.375,1
Zmar,16.61263189,68.6777798,GBIF,881714,3444.83137808,16.625,68.7083333333,1
Zmar,24.92406284,70.18020808,GBIF,847432,3395.07329188,24.9583333333,70.2083333333,1
Zmar,12.13083037,65.43349788,GBIF,928142,2782.31136179,12.125,65.4583333333,1
Zmar,13.78590232,67.10318546,GBIF,906586,2445.6702936,13.7916666667,67.125,1
Zmar,18.74567426,69.63063986,GBIF,862570,1581.82699812,18.7083333333,69.625,1
Zmar,-76.4608,38.3214,GBIF,1543852,3307.51206466,-76.4583333333,38.2916666667,1
Zmar,-69.343333,48.0275,GBIF,1288664,2838.72135728,-69.375,48.0416666667,1
Zmar,-63.331667,50.200833,GBIF,1239975,2975.03914154,-63.2916666667,50.2083333333,1
Zmar,-67.3,49.416667,GBIF,1257059,4673.30408817,-67.2916666667,49.4583333333,1
Zmar,-61.763889,47.508333,GBIF,1299857,4255.69219138,-61.7916666667,47.5416666667,1
Zmar,-122.27167,37.87167,GBIF,1556229,1797.777904,-122.291666667,37.875,1
Zmar,-78.85,52.983333,GBIF,1181990,3249.77537115,-78.875,52.9583333333,1
Zmar,19.47145,41.8552,GBIF,1443269,2454.06545381,19.4583333333,41.875,1
Zmar,-69.24027,44.01916,GBIF,1384213,3578.90643872,-69.2083333333,44.0416666667,1
Zmar,22.950833,58.934722,GBIF,1040353,2665.36692336,22.9583333333,58.9583333333,1
Zmar,-130.96,54.96,GBIF,1137526,214.063395976,-130.958333333,54.9583333333,1
Zmar,-131.15,55.22,GBIF,1131475,2054.07765416,-131.125,55.2083333333,1
Zmar,-161.89,59.07,GBIF,1036940,3271.48332766,-161.875,59.0416666667,1
Zmar,-152.53,58.11,GBIF,1059581,1806.66777356,-152.541666667,58.125,1
Zmar,-153.89,57.7,GBIF,1070088,1288.85294096,-153.875,57.7083333333,1
Zmar,-146.4,61.12,GBIF,992882,1458.11876354,-146.375,61.125,1
Zmar,-132.15,55.01,GBIF,1135516,3870.87855806,-132.125,55.0416666667,1
Zmar,-166.06,66.25,GBIF,916666,4718.73511225,-166.041666667,66.2916666667,1
Zmar,-163.2,55.46,GBIF,1124994,558.879021761,-163.208333333,55.4583333333,1
Zmar,-162.583333,66.9,GBIF,909022,3332.68578155,-162.541666667,66.875,1
Zmar,-132.485878,56.761272,GBIF,1092844,3780.40294583,-132.458333333,56.7916666667,1
Zmar,-153.29427,57.093,GBIF,1084460,3567.06820238,-153.291666667,57.125,1
Zmar,-150.3149368,59.48862801,GBIF,1027197,3623.53743984,-150.291666667,59.4583333333,1
Zmar,-157.4718656,56.75892644,GBIF,1092555,3738.50972138,-157.458333333,56.7916666667,1
Zmar,-130.99,55.39,GBIF,1127395,2611.0229311,-130.958333333,55.375,1
Zmar,6.562538772,61.29687038,GBIF,990938,1260.21038245,6.54166666667,61.2916666667,1
Zmar,7.5641,63.22807,GBIF,959871,2472.40091128,7.54166666667,63.2083333333,1
Zmar,4.8305,60.5043,GBIF,1004922,4677.84329776,4.79166666667,60.5416666667,1
Zmar,4.9198,60.7166,GBIF,1001748,2296.57324973,4.95833333333,60.7083333333,1
Zmar,5.9791,60.0848,GBIF,1013401,4625.40107421,5.95833333333,60.125,1
Zmar,5.6942,59.8373,GBIF,1018908,4274.18163028,5.70833333333,59.875,1
Zmar,6.528,60.0986,GBIF,1013406,3037.94129176,6.54166666667,60.125,1
Zmar,10.4394,59.08,GBIF,1038265,4406.18855474,10.4583333333,59.0416666667,1
Zmar,5.1227,59.8903,GBIF,1018903,1709.43623301,5.125,59.875,1
Zmar,-6.12,56.495,GBIF,1101754,4094.45974381,-6.125,56.4583333333,1
Zmar,35.2,66.47,GBIF,915391,1352.99563597,35.2083333333,66.4583333333,1
Zmar,-6.915,57.839,GBIF,1066981,4659.98909044,-6.875,57.875,1
Zmar,-6.318505,49.946597,GBIF,1246376,2326.78396793,-6.29166666667,49.9583333333,1
Zmar,-0.340586,50.814741,GBIF,1227913,3531.90533381,-0.375,50.7916666667,1
Zmar,5.6942,59.0593,GBIF,1038245,2125.1672545,5.70833333333,59.0416666667,1
Zmar,-8.90399,42.5404,GBIF,1424640,2385.54387257,-8.875,42.5416666667,1
Zmar,-4.06318,36.74822,GBIF,1591658,4825.49512911,-4.04166666667,36.7083333333,1
Zmar,-4.45095,36.68193,GBIF,1591653,3003.40293755,-4.45833333333,36.7083333333,1
Zmar,5.7797,59.55753,GBIF,1026498,1892.4107709,5.79166666667,59.5416666667,1
Zmar,13.9149,54.0485,GBIF,1159595,2722.06529105,13.875,54.0416666667,1
Zmar,12.7484,54.4484,GBIF,1150072,2824.21926678,12.7083333333,54.4583333333,1
Zmar,13.0817,54.5484,GBIF,1148140,2697.04541482,13.0416666667,54.5416666667,1
Zmar,23.435556,59.974444,GBIF,1017101,2200.08710889,23.4583333333,59.9583333333,1
Zmar,24.7,40.766667,GBIF,1473193,2863.94251837,24.7083333333,40.7916666667,1
Zmar,26.166667,39.183333,GBIF,1517861,4545.26359323,26.2083333333,39.2083333333,1
Zmar,-122.55352,48.53402,GBIF,1277605,1220.34066672,-122.541666667,48.5416666667,1
Zmar,-59.525,50.534444,GBIF,1232653,1428.83225741,-59.5416666667,50.5416666667,1
Zmar,-68.583333,48.45,GBIF,1279456,3218.27159832,-68.5416666667,48.4583333333,1
Zmar,-61.933333,47.316667,GBIF,1305559,3361.51370889,-61.9583333333,47.2916666667,1
Zmar,-69.916667,47.533333,GBIF,1299817,3271.02424327,-69.9583333333,47.5416666667,1
Zmar,-70.416667,47.366667,GBIF,1303616,3280.5179566,-70.4583333333,47.375,1
Zmar,-67.05209,45.07399,GBIF,1358963,3684.81664019,-67.0416666667,45.0416666667,1
Zmar,-2.15,36.733333,GBIF,1591681,3561.55465616,-2.125,36.7083333333,1
Zmar,-57.766667,49.85,GBIF,1247683,3311.04121561,-57.7916666667,49.875,1
Zmar,-64.866667,46.683333,GBIF,1318986,2851.30838295,-64.875,46.7083333333,1
Zmar,-65.64531,44.70987,GBIF,1367205,1618.4951756,-65.625,44.7083333333,1
Zmar,-60.163892,47.19704,GBIF,1307489,3203.09067463,-60.125,47.2083333333,1
Zmar,-64.3834,44.45103,GBIF,1373518,1051.47553683,-64.375,44.4583333333,1
Zmar,-64.083618,45.384271,GBIF,1350890,3401.0556866,-64.125,45.375,1
Zmar,-62.46568,44.84437,GBIF,1363080,3453.05614689,-62.4583333333,44.875,1
Zmar,-64.44103,44.21331,GBIF,1379941,1489.37545621,-64.4583333333,44.2083333333,1
Zmar,-61.00746,45.33549,GBIF,1350904,5144.51702303,-61.0416666667,45.375,1
Zmar,-63.272164,45.768161,GBIF,1340826,3020.93312892,-63.2916666667,45.7916666667,1
Zmar,-64.335084,45.367421,GBIF,1350887,3238.32863006,-64.375,45.375,1
Zmar,-64.210389,44.582653,GBIF,1371401,4557.46043226,-64.2083333333,44.5416666667,1
Zmar,-61.04543,46.54673,GBIF,1322933,632.549119128,-61.0416666667,46.5416666667,1
Zmar,-65.765833,43.516667,GBIF,1397330,3475.03493915,-65.7916666667,43.5416666667,1
Zmar,-62.08533,44.97203,GBIF,1361027,3480.25674258,-62.125,44.9583333333,1
Zmar,-61.89843,45.06333,GBIF,1358992,3033.59098799,-61.875,45.0416666667,1
Zmar,-66.26883,44.32806,GBIF,1377785,4435.49748872,-66.2916666667,44.2916666667,1
Zmar,-65.11649,43.69995,GBIF,1392958,1156.7606375,-65.125,43.7083333333,1
Zmar,141.2333,46.2287,GBIF,1331636,2972.54342865,141.208333333,46.2083333333,1
Zmar,-124.03722,46.88889,GBIF,1315122,1580.89239972,-124.041666667,46.875,1
Zmar,-122.918383,48.439667,GBIF,1279440,3611.44199273,-122.958333333,48.4583333333,1
Zmar,-122.54611,47.99333,GBIF,1290500,3905.38940969,-122.541666667,47.9583333333,1
Zmar,-122.33083,47.60639,GBIF,1297915,3598.560777,-122.291666667,47.625,1
Zmar,-122.52444,47.74722,GBIF,1296044,4512.61249098,-122.541666667,47.7083333333,1
Zmar,-124.61306,48.37806,GBIF,1281255,947.714238512,-124.625,48.375,1
Zmar,-122.721667,48.197167,GBIF,1284962,1588.70337869,-122.708333333,48.2083333333,1
Zmar,-71.575,41.19166,GBIF,1460804,3353.57818265,-71.5416666667,41.2083333333,1
Zmar,-70.00833,41.54361,GBIF,1451584,2790.0184299,-70.0416666667,41.5416666667,1
Zmar,-68.36444,44.42694,GBIF,1373487,3588.31710952,-68.375,44.4583333333,1
Zmar,-73.05472,40.66777,GBIF,1474527,4637.64765167,-73.0416666667,40.7083333333,1
Zmar,-71.97916,41.26944,GBIF,1458485,3022.86780828,-71.9583333333,41.2916666667,1
Zmar,-70.29944,41.7,GBIF,1446972,1129.2815448,-70.2916666667,41.7083333333,1
Zmar,145.492046,43.263392,GBIF,1404950,4166.08773516,145.458333333,43.2916666667,1
Zmar,-22.0,64.0,GBIF,946920,5072.05366858,-22.0416666667,64.0416666667,1
Zmar,11.0,55.0,GBIF,1136370,5349.58748435,11.0416666667,55.0416666667,1
Zmar,5.861,59.3434,GBIF,1030351,3609.21200458,5.875,59.375,1
Zmar,6.8911,62.6737,GBIF,967679,3947.17847299,6.875,62.7083333333,1
Zmar,-123.8953,45.5237,GBIF,1346857,2549.87110374,-123.875,45.5416666667,1
Zmar,-14.876,65.749,GBIF,924567,4534.70624383,-14.875,65.7083333333,1
