Sps,lon,lat,Field4,Field5,Field6,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Mtru,-1.29134,50.76321, , , ,797223,0.0284529932525,-1.291673815,50.791661035,1
Mtru,-2.1503,56.6989, , , ,665011,0.0269927236112,-2.125007115,56.708327465,1
Mtru,40.33333333,66.35, , , ,485845,0.0485804916847,40.374991185,66.374993745,1
Mtru,1.43017,53.31213, , , ,745064,0.0348101591691,1.458326075,53.291660935,1
Mtru,40.11666667,65.68333333, , , ,494314,0.0263436236161,40.124991195,65.708327105,1
Mtru,-69.86944444,48.18166667, , , ,854287,0.0272347081917,-69.875004405,48.208327805,1
Mtru,40.6,66.13333333, , , ,489149,0.0263459169334,40.624991175,66.124993755,1
Mtru,-0.1348,54.089, , , ,726919,0.0373026002177,-0.125007195,54.124994235,1
Mtru,7.9,54.1833, , , ,725125,0.0353801472058,7.874992485,54.208327565,1
Mtru,5.875,53.63333333, , , ,738052,0.00833907831446,5.874992565,53.624994255,1
Mtru,-80.8333,72.0832999, , , ,358290,0.058880131586,-80.791670635,72.041660185,1
Mtru,3.155,56.535, , , ,669124,0.0307376947233,3.124992675,56.541660805,1
Mtru,9.562,56.953, , , ,659086,0.0210269969281,9.541659085,56.958327455,1
Mtru,-5.5,54.75, , , ,711450,0.0589165329943,-5.458340315,54.791660875,1
Mtru,-6.79894,58.2301, , , ,627901,0.0229531377955,-6.791673595,58.208327405,1
Mtru,10.8,54.03, , , ,728902,0.0143369593203,10.791659035,54.041660905,1
Mtru,3.87196,53.85787, , , ,732526,0.017390707361,3.874992645,53.874994245,1
Mtru,1.09527,50.49168, , , ,804489,0.044674568599,1.124992755,50.458327715,1
Mtru,37.60333333,66.1185, , , ,489123,0.022610535198,37.624991295,66.124993755,1
Mtru,1.69263,52.9085, , , ,753632,0.0369999918128,1.708326065,52.874994285,1
Mtru,-4.709984594,51.65127669, , , ,779461,0.0263337376595,-4.708340345,51.624994335,1
Mtru,-6.1414,56.45183, , , ,671074,0.0176337490554,-6.125006955,56.458327475,1
Mtru,-70.5,42.81700134, , , ,986415,0.0487633143995,-70.458337715,42.791661355,1
Mtru,10.4473,54.8668, , , ,709646,0.0137372263155,10.458325715,54.874994205,1
Mtru,-4.184722424,52.86000061, , , ,753620,0.0279753003037,-4.208340365,52.874994285,1
Mtru,-5.233889103,52.36999893, , , ,763960,0.0260325532494,-5.208340325,52.374994305,1
Mtru,-90.18333,63.26667, , , ,526906,0.0353535449077,-90.208336925,63.291660535,1
Mtru,-52.72999954,63.97000122, , , ,517199,0.0246066501114,-52.708338425,63.958327175,1
Mtru,-3.68447,53.3266, , , ,745040,0.0423146965382,-3.708340385,53.291660935,1
Mtru,4.998618,54.99931, , , ,707613,0.0574718447541,4.958325935,54.958327535,1
Mtru,-0.038335,53.570501, , , ,739772,0.0290327047568,-0.041673865,53.541660925,1
Mtru,10.4705,57.5733, , , ,644796,0.033900654959,10.458325715,57.541660765,1
Mtru,-53.11999893,63.91999817, , , ,517194,0.0386545484006,-53.125005075,63.958327175,1
Mtru,-3.42831,50.61281, , , ,800807,0.0324080795172,-3.458340395,50.624994375,1
Mtru,58.943,69.35133333, , , ,437969,0.0281891404576,58.958323775,69.374993625,1
Mtru,8.6058,56.6942, , , ,665140,0.0238313993767,8.624992455,56.708327465,1
Mtru,0.14039,54.11978, , , ,726922,0.0162561424836,0.124992795,54.124994235,1
Mtru,-6.78398,55.81837, , , ,687337,0.0277951596329,-6.791673595,55.791660835,1
Mtru,38.79333333,64.84333333, , , ,505048,0.0317047739725,38.791657915,64.874993805,1
Mtru,-8.583,54.336667, , , ,721149,0.0563635849829,-8.541673525,54.374994225,1
Mtru,3.70693,54.649283, , , ,715418,0.0243288686728,3.708325985,54.624994215,1
Mtru,-5.69703,57.5394, , , ,644648,0.0115340390834,-5.708340305,57.541660765,1
Mtru,-131.9499969,53.25, , , ,744376,0.0424871941787,-131.958335255,53.291660935,1
Mtru,-20.22999954,74.30000305, , , ,273319,0.0232110422852,-20.208339725,74.291660095,1
Mtru,-78.39088,70.19653, , , ,415960,0.0197790988566,-78.375004065,70.208326925,1
Mtru,53.40466667,70.14716667, , , ,419313,0.0370447098479,53.374990665,70.124993595,1
Mtru,30.10000038,80.81666565, , , ,47748,0.0353532404595,30.124991595,80.791659835,1
Mtru,5.0,55.5, , , ,693510,0.0589162148008,5.041659265,55.541660845,1
Mtru,4.531951,54.649292, , , ,715428,0.0261654954768,4.541659285,54.624994215,1
Mtru,-3.42231413,54.29931083, , , ,723107,0.0368295163606,-3.458340395,54.291660895,1
Mtru,6.212845,54.117348, , , ,726995,0.00888185285053,6.208325885,54.124994235,1
Mtru,3.41,57.24, , , ,652890,0.0472087305912,3.374992665,57.208327445,1
Mtru,4.924167,53.667222, , , ,736221,0.0534462529886,4.958325935,53.708327585,1
Mtru,11.758333,54.583333, , , ,715505,0.053350527439,11.791658995,54.624994215,1
Mtru,8.5661,55.0934, , , ,703671,0.0399443303669,8.541659125,55.124994195,1
Mtru,-2.4418,56.5791, , , ,669057,0.0409301760592,-2.458340435,56.541660805,1
Mtru,-4.0,54.0, , , ,728777,0.058916511782,-3.958340375,54.041660905,1
Mtru,6.0,56.0, , , ,681330,0.0589161723747,6.041659225,56.041660825,1
Mtru,0.20497,50.35611, , , ,806290,0.0191802912346,0.208326125,50.374994385,1
Mtru,39.73333333,65.7, , , ,494309,0.026358679877,39.708324545,65.708327105,1
Mtru,-131.4499969,52.47000122, , , ,761580,0.0143457688673,-131.458335275,52.458327635,1
Mtru,-132.8099976,54.18999863, , , ,724324,0.0259211062427,-132.791668555,54.208327565,1
Mtru,-5.69596,52.14159, , , ,769114,0.0207047992628,-5.708340305,52.124994315,1
Mtru,-9.006667,53.152, , , ,748445,0.0442127196075,-9.041673505,53.124994275,1
Mtru,-6.4315,57.045, , , ,656904,0.0270471942887,-6.458340275,57.041660785,1
Mtru,8.261666667,58.14, , , ,630133,0.0335369336976,8.291659135,58.124994075,1
Mtru,-79.93109894,32.21110153, , , ,1297296,0.0273791921465,-79.958337335,32.208328445,1
Mtru,5.498643,54.640969, , , ,715439,0.0433665896595,5.458325915,54.624994215,1
Mtru,-5.5,55.25, , , ,699514,0.0589165188519,-5.458340315,55.291660855,1
Mtru,1.8334,51.69902, , , ,777721,0.042621442968,1.874992725,51.708327665,1
Mtru,-3.6411,54.07704, , , ,728781,0.0388672515338,-3.625007055,54.041660905,1
Mtru,6.791181564,58.09793052, , , ,630126,0.0270677694059,6.791659195,58.124994075,1
Mtru,43.03333333,66.8, , , ,480331,0.0117832464392,43.041657745,66.791660395,1
Mtru,0.16543,55.70094, , , ,689402,0.0411064809773,0.124992795,55.708327505,1
Mtru,36.28333333,64.68333333, , , ,507232,0.0263437121265,36.291658015,64.708327145,1
Mtru,9.118738174,58.63613095, , , ,617742,0.012772870112,9.124992435,58.624994055,1
Mtru,-5.617353938,57.77935399, , , ,638415,0.0144922544861,-5.625006975,57.791660755,1
Mtru,37.34166667,64.15833333, , , ,515419,0.047138659556,37.374991305,64.124993835,1
Mtru,-4.916666508,52.11000061, , , ,769124,0.0442755618805,-4.875007005,52.124994315,1
Mtru,-74.6139,62.12284, , , ,545430,0.0113111865246,-74.625004215,62.124993915,1
Mtru,-1.5,58.25, , , ,625864,0.0589163208624,-1.458340475,58.291660735,1
