Sps,decimalLon,decimalLat,Lon_dd,Lat_dd,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Msco,-52.34,46.1, , ,1332901,3878.50947126,-52.375,46.125,2
Msco,-51.12,45.24, , ,1355068,3541.15280166,-51.125,45.2083333333,2
Msco,-51.5,46.38, , ,1326963,3253.44244413,-51.4583333333,46.375,2
Msco,-53.41,45.84, , ,1338917,4745.74301818,-53.375,45.875,2
Msco,-52.28,46.44, , ,1324993,2226.36658335,-52.2916666667,46.4583333333,2
Msco,-49.61,45.22, , ,1355086,1751.99856714,-49.625,45.2083333333,2
Msco,-52.98,45.72, , ,1342950,2127.76313156,-52.9583333333,45.7083333333,2
Msco,-53.43,45.55, , ,1346960,2398.70377859,-53.4583333333,45.5416666667,2
Msco,-53.54,45.7, , ,1342943,935.262585217,-53.5416666667,45.7083333333,2
Msco,-54.37,45.41, , ,1350984,3909.53577535,-54.375,45.375,2
Msco,-54.46,45.26, , ,1353011,3521.77270302,-54.4583333333,45.2916666667,2
Msco,-52.52,44.73, , ,1367337,2957.0524085,-52.5416666667,44.7083333333,2
Msco,-54.83,45.26, , ,1353007,4629.62105034,-54.7916666667,45.2916666667,2
Msco,-54.9,45.58, , ,1346943,4686.29083378,-54.875,45.5416666667,2
Msco,-51.73,46.34, , ,1326960,4232.84298513,-51.7083333333,46.375,2
Msco,-49.15,46.93, , ,1313377,3680.23845958,-49.125,46.9583333333,2
Msco,-48.78,46.52, , ,1323074,2569.43865294,-48.7916666667,46.5416666667,2
Msco,-48.88,46.81, , ,1317237,2073.49461429,-48.875,46.7916666667,2
Msco,-48.63,46.7, , ,1319171,1002.18835059,-48.625,46.7083333333,2
Msco,-51.9,46.28, , ,1328927,2322.3919079,-51.875,46.2916666667,2
Msco,-52.6,44.31, , ,1377929,2851.32426323,-52.625,44.2916666667,2
Msco,-53.94,45.13, , ,1357058,1545.65373746,-53.9583333333,45.125,2
Msco,-53.66,44.97, , ,1361129,3050.58850326,-53.625,44.9583333333,2
Msco,-54.97,45.25, , ,1353005,4720.34876121,-54.9583333333,45.2916666667,2
Msco,-55.16,45.42, , ,1348953,5064.59217738,-55.125,45.4583333333,2
Msco,-49.75,47.26, , ,1305691,4725.85553788,-49.7083333333,47.2916666667,2
Msco,-48.83,46.92, , ,1313381,5165.24248018,-48.7916666667,46.9583333333,2
Msco,-53.2,45.86, , ,1338919,1788.39431104,-53.2083333333,45.875,2
Msco,-52.48,46.05, , ,1334901,1915.79027312,-52.4583333333,46.0416666667,2
Msco,-52.05,46.23, , ,1330913,2492.72301664,-52.0416666667,46.2083333333,2
Msco,-48.88,45.81, , ,1340991,2074.4453431,-48.875,45.7916666667,2
Msco,-49.42,44.63, , ,1369469,3092.30797822,-49.4583333333,44.625,2
Msco,-51.8,45.61, , ,1344976,1789.37534229,-51.7916666667,45.625,2
Msco,-54.24,45.46, , ,1348964,2483.7107209,-54.2083333333,45.4583333333,2
Msco,-54.08,45.81, , ,1340929,3610.12535536,-54.0416666667,45.7916666667,2
Msco,-53.8,45.56, , ,1346956,2138.99940898,-53.7916666667,45.5416666667,2
Msco,-53.92,45.49, , ,1348967,4622.90196677,-53.9583333333,45.4583333333,2
Msco,-53.26,45.11, , ,1357066,2997.92169258,-53.2916666667,45.125,2
Msco,-49.46,45.21, , ,1355088,226.830607309,-49.4583333333,45.2083333333,2
Msco,-51.6,45.84, , ,1338938,4347.78720306,-51.625,45.875,2
Msco,-49.04,47.14, , ,1309526,1672.38842433,-49.0416666667,47.125,2
Msco,-48.66,46.6, , ,1321112,3861.58394156,-48.625,46.625,2
Msco,-49.78,47.05, , ,1311444,1282.2889139,-49.7916666667,47.0416666667,2
Msco,-54.05,45.4, , ,1350988,2854.09805303,-54.0416666667,45.375,2
Msco,-51.98,45.94, , ,1336916,2640.93533421,-51.9583333333,45.9583333333,2
Msco,-52.45,45.74, , ,1342956,3578.90767179,-52.4583333333,45.7083333333,2
Msco,-53.76,45.29, , ,1353019,2491.04899273,-53.7916666667,45.2916666667,2
Msco,-53.39,46.16, , ,1332889,4059.35429213,-53.375,46.125,2
Msco,-49.7,46.95, , ,1313370,1122.78070676,-49.7083333333,46.9583333333,2
Msco,-49.91,43.76, , ,1390955,4507.66517531,-49.875,43.7916666667,2
Msco,-51.74,44.23, , ,1380094,3492.78936984,-51.7083333333,44.2083333333,2
Msco,-53.99,45.31, , ,1353017,3212.53000845,-53.9583333333,45.2916666667,2
Msco,-52.95,45.84, , ,1338922,3943.66469938,-52.9583333333,45.875,2
Msco,-52.13,45.22, , ,1355056,1354.76877285,-52.125,45.2083333333,2
Msco,-50.08,46.86, , ,1315297,3364.92074679,-50.0416666667,46.875,2
Msco,-49.31,47.12, , ,1309523,1498.11236135,-49.2916666667,47.125,2
Msco,-52.87,46.21, , ,1330903,428.024015037,-52.875,46.2083333333,2
Msco,-48.59,46.14, , ,1332946,3177.34444831,-48.625,46.125,2
Msco,-49.52,44.41, , ,1375822,4255.11168042,-49.5416666667,44.375,2
Msco,-49.57,47.2, , ,1307603,2338.08297482,-49.5416666667,47.2083333333,2
Msco,-49.2,46.7, , ,1319164,1124.41539843,-49.2083333333,46.7083333333,2
Msco,-51.26,46.64, , ,1321080,2942.88391134,-51.2916666667,46.625,2
Msco,-48.84,46.15, , ,1332943,3877.66468094,-48.875,46.125,2
Msco,-53.04,45.19, , ,1355045,2041.69138231,-53.0416666667,45.2083333333,2
Msco,-49.52,46.84, , ,1315303,4227.16380253,-49.5416666667,46.875,2
Msco,-54.52,45.63, , ,1344943,1778.64211378,-54.5416666667,45.625,2
Msco,-52.51,46.26, , ,1328919,4283.40682379,-52.5416666667,46.2916666667,2
Msco,-52.82,46.04, , ,1334897,2200.98849634,-52.7916666667,46.0416666667,2
Msco,-51.83,46.91, , ,1315276,4865.51879529,-51.7916666667,46.875,2
Msco,-48.65,46.02, , ,1334947,3089.66887178,-48.625,46.0416666667,2
Msco,-51.09,46.86, , ,1315284,3146.69778346,-51.125,46.875,2
Msco,-48.38,46.17, , ,1330957,4278.38989298,-48.375,46.2083333333,2
Msco,-52.68,46.27, , ,1328917,3250.9633309,-52.7083333333,46.2916666667,2
Msco,-51.38,46.72, , ,1319138,1352.10141678,-51.375,46.7083333333,2
Msco,-49.46,45.05, , ,1359141,935.367851421,-49.4583333333,45.0416666667,2
Msco,-52.08,46.1, , ,1332905,4062.47396053,-52.0416666667,46.125,2
Msco,-53.39,45.98, , ,1336899,2674.20441095,-53.375,45.9583333333,2
Msco,-49.8,47.38, , ,1303789,839.679161927,-49.7916666667,47.375,2
Msco,-49.3,46.91, , ,1315306,3942.39316563,-49.2916666667,46.875,2
Msco,-51.69,46.18, , ,1330917,3452.74316814,-51.7083333333,46.2083333333,2
Msco,-54.87,45.49, , ,1348956,3541.11570031,-54.875,45.4583333333,2
Msco,-52.5,46.49, , ,1324991,4757.17508066,-52.4583333333,46.4583333333,2
Msco,-51.44,45.05, , ,1359117,1715.7748043,-51.4583333333,45.0416666667,2
Msco,-49.58,44.68, , ,1367373,4375.60566549,-49.5416666667,44.7083333333,2
Msco,-50.51,45.24, , ,1355075,4309.41159124,-50.5416666667,45.2083333333,2
Msco,-49.15,47.03, , ,1311452,2300.58689684,-49.125,47.0416666667,2
Msco,-50.35,45.14, , ,1357101,2578.08928282,-50.375,45.125,2
Msco,-54.47,50.34, , ,1236326,3980.79679723,-54.4583333333,50.375,2
Msco,-54.43,50.14, , ,1241976,2624.43068296,-54.4583333333,50.125,2
Msco,-49.38,46.75, , ,1319162,4647.6398142,-49.375,46.7083333333,2
Msco,-56.25,55.3, , ,1129585,2804.65386628,-56.2083333333,55.2916666667,2
Msco,-52.51,53.58, , ,1169900,4754.48131781,-52.5416666667,53.5416666667,2
Msco,-54.69,55.0, , ,1135652,4784.42063623,-54.7083333333,55.0416666667,2
Msco,-51.95,46.77, , ,1317200,2491.26180001,-51.9583333333,46.7916666667,2
Msco,-58.53,50.36, , ,1236287,1863.60601999,-58.5416666667,50.375,2
Msco,-55.58,50.22, , ,1240054,3028.2619423,-55.5416666667,50.2083333333,2
Msco,-54.43,50.23, , ,1240067,3146.00895259,-54.4583333333,50.2083333333,2
Msco,-52.9,45.3, , ,1353030,2168.70278502,-52.875,45.2916666667,2
Msco,-63.37,49.98, , ,1245704,2436.49979681,-63.375,49.9583333333,2
Msco,-64.37,49.64, , ,1253313,1706.98328361,-64.375,49.625,2
Msco,-64.68,49.71, , ,1251410,2051.99779564,-64.7083333333,49.7083333333,2
Msco,-56.85,51.26, , ,1216663,3931.29372799,-56.875,51.2916666667,2
Msco,-56.78,51.37, , ,1214861,984.598587264,-56.7916666667,51.375,2
Msco,-63.72,49.12, , ,1264606,1017.04671048,-63.7083333333,49.125,2
Msco,-63.7,49.43, , ,1257102,3208.610619,-63.7083333333,49.4583333333,2
Msco,-63.87,49.51, , ,1255209,3540.51804451,-63.875,49.5416666667,2
Msco,-63.25,49.22, , ,1262754,3301.38733505,-63.2083333333,49.2083333333,2
Msco,-71.33,40.98, , ,1467710,4025.05593256,-71.2916666667,40.9583333333,2
Msco,-57.72,50.69, , ,1229059,2199.71371091,-57.7083333333,50.7083333333,2
Msco,-64.9,42.5, , ,1423968,5063.88215219,-64.875,42.5416666667,2
Msco,-64.6,48.03, , ,1288691,2271.24881294,-64.625,48.0416666667,2
Msco,-64.38,48.15, , ,1286843,2804.62304228,-64.375,48.125,2
Msco,-64.48,48.22, , ,1284984,2067.74850767,-64.4583333333,48.2083333333,2
Msco,-64.23,48.17, , ,1284987,4556.70578416,-64.2083333333,48.2083333333,2
Msco,-62.48,46.9, , ,1315158,3232.79319432,-62.4583333333,46.875,2
Msco,-63.88,47.28, , ,1305536,1351.08506124,-63.875,47.2916666667,2
Msco,-63.4,47.12, , ,1309366,1976.81181074,-63.375,47.125,2
Msco,-64.22,48.43, , ,1279458,3266.72719609,-64.2083333333,48.4583333333,2
Msco,-64.35,47.65, , ,1297930,3354.9156863,-64.375,47.625,2
Msco,-63.32,46.85, , ,1315148,3520.15400495,-63.2916666667,46.875,2
Msco,-63.08,46.85, , ,1315151,4033.31335015,-63.0416666667,46.875,2
Msco,-66.23,42.67, , ,1419406,4613.68290115,-66.2083333333,42.7083333333,2
Msco,-66.05,42.68, , ,1419408,3220.68409414,-66.0416666667,42.7083333333,2
Msco,-66.62,42.77, , ,1417141,2441.44484226,-66.625,42.7916666667,2
Msco,4.7333,53.2, , ,1177501,1908.7285776,4.70833333333,53.2083333333,2
Msco,7.9333,54.35, , ,1151959,3223.66206419,7.95833333333,54.375,2
Msco,4.4108,52.3241, , ,1196410,4357.38865773,4.375,52.2916666667,2
Msco,8.101,54.4474, , ,1150028,1975.96292257,8.125,54.4583333333,2
Msco,8.1,54.1666, , ,1157698,4910.13843026,8.125,54.125,2
Msco,8.0167,54.7667, , ,1142266,3210.16508109,8.04166666667,54.7916666667,2
Msco,3.6265,51.8212, , ,1206677,3287.61547781,3.625,51.7916666667,2
Msco,8.0833,54.6, , ,1146150,3870.42208298,8.04166666667,54.625,2
Msco,8.1008,54.3015, , ,1153892,1918.50568453,8.125,54.2916666667,2
Msco,4.3806,52.7225, , ,1187787,1621.26531857,4.375,52.7083333333,2
Msco,8.0667,54.9167, , ,1138330,4904.5880798,8.04166666667,54.9583333333,2
Msco,4.1333,52.2833, , ,1196407,1089.72568283,4.125,52.2916666667,2
Msco,-52.44,45.17, , ,1355052,4497.2255399,-52.4583333333,45.2083333333,2
Msco,3.22327,51.44686, , ,1213742,1645.43548676,3.20833333333,51.4583333333,2
Msco,-53.73,45.1, , ,1357061,3259.793861,-53.7083333333,45.125,2
Msco,-49.22,47.21, , ,1307607,903.064693552,-49.2083333333,47.2083333333,2
Msco,4.1343,52.8584, , ,1184341,1950.59073369,4.125,52.875,2
Msco,10.7238,57.4953, , ,1077522,4220.18859284,10.7083333333,57.4583333333,2
Msco,10.6908,57.2195, , ,1083648,1633.64950355,10.7083333333,57.2083333333,2
Msco,11.3758,56.0248, , ,1112050,1878.63776622,11.375,56.0416666667,2
Msco,-57.0598,51.2412, , ,1218431,3869.71286489,-57.0416666667,51.2083333333,2
Msco,-68.387,48.6538, , ,1275772,3322.50354887,-68.375,48.625,2
Msco,-51.19,45.14, , ,1357091,2204.28038064,-51.2083333333,45.125,2
Msco,3.6261,52.3412, , ,1194678,3761.81271709,3.625,52.375,2
Msco,1.7717,52.2917, , ,1196379,1362.34579583,1.79166666667,52.2916666667,2
Msco,-66.9053,44.535557, , ,1371387,2502.02835424,-66.875,44.5416666667,2
Msco,-50.07,44.96, , ,1361172,2243.23941245,-50.0416666667,44.9583333333,2
Msco,2.939016667,51.56131667, , ,1211951,2564.14092573,2.95833333333,51.5416666667,2
Msco,-33.44143,64.877904, , ,935206,864.057571601,-33.4583333333,64.875,2
Msco,-63.91992,47.59384, , ,1297935,4510.43398818,-63.9583333333,47.625,2
Msco,4.0875,52.158, , ,1199840,4480.39597272,4.125,52.125,2
Msco,-59.45809937,43.61330032, , ,1395219,1300.02787937,-59.4583333333,43.625,2
Msco,-64.05,49.32, , ,1260874,3208.85649276,-64.0416666667,49.2916666667,2
Msco,-55.82,45.14, , ,1357036,2783.28272284,-55.7916666667,45.125,2
Msco,-52.31,45.85, , ,1338930,3122.19625737,-52.2916666667,45.875,2
Msco,8.2167,53.9167, , ,1161416,4666.41297521,8.20833333333,53.9583333333,2
Msco,4.2333,52.15, , ,1199841,3264.99396048,4.20833333333,52.125,2
Msco,8.25,54.1333, , ,1157700,2876.26706828,8.29166666667,54.125,2
Msco,-64.06142,47.50959, , ,1299830,3864.12603977,-64.0416666667,47.5416666667,2
Msco,1.9,52.3, , ,1196380,1941.37632686,1.875,52.2916666667,2
Msco,-51.55,44.94, , ,1361154,2140.90558653,-51.5416666667,44.9583333333,2
Msco,19.1667,74.25, , ,704468,4818.21158249,19.2083333333,74.2916666667,2
Msco,-63.633333,48.116667, , ,1286852,1115.08961615,-63.625,48.125,2
Msco,-56.6022,51.4853, , ,1213069,3392.8135202,-56.625,51.4583333333,2
Msco,4.0214,52.4517, , ,1192958,1562.99221962,4.04166666667,52.4583333333,2
Msco,-66.0,45.0, , ,1358976,5676.87175175,-65.9583333333,45.0416666667,2
Msco,3.857335,51.93108, , ,1203256,3266.61734998,3.875,51.9583333333,2
Msco,17.0,74.45, , ,697366,1555.66213138,17.0416666667,74.4583333333,2
Msco,-64.6,48.2, , ,1284982,2076.47686329,-64.625,48.2083333333,2
Msco,-53.77,45.85, , ,1338912,3248.40704375,-53.7916666667,45.875,2
Msco,3.3101,51.6434, , ,1210183,2412.43126084,3.29166666667,51.625,2
Msco,-49.24,43.56, , ,1397528,3270.64972759,-49.2083333333,43.5416666667,2
Msco,-64.22175,47.97434, , ,1290535,2042.38959582,-64.2083333333,47.9583333333,2
Msco,-57.6383,50.9955, , ,1223735,4238.91081725,-57.625,50.9583333333,2
Msco,-64.8832,49.746, , ,1251408,4230.94197916,-64.875,49.7083333333,2
Msco,-52.11,44.51, , ,1371543,3715.42331274,-52.125,44.5416666667,2
Msco,-63.666667,47.883333, , ,1292372,3251.42568395,-63.7083333333,47.875,2
Msco,-68.9325,48.7525, , ,1272042,4751.47266151,-68.9583333333,48.7916666667,2
Msco,17.95,73.75, , ,725439,4657.50987028,17.9583333333,73.7916666667,2
Msco,-70.14,47.54, , ,1299815,1144.37902261,-70.125,47.5416666667,2
Msco,-52.44,44.65, , ,1369433,3135.89365022,-52.4583333333,44.625,2
Msco,4.6846,53.096, , ,1179203,3597.47149673,4.70833333333,53.125,2
Msco,5.3833,53.4833, , ,1172296,2832.8027368,5.375,53.4583333333,2
Msco,-51.95,46.15, , ,1332906,2852.48127453,-51.9583333333,46.125,2
Msco,-68.01,48.71, , ,1273919,2337.92572795,-68.0416666667,48.7083333333,2
Msco,4.2167,52.5833, , ,1191236,4667.48794358,4.20833333333,52.5416666667,2
Msco,-57.15,51.416667, , ,1213063,4950.88836569,-57.125,51.4583333333,2
Msco,-69.12200165,43.92649841, , ,1386377,3545.39529282,-69.125,43.9583333333,2
Msco,-68.59,48.92, , ,1268309,4974.72482803,-68.625,48.9583333333,2
Msco,-63.43,49.88, , ,1247615,2111.10532261,-63.4583333333,49.875,2
Msco,4.2238,52.459, , ,1192960,1053.94372833,4.20833333333,52.4583333333,2
Msco,4.5658,52.5692, , ,1191240,3473.67558163,4.54166666667,52.5416666667,2
Msco,-70.12640381,43.62770081, , ,1395095,320.749996492,-70.125,43.625,2
Msco,-50.21,45.02, , ,1359132,2411.44766786,-50.2083333333,45.0416666667,2
Msco,-63.9385,48.33317, , ,1283146,4843.81952935,-63.9583333333,48.2916666667,2
Msco,-63.646,47.096, , ,1309363,3596.4897401,-63.625,47.125,2
Msco,-53.71,45.2, , ,1355037,935.34253285,-53.7083333333,45.2083333333,2
Msco,-53.72,45.73, , ,1342941,2573.76015956,-53.7083333333,45.7083333333,2
Msco,-50.71,44.44, , ,1373682,2041.53360399,-50.7083333333,44.4583333333,2
Msco,5.3166,53.5833, , ,1170516,4919.3782756,5.29166666667,53.5416666667,2
Msco,-64.60834,47.60642, , ,1297927,2415.80210694,-64.625,47.625,2
Msco,-52.49,44.89, , ,1363200,3006.37181333,-52.4583333333,44.875,2
Msco,-64.32867,47.35834, , ,1303629,3353.03460408,-64.2916666667,47.375,2
Msco,-68.25,41.0, , ,1465459,5804.59140635,-68.2083333333,41.0416666667,2
Msco,5.0333,53.4166, , ,1174048,4663.15137826,5.04166666667,53.375,2
Msco,-63.74,49.93, , ,1245700,3885.63997446,-63.7083333333,49.9583333333,2
Msco,-51.88,45.19, , ,1355059,2075.01760869,-51.875,45.2083333333,2
Msco,5.8333,53.5833, , ,1170522,5392.69202205,5.79166666667,53.5416666667,2
Msco,-54.45,44.94, , ,1361119,2140.90558653,-54.4583333333,44.9583333333,2
Msco,16.5,75.1667, , ,667732,4796.95183319,16.5416666667,75.2083333333,2
Msco,-49.45,47.07, , ,1311448,3212.87334324,-49.4583333333,47.0416666667,2
Msco,-52.61,46.35, , ,1326949,3009.17181295,-52.625,46.375,2
Msco,-61.0167,44.783333, , ,1365157,2182.07916528,-61.0416666667,44.7916666667,2
Msco,-64.15,47.416667, , ,1301733,5001.57969619,-64.125,47.4583333333,2
Msco,-55.89,45.33, , ,1352994,4419.69244288,-55.875,45.2916666667,2
Msco,-52.17,44.98, , ,1361146,3865.58906352,-52.2083333333,44.9583333333,2
Msco,-50.19,44.6, , ,1369460,3136.17253462,-50.2083333333,44.625,2
Msco,-49.25,44.41, , ,1375826,5113.41566614,-49.2083333333,44.375,2
Msco,-51.55,46.74, , ,1319136,3577.4187313,-51.5416666667,46.7083333333,2
Msco,-57.36,51.14, , ,1220207,1971.59583763,-57.375,51.125,2
Msco,4.8433,53.3027, , ,1175785,2444.40703778,4.875,53.2916666667,2
Msco,-48.98,46.64, , ,1321108,2352.26868447,-48.9583333333,46.625,2
