Sps,decimalLon,decimalLat,Lon_dd,Lat_dd,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Msco,-49.78,44.73, , ,1367370,2579.07724605,-49.7916666667,44.7083333333,2
Msco,-56.05,45.21, , ,1355009,680.360989577,-56.0416666667,45.2083333333,2
Msco,19.3333,73.5, , ,735445,4833.51060546,19.2916666667,73.5416666667,2
Msco,-57.1488,51.3155, , ,1216660,3128.196289,-57.125,51.2916666667,2
Msco,-51.43,44.79, , ,1365272,2249.74367265,-51.4583333333,44.7916666667,2
Msco,-67.56629944,44.27799988, , ,1377770,2484.4025583,-67.5416666667,44.2916666667,2
Msco,-52.74,45.88, , ,1338925,2520.44486122,-52.7083333333,45.875,2
Msco,-53.65,45.43, , ,1348971,3706.95916584,-53.625,45.4583333333,2
Msco,-57.5,74.55, , ,693349,1549.92556276,-57.4583333333,74.5416666667,2
Msco,22.5667,74.35, , ,700979,2890.24747719,22.5416666667,74.375,2
Msco,4.8833,53.4, , ,1174046,2836.61329033,4.875,53.375,2
Msco,-53.23,45.57, , ,1346963,3574.70006733,-53.2083333333,45.5416666667,2
Msco,-64.7222,49.8015, , ,1249510,1480.86185208,-64.7083333333,49.7916666667,2
Msco,-52.41,45.49, , ,1348986,4458.3207015,-52.375,45.4583333333,2
Msco,3.3883,51.745, , ,1208419,4181.83485809,3.375,51.7083333333,2
Msco,-68.56,48.55, , ,1277616,1640.44491754,-68.5416666667,48.5416666667,2
Msco,-64.07184,48.11275, , ,1286847,2627.20110027,-64.0416666667,48.125,2
Msco,-53.05,45.05, , ,1359098,1135.21233749,-53.0416666667,45.0416666667,2
Msco,-62.09030151,44.56169891, , ,1371423,3543.58031485,-62.125,44.5416666667,2
Msco,-48.8,47.16, , ,1309529,3942.08634201,-48.7916666667,47.125,2
Msco,-53.14,44.82, , ,1365252,3364.82992639,-53.125,44.7916666667,2
Msco,-52.38,45.65, , ,1344969,2805.81972992,-52.375,45.625,2
Msco,10.0,80.0, , ,482312,4721.87027772,10.0416666667,80.0416666667,2
Msco,-50.07,47.16, , ,1309514,4445.16238279,-50.0416666667,47.125,2
Msco,-63.3993,49.2975, , ,1260882,1882.86234913,-63.375,49.2916666667,2
Msco,-51.98,45.61, , ,1344974,2373.85186843,-51.9583333333,45.625,2
Msco,-49.41,47.36, , ,1303794,3125.70336213,-49.375,47.375,2
Msco,-50.03,45.15, , ,1357105,2925.99114159,-50.0416666667,45.125,2
Msco,18.3333,73.5833, , ,735433,4829.06616536,18.2916666667,73.5416666667,2
Msco,-49.58,47.44, , ,1301893,3537.26833146,-49.5416666667,47.4583333333,2
Msco,-55.29,45.26, , ,1353001,3521.77270302,-55.2916666667,45.2916666667,2
Msco,2.8738,51.6695, , ,1208413,4321.44922203,2.875,51.7083333333,2
Msco,-55.7,45.24, , ,1355013,3579.65243865,-55.7083333333,45.2083333333,2
Msco,-57.4517,50.8675, , ,1225504,956.114427671,-57.4583333333,50.875,2
Msco,-49.99,44.81, , ,1365290,3229.25051136,-49.9583333333,44.7916666667,2
Msco,15.45,75.2667, , ,664784,2796.82159051,15.4583333333,75.2916666667,2
Msco,-52.12,44.77, , ,1365264,2440.0666504,-52.125,44.7916666667,2
Msco,8.25,54.3833, , ,1151963,2860.73027312,8.29166666667,54.375,2
Msco,-68.40139771,44.06230164, , ,1384223,3119.61216244,-68.375,44.0416666667,2
Msco,-65.67583466,42.75283051, , ,1417152,5068.22492063,-65.7083333333,42.7916666667,2
Msco,-52.8,44.99, , ,1361139,3580.02479693,-52.7916666667,44.9583333333,2
Msco,-53.48,45.05, , ,1359093,1942.0276102,-53.4583333333,45.0416666667,2
Msco,-64.07,49.59, , ,1253317,4398.55530039,-64.0416666667,49.625,2
Msco,-52.69,44.9, , ,1363197,3133.10321985,-52.7083333333,44.875,2
Msco,-55.0,50.0, , ,1243882,5513.21510247,-54.9583333333,50.0416666667,2
Msco,-64.54542,47.68917, , ,1296062,2149.20897902,-64.5416666667,47.7083333333,2
Msco,-49.31,44.32, , ,1377969,3471.61344141,-49.2916666667,44.2916666667,2
Msco,-65.91,50.16, , ,1241847,4627.73879185,-65.875,50.125,2
Msco,-50.64,45.15, , ,1357098,3018.50744607,-50.625,45.125,2
Msco,-49.9,44.94, , ,1361174,2836.08448558,-49.875,44.9583333333,2
Msco,-49.06,46.73, , ,1319166,2786.73493313,-49.0416666667,46.7083333333,2
Msco,3.9204,52.2491, , ,1198119,5224.44029894,3.95833333333,52.2083333333,2
Msco,-61.97639847,43.0428009, , ,1410517,1477.42261302,-61.9583333333,43.0416666667,2
Msco,22.5,73.8333, , ,725494,4824.18714392,22.5416666667,73.7916666667,2
Msco,-64.32009,47.93467, , ,1290534,3380.99231411,-64.2916666667,47.9583333333,2
Msco,-64.483333,49.05, , ,1266460,2049.13772209,-64.4583333333,49.0416666667,2
Msco,-49.78,45.19, , ,1355084,2234.20454614,-49.7916666667,45.2083333333,2
Msco,-52.81,44.89, , ,1363196,2208.34352257,-52.7916666667,44.875,2
Msco,-66.0,43.0, , ,1410469,5741.2556683,-65.9583333333,43.0416666667,2
Msco,-49.56,44.14, , ,1382272,2220.48484271,-49.5416666667,44.125,2
Msco,-52.68,45.25, , ,1353032,5136.84625986,-52.7083333333,45.2916666667,2
Msco,-51.71,45.1, , ,1357085,2781.44328456,-51.7083333333,45.125,2
Msco,-69.69,47.99, , ,1290506,3777.72031667,-69.7083333333,47.9583333333,2
Msco,3.9148,52.6573, , ,1189506,4491.96020499,3.875,52.625,2
Msco,-54.19,45.24, , ,1355031,3802.47315255,-54.2083333333,45.2083333333,2
Msco,-70.28530121,43.54639816, , ,1397276,735.524124446,-70.2916666667,43.5416666667,2
Msco,-62.88233376,44.33033562, , ,1377806,4336.4868456,-62.875,44.2916666667,2
Msco,-52.62,46.18, , ,1330906,3172.95642073,-52.625,46.2083333333,2
Msco,-52.57,45.12, , ,1357075,2297.43955547,-52.5416666667,45.125,2
Msco,3.1513,51.5895, , ,1210181,4349.71277913,3.125,51.625,2
Msco,-69.456053,48.033405, , ,1288663,934.229643721,-69.4583333333,48.0416666667,2
Msco,-53.36,44.86, , ,1363189,2045.46196126,-53.375,44.875,2
Msco,-54.35,45.09, , ,1357053,4358.97210817,-54.375,45.125,2
Msco,-53.63,50.02, , ,1243898,2436.45780415,-53.625,50.0416666667,2
Msco,-48.79,47.05, , ,1311456,935.048262738,-48.7916666667,47.0416666667,2
Msco,-54.06,44.89, , ,1363181,2208.34352257,-54.0416666667,44.875,2
Msco,-49.48,43.43, , ,1399721,3603.52820501,-49.4583333333,43.4583333333,2
Msco,22.116667,60.2, , ,1011694,1037.1091002,22.125,60.2083333333,2
Msco,-54.02,45.73, , ,1342937,2940.18193977,-54.0416666667,45.7083333333,2
Msco,-68.8187,48.5115, , ,1277613,3903.84978136,-68.7916666667,48.5416666667,2
Msco,-52.8,45.08, , ,1359101,4310.36389191,-52.7916666667,45.0416666667,2
Msco,21.0,76.0, , ,637475,4785.06202303,21.0416666667,76.0416666667,2
Msco,-53.91,54.87, , ,1139622,2314.8068408,-53.875,54.875,2
Msco,-49.58,46.6, , ,1321101,4043.05295021,-49.5416666667,46.625,2
Msco,-63.91817,48.65167, , ,1275780,4190.18856596,-63.9583333333,48.625,2
Msco,-52.98,44.93, , ,1361137,3583.07841436,-52.9583333333,44.9583333333,2
Msco,3.9,52.0833, , ,1201550,4939.59355342,3.875,52.0416666667,2
Msco,-49.41,44.84, , ,1363237,4773.01644899,-49.375,44.875,2
Msco,-51.82,44.72, , ,1367346,2592.52635851,-51.7916666667,44.7083333333,2
Msco,-48.44,45.52, , ,1347020,2801.75013354,-48.4583333333,45.5416666667,2
Msco,-49.55,47.3, , ,1305693,1120.54422437,-49.5416666667,47.2916666667,2
Msco,-62.35358047,44.00975037, , ,1384278,3940.20278267,-62.375,44.0416666667,2
Msco,-52.63,45.52, , ,1346970,2439.54901064,-52.625,45.5416666667,2
Msco,-63.75,47.683333, , ,1296072,4184.31155208,-63.7083333333,47.7083333333,2
Msco,-49.73,44.98, , ,1361176,2952.8439288,-49.7083333333,44.9583333333,2
Msco,-67.90509796,44.25559998, , ,1377766,4672.81812723,-67.875,44.2916666667,2
Msco,-50.79,45.13, , ,1357096,570.931693087,-50.7916666667,45.125,2
Msco,-63.58508,46.83917, , ,1315144,5013.27251831,-63.625,46.875,2
Msco,6.118,53.7125, , ,1166915,654.752524226,6.125,53.7083333333,2
Msco,-50.92,43.39, , ,1401892,3525.08098249,-50.9583333333,43.375,2
Msco,24.0,74.25, , ,704526,4818.47562156,24.0416666667,74.2916666667,2
Msco,-55.77,44.96, , ,1361103,1719.56530594,-55.7916666667,44.9583333333,2
Msco,-52.48,45.27, , ,1353035,2947.58858495,-52.4583333333,45.2916666667,2
Msco,-68.27,49.04, , ,1266440,1594.89930806,-68.2916666667,49.0416666667,2
Msco,20.0,74.0, , ,715041,4823.51804392,20.0416666667,74.0416666667,2
Msco,-53.97,44.78, , ,1365242,1591.65504478,-53.9583333333,44.7916666667,2
Msco,-53.39,44.95, , ,1361132,1502.88375093,-53.375,44.9583333333,2
Msco,-51.7367,45.896667, , ,1338937,3263.13849803,-51.7083333333,45.875,2
Msco,-55.49,45.23, , ,1355016,3461.90291738,-55.4583333333,45.2083333333,2
Msco,18.4167,73.3667, , ,741793,1621.11027861,18.4583333333,73.375,2
Msco,-49.7,45.1, , ,1357109,2854.69078891,-49.7083333333,45.125,2
Msco,-52.76,45.59, , ,1344964,4608.10732395,-52.7916666667,45.625,2
Msco,-52.34,45.97, , ,1336911,3006.95173419,-52.375,45.9583333333,2
Msco,-52.18,45.6, , ,1344971,3550.34727742,-52.2083333333,45.625,2
Msco,-53.86,45.39, , ,1350990,2039.45003348,-53.875,45.375,2
Msco,-69.7458,47.802222, , ,1294192,3042.39103371,-69.7083333333,47.7916666667,2
Msco,-24.0,65.58300018, , ,926688,4994.30008325,-23.9583333333,65.5416666667,2
Msco,-49.63,44.91, , ,1363234,3909.54127446,-49.625,44.875,2
Msco,-48.84,46.66, , ,1321109,4724.23707843,-48.875,46.625,2
Msco,-53.11,45.28, , ,1353027,1751.01507077,-53.125,45.2916666667,2
Msco,-67.18299866,44.55149841, , ,1371383,2290.59027387,-67.2083333333,44.5416666667,2
Msco,-49.92,47.3, , ,1305688,3043.77584341,-49.9583333333,47.2916666667,2
Msco,-57.8763,50.8758, , ,1225499,127.64357017,-57.875,50.875,2
Msco,5.6833,53.5667, , ,1170521,3242.68623647,5.70833333333,53.5416666667,2
Msco,-49.63,47.63, , ,1298092,671.022483867,-49.625,47.625,2
Msco,-68.05149841,44.05860138, , ,1384227,2039.9691659,-68.0416666667,44.0416666667,2
Msco,3.786,52.2095, , ,1198117,408.535181204,3.79166666667,52.2083333333,2
Msco,-50.01,44.0, , ,1384426,5280.19421615,-50.0416666667,44.0416666667,2
Msco,17.0,74.0, , ,715005,4823.51804392,17.0416666667,74.0416666667,2
Msco,-64.17342,47.58892, , ,1297932,4794.08994698,-64.2083333333,47.625,2
Msco,-64.21634,48.07209, , ,1288696,3435.06211781,-64.2083333333,48.0416666667,2
Msco,-2.89819,47.526, , ,1300555,2466.34365235,-2.875,47.5416666667,2
Msco,-49.73,44.86, , ,1363233,2389.68354422,-49.7083333333,44.875,2
Msco,-51.72,46.43, , ,1325000,3274.63511919,-51.7083333333,46.4583333333,2
Msco,-63.47925,48.43133, , ,1279467,3378.02588411,-63.4583333333,48.4583333333,2
Msco,-64.509444,48.394444, , ,1281293,3220.4222345,-64.5416666667,48.375,2
Msco,-66.66670227,43.74829865, , ,1392941,5564.93281231,-66.7083333333,43.7083333333,2
Msco,-64.09217,48.01325, , ,1288697,3997.42703805,-64.125,48.0416666667,2
Msco,-52.72,45.15, , ,1357073,2925.99114159,-52.7083333333,45.125,2
Msco,-49.6,47.05, , ,1311446,2113.62564963,-49.625,47.0416666667,2
Msco,-52.4,45.02, , ,1359106,3111.1374031,-52.375,45.0416666667,2
Msco,-52.53,45.43, , ,1348984,3278.59357903,-52.5416666667,45.4583333333,2
Msco,-49.63,44.37, , ,1375821,683.740901345,-49.625,44.375,2
Msco,23.531666,75.1, , ,670760,2805.19923423,23.5416666667,75.125,2
Msco,-63.94184,48.153, , ,1286848,3346.65083474,-63.9583333333,48.125,2
Msco,-49.54,44.82, , ,1365295,3151.3858018,-49.5416666667,44.7916666667,2
Msco,-57.0,51.0, , ,1221977,5480.32581066,-56.9583333333,51.0416666667,2
Msco,-54.65,49.7, , ,1251502,2027.6116345,-54.625,49.7083333333,2
Msco,18.5,74.1667, , ,707978,4816.55953742,18.5416666667,74.2083333333,2
Msco,-63.6905,48.46075, , ,1279464,1346.05497879,-63.7083333333,48.4583333333,2
Msco,19.2655,74.45066667, , ,697391,1159.93777955,19.2916666667,74.4583333333,2
Msco,-53.26,45.01, , ,1359095,4314.29944189,-53.2916666667,45.0416666667,2
Msco,-53.21,44.91, , ,1363191,3891.76627038,-53.2083333333,44.875,2
Msco,8.4167,54.3833, , ,1151965,2858.68047522,8.45833333333,54.375,2
Msco,-52.21,45.14, , ,1357079,1672.16327955,-52.2083333333,45.125,2
Msco,-63.55208,48.60942, , ,1275785,1895.03562035,-63.5416666667,48.625,2
Msco,25.0,74.25, , ,704538,4818.47562156,25.0416666667,74.2916666667,2
Msco,3.7747,52.6215, , ,1189505,1213.20244919,3.79166666667,52.625,2
Msco,-57.3293,50.9548, , ,1223739,2673.29445917,-57.2916666667,50.9583333333,2
Msco,-49.27,44.78, , ,1365298,2149.66965145,-49.2916666667,44.7916666667,2
Msco,16.5,74.8333, , ,683427,4804.17933742,16.5416666667,74.7916666667,2
Msco,-57.6873,50.8802, , ,1225501,1589.38368029,-57.7083333333,50.875,2
Msco,16.5,74.5833, , ,693799,4809.08163807,16.5416666667,74.5416666667,2
Msco,19.2,74.0, , ,715031,4657.40289832,19.2083333333,74.0416666667,2
Msco,-64.34317,48.25975, , ,1283141,4263.50110044,-64.375,48.2916666667,2
Msco,-51.95,44.97, , ,1361149,1453.70220024,-51.9583333333,44.9583333333,2
Msco,-62.60692,46.88992, , ,1315156,2156.44221497,-62.625,46.875,2
Msco,-63.97242,48.053, , ,1288699,1640.4478289,-63.9583333333,48.0416666667,2
Msco,-49.84,47.18, , ,1307599,4117.8721214,-49.875,47.2083333333,2
Msco,-64.4215,47.72875, , ,1296063,3576.3938843,-64.4583333333,47.7083333333,2
Msco,-58.0,44.51670074, , ,1371473,4320.4723187,-57.9583333333,44.5416666667,2
Msco,-52.65,45.05, , ,1359103,2176.46287316,-52.625,45.0416666667,2
Msco,-63.8333,48.950001, , ,1268336,3186.86986109,-63.7916666667,48.9583333333,2
Msco,22.0,74.0, , ,715065,4823.51804392,22.0416666667,74.0416666667,2
Msco,-51.75,46.69, , ,1319134,3782.70737396,-51.7083333333,46.7083333333,2
Msco,-50.43,45.02, , ,1359129,3283.77882675,-50.4583333333,45.0416666667,2
Msco,-69.57579803,43.82960129, , ,1390724,5030.59410668,-69.5416666667,43.7916666667,2
Msco,-51.01,44.77, , ,1365277,3475.47735806,-51.0416666667,44.7916666667,2
Msco,-55.32,49.84, , ,1247694,4393.82992356,-55.2916666667,49.875,2
Msco,-58.15,56.37, , ,1103143,1642.04673274,-58.125,56.375,2
Msco,-64.71095,47.748023, , ,1296060,4417.26045822,-64.7083333333,47.7083333333,2
Msco,-52.33,45.4, , ,1351009,4090.48829363,-52.2916666667,45.375,2
Msco,-57.1183,51.164, , ,1220210,4364.05040334,-57.125,51.125,2
Msco,-53.99,44.97, , ,1361125,2814.75607224,-53.9583333333,44.9583333333,2
Msco,20.8333,73.75, , ,725473,4828.34592858,20.7916666667,73.7916666667,2
Msco,-64.899713,47.51692, , ,1299820,3321.60468975,-64.875,47.5416666667,2
Msco,-63.9833,43.216667, , ,1406112,2230.04970164,-63.9583333333,43.2083333333,2
Msco,-64.7257,49.925, , ,1245688,3911.56610045,-64.7083333333,49.9583333333,2
Msco,-64.24825,47.78125, , ,1294212,3207.47348174,-64.2083333333,47.7916666667,2
Msco,-51.97,44.88, , ,1363206,1076.34953818,-51.9583333333,44.875,2
Msco,-68.57759857,43.94290161, , ,1386384,3355.51225063,-68.5416666667,43.9583333333,2
Msco,-62.51166534,44.0260849, , ,1384276,2963.30471733,-62.5416666667,44.0416666667,2
Msco,-49.86,44.82, , ,1365291,3364.82992639,-49.875,44.7916666667,2
Msco,-48.41,46.6, , ,1321115,3861.58394156,-48.375,46.625,2
Msco,25.8333,74.3667, , ,701018,1557.86374008,25.7916666667,74.375,2
Msco,-51.61,46.87, , ,1315278,1271.48301731,-51.625,46.875,2
Msco,-55.04,49.89, , ,1247697,1672.69642944,-55.0416666667,49.875,2
Msco,-64.3758,49.7355, , ,1251414,3022.12780191,-64.375,49.7083333333,2
Msco,-48.91,46.49, , ,1325034,4429.01143987,-48.875,46.4583333333,2
Msco,-65.5982,50.1262, , ,1241850,1921.07839724,-65.625,50.125,2
Msco,17.6333,73.9833, , ,718501,2798.20594677,17.625,73.9583333333,2
Msco,-49.49,47.52, , ,1299996,3389.49543461,-49.4583333333,47.5416666667,2
Msco,8.4667,54.1, , ,1157702,2835.96351784,8.45833333333,54.125,2
Msco,-54.58,45.44, , ,1348960,3625.49914457,-54.5416666667,45.4583333333,2
Msco,-51.4,47.1, , ,1309498,3365.23381699,-51.375,47.125,2
Msco,23.20000076,59.83330154, , ,1020861,4662.01158009,23.2083333333,59.7916666667,2
Msco,-50.32,47.44, , ,1301884,2953.05362655,-50.2916666667,47.4583333333,2
Msco,-63.675,50.0817, , ,1243787,5052.25559107,-63.7083333333,50.0416666667,2
Msco,3.1667,51.75, , ,1206672,5454.47033246,3.20833333333,51.7916666667,2
Msco,20.9167,74.3, , ,704489,1564.78203875,20.9583333333,74.2916666667,2
Msco,-52.64,46.02, , ,1334899,2673.66699595,-52.625,46.0416666667,2
Msco,-68.26319885,44.14300156, , ,1382064,3031.65473652,-68.2916666667,44.125,2
Msco,-49.24,44.61, , ,1369472,3015.87134829,-49.2083333333,44.625,2
Msco,-63.86742,48.43825, , ,1279462,2302.56928522,-63.875,48.4583333333,2
Msco,20.6667,74.0, , ,715049,4823.24605383,20.7083333333,74.0416666667,2
Msco,-57.032,51.356, , ,1214858,2218.46879269,-57.0416666667,51.375,2
Msco,-52.91,45.56, , ,1346967,3409.03751261,-52.875,45.5416666667,2
Msco,-54.35,49.83, , ,1249609,4627.80018567,-54.375,49.7916666667,2
Msco,-55.96,45.12, , ,1357034,570.933848304,-55.9583333333,45.125,2
Msco,-54.44,45.03, , ,1359081,1941.12568708,-54.4583333333,45.0416666667,2
Msco,-55.03,45.09, , ,1357045,3996.58218428,-55.0416666667,45.125,2
Msco,-49.13,45.52, , ,1347012,2439.54901064,-49.125,45.5416666667,2
Msco,-54.01,45.06, , ,1359086,3220.90128859,-54.0416666667,45.0416666667,2
Msco,-54.13,44.58, , ,1371519,4278.20415723,-54.125,44.5416666667,2
Msco,17.3333,74.5833, , ,693808,4808.82656224,17.2916666667,74.5416666667,2
Msco,-65.80601556,44.97985204, , ,1361017,2645.78010492,-65.7916666667,44.9583333333,2
Msco,-56.575,51.375, , ,1214864,2321.01030376,-56.5416666667,51.375,2
Msco,-46.93,46.36, , ,1327017,2744.72149828,-46.9583333333,46.375,2
Msco,-55.29,44.96, , ,1361109,227.154801312,-55.2916666667,44.9583333333,2
Msco,-53.05,44.71, , ,1367331,685.853166248,-53.0416666667,44.7083333333,2
Msco,-52.87,44.49, , ,1373656,3541.26414832,-52.875,44.4583333333,2
Msco,-53.93,45.22, , ,1355034,2575.7869311,-53.9583333333,45.2083333333,2
Msco,-55.01,45.45, , ,1348954,2644.50112586,-55.0416666667,45.4583333333,2
Msco,-69.9,47.566667, , ,1299818,3356.58529529,-69.875,47.5416666667,2
Msco,-51.82,44.97, , ,1361151,2584.17048906,-51.7916666667,44.9583333333,2
Msco,-51.77,46.8, , ,1317202,1895.89045407,-51.7916666667,46.7916666667,2
Msco,-51.94,43.63, , ,1395309,1580.46493239,-51.9583333333,43.625,2
Msco,-54.06,45.56, , ,1346953,2490.25477915,-54.0416666667,45.5416666667,2
Msco,-60.479,59.706, , ,1021898,1192.0646306,-60.4583333333,59.7083333333,2
Msco,-54.52,49.83, , ,1249607,4539.89615856,-54.5416666667,49.7916666667,2
Msco,-53.81,45.66, , ,1344952,4144.31414443,-53.7916666667,45.625,2
Msco,-48.12,45.85, , ,1338980,2805.71181755,-48.125,45.875,2
Msco,17.8833,74.0833, , ,715015,4653.61452522,17.875,74.0416666667,2
Msco,-69.92,47.69, , ,1296050,3526.10999047,-69.9583333333,47.7083333333,2
Msco,-54.45,44.71, , ,1367314,685.853166249,-54.4583333333,44.7083333333,2
Msco,-64.16583,47.83992, , ,1292367,4954.66091221,-64.125,47.875,2
Msco,-64.38859,47.84709, , ,1292364,3265.60579323,-64.375,47.875,2
Msco,-65.99810028,42.49940109, , ,1426244,5612.78187427,-65.9583333333,42.4583333333,2
Msco,-52.63,45.63, , ,1344966,678.86130223,-52.625,45.625,2
Msco,3.4721,51.8361, , ,1204956,4430.90540493,3.45833333333,51.875,2
Msco,5.0833,53.5333, , ,1170513,2913.14490425,5.04166666667,53.5416666667,2
Msco,17.55,74.3333, , ,704448,4653.5650356,17.5416666667,74.2916666667,2
Msco,-69.71730042,43.6006012, , ,1395100,2805.80607604,-69.7083333333,43.625,2
Msco,-52.19,45.44, , ,1348988,2491.70839169,-52.2083333333,45.4583333333,2
Msco,-54.35,45.54, , ,1346949,1961.30574916,-54.375,45.5416666667,2
Msco,-54.87,49.69, , ,1251499,2070.75177584,-54.875,49.7083333333,2
Msco,-53.15,45.74, , ,1342948,4021.86027142,-53.125,45.7083333333,2
Msco,-51.56,46.59, , ,1321077,4136.46735045,-51.5416666667,46.625,2
Msco,3.656,52.2041, , ,1198115,2170.94162374,3.625,52.2083333333,2
Msco,-55.5,50.14, , ,1241964,3414.50893438,-55.4583333333,50.125,2
Msco,-50.13,45.1, , ,1357104,2806.07157137,-50.125,45.125,2
Msco,-52.75,45.7, , ,1342953,3374.39875423,-52.7083333333,45.7083333333,2
Msco,-64.233333,48.616667, , ,1275777,2062.94790536,-64.2083333333,48.625,2
Msco,-51.31,42.95, , ,1412853,1759.30169671,-51.2916666667,42.9583333333,2
Msco,-61.5,44.51670074, , ,1371431,4320.4723187,-61.4583333333,44.5416666667,2
Msco,-63.66017,47.29567, , ,1305539,2697.17362538,-63.625,47.2916666667,2
Msco,-69.77780151,43.71039963, , ,1392904,1140.82447507,-69.7916666667,43.7083333333,2
Msco,-55.9,44.9, , ,1363159,3408.71468761,-55.875,44.875,2
Msco,-50.08,44.75, , ,1365289,5536.04732737,-50.0416666667,44.7916666667,2
Msco,-70.22,47.45, , ,1301720,1277.65335366,-70.2083333333,47.4583333333,2
Msco,-54.6,45.24, , ,1355026,4029.98346962,-54.625,45.2083333333,2
Msco,-54.17,49.9, , ,1247707,3914.17408879,-54.2083333333,49.875,2
Msco,-49.9,46.61, , ,1321097,2539.16051626,-49.875,46.625,2
Msco,-54.37,44.86, , ,1363177,1713.13125454,-54.375,44.875,2
Msco,-49.79,47.65, , ,1298090,2782.40192089,-49.7916666667,47.625,2
Msco,-67.00530243,44.76520157, , ,1365113,4115.05794736,-67.0416666667,44.7916666667,2
Msco,-64.60317,48.30942, , ,1283138,2553.45707396,-64.625,48.2916666667,2
Msco,-55.7,50.16, , ,1241961,3938.42429865,-55.7083333333,50.125,2
Msco,-54.77,49.77, , ,1249604,2870.97727791,-54.7916666667,49.7916666667,2
Msco,17.2333,73.6667, , ,728811,4712.00617467,17.2083333333,73.7083333333,2
Msco,-54.36,50.03, , ,1243889,1684.87944348,-54.375,50.0416666667,2
Msco,-51.42,46.87, , ,1315280,2974.79911066,-51.4583333333,46.875,2
Msco,-52.31,44.84, , ,1363202,4150.68991457,-52.2916666667,44.875,2
Msco,-51.39,43.2, , ,1406263,1530.75689595,-51.375,43.2083333333,2
Msco,-48.99,44.79, , ,1365302,2512.71936856,-48.9583333333,44.7916666667,2
Msco,-51.6,45.19, , ,1355062,2830.18483361,-51.625,45.2083333333,2
Msco,-53.27,44.68, , ,1367328,3586.49695547,-53.2916666667,44.7083333333,2
Msco,-66.44999695,40.91999817, , ,1467768,4314.71948874,-66.4583333333,40.9583333333,2
Msco,-50.53,44.67, , ,1367361,4359.05760392,-50.5416666667,44.7083333333,2
Msco,-49.88,46.94, , ,1313368,2073.35369025,-49.875,46.9583333333,2
Msco,-54.09,45.65, , ,1344948,3894.52943177,-54.125,45.625,2
Msco,-65.5,42.0, , ,1437803,5773.07170012,-65.4583333333,42.0416666667,2
Msco,-67.31999969,40.9679985, , ,1467758,2615.51596463,-67.2916666667,40.9583333333,2
Msco,-78.78333333,52.91666667,DFO Arctic database, ,1181991,4670.60605684,-78.7916666667,52.9583333333,2
Msco,-79.27638889,51.66444444,DFO Arctic database, ,1209517,4514.23190119,-79.2916666667,51.625,2
Msco,-79.04361111,51.90305556,DFO Arctic database, ,1204336,3124.47792788,-79.0416666667,51.875,2
Msco,-79.20472222,51.94694444,DFO Arctic database, ,1202631,1291.29245102,-79.2083333333,51.9583333333,2
Msco,-78.91472222,51.80388889,DFO Arctic database, ,1206041,3059.18932438,-78.875,51.7916666667,2
Msco,0.98127,49.94691, , ,1246463,2079.41928666,0.958333333333,49.9583333333,1
Msco,-2.96929,48.78708, , ,1272745,953.069246707,-2.95833333333,48.7916666667,1
Msco,2.15903,51.14122, , ,1220848,2988.31594774,2.125,51.125,1
Msco,-3.44984,48.97545, , ,1269009,2002.53908616,-3.45833333333,48.9583333333,1
Msco,-4.11496,47.87006, , ,1293025,930.494491941,-4.125,47.875,1
Msco,-56.15152,46.83078, , ,1317156,4796.1551585,-56.125,46.7916666667,1
Msco,-3.8276,48.72056, , ,1274593,2973.38385453,-3.79166666667,48.7083333333,1
Msco,2.49935,51.12433, , ,1220852,2872.51932583,2.45833333333,51.125,1
Msco,1.53259,50.76339, , ,1227935,3210.09680814,1.54166666667,50.7916666667,1
Msco,0.08875,49.48697, , ,1257825,4128.73748913,0.125,49.4583333333,1
Msco,5.788645,58.501386, , ,1050472,4490.18819077,5.79166666667,58.5416666667,1
Msco,11.24167,58.64702, , ,1048447,3124.91184002,11.2083333333,58.625,1
Msco,17.28998,61.10248, , ,993993,2511.0732218,17.2916666667,61.125,1
Msco,12.64822,56.25755, , ,1105946,4062.012065,12.625,56.2916666667,1
Msco,11.74337,57.647048, , ,1073441,3226.35206699,11.7083333333,57.625,1
Msco,-164.10265,72.493175, , ,773983,3959.99115328,-164.125,72.4583333333,1
Msco,-163.70165,72.364645, , ,776862,1177.41683105,-163.708333333,72.375,1
Msco,-164.56685,71.869465, , ,793909,1070.92841007,-164.541666667,71.875,1
Msco,-167.21935,71.509775, , ,804941,3579.77865282,-167.208333333,71.5416666667,1
Msco,-166.9429,68.301565, , ,888234,1274.72908213,-166.958333333,68.2916666667,1
Msco,-162.65495,70.507905, , ,836346,3928.26919613,-162.625,70.5416666667,1
Msco,-163.95705,70.08649, , ,848347,4296.58161656,-163.958333333,70.125,1
Msco,-165.6327,70.771325, , ,828839,2287.13120569,-165.625,70.7916666667,1
Msco,-159.3866,70.892985, , ,826367,2050.97718762,-159.375,70.875,1
Msco,-160.83155,70.578245, , ,836368,4341.79285226,-160.791666667,70.5416666667,1
Msco,-160.6066,70.495775, , ,838856,4233.3335165,-160.625,70.4583333333,1
Msco,-162.6066,71.485965, , ,807748,3151.50296334,-162.625,71.4583333333,1
Msco,-166.42675,71.26343, , ,813110,3347.75260127,-166.458333333,71.2916666667,1
Msco,-163.7541,70.400415, , ,841303,3165.7493162,-163.791666667,70.375,1
