Sp,lon,lat,Source,Field5,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Slat,11.249333,57.425667,GBIF, ,1077528,4392.7713908,11.2083333333,57.4583333333,1
Slat,-64.06,67.52,GBIF, ,900407,2539.91961507,-64.0416666667,67.5416666667,1
Slat,-63.92,44.49,GBIF, ,1373523,4656.67901889,-63.9583333333,44.4583333333,1
Slat,-62.55,46.47,GBIF, ,1324877,1446.24116971,-62.5416666667,46.4583333333,1
Slat,-64.76,45.17,GBIF, ,1354935,4933.79267659,-64.7916666667,45.2083333333,1
Slat,-125.15,48.84,GBIF, ,1270158,4302.90398865,-125.125,48.875,1
Slat,5.15,60.18,GBIF, ,1011634,3447.96890446,5.125,60.2083333333,1
Slat,-64.38,46.74,GBIF, ,1318992,3540.93042705,-64.375,46.7083333333,1
Slat,-63.99,47.0,GBIF, ,1311291,5220.41666094,-63.9583333333,47.0416666667,1
Slat,-64.34,60.23,GBIF, ,1010809,3096.9862639,-64.375,60.2083333333,1
Slat,-62.07,46.47,GBIF, ,1324883,2533.46691978,-62.0416666667,46.4583333333,1
Slat,-61.31,56.77,GBIF, ,1093002,2660.29013799,-61.2916666667,56.7916666667,1
Slat,5.06,60.44,GBIF, ,1006560,2278.35460074,5.04166666667,60.4583333333,1
Slat,-64.71,46.67,GBIF, ,1318988,4263.22322407,-64.7083333333,46.7083333333,1
Slat,-63.54,50.23,GBIF, ,1239972,2412.98810362,-63.5416666667,50.2083333333,1
Slat,-63.52,59.3,GBIF, ,1031455,1544.68194602,-63.5416666667,59.2916666667,1
Slat,-124.06,49.62,GBIF, ,1253271,1436.67975881,-124.041666667,49.625,1
Slat,-123.39,48.65,GBIF, ,1275751,2991.81396439,-123.375,48.625,1
Slat,-131.7971,55.4731,GBIF, ,1125356,1679.5392931,-131.791666667,55.4583333333,1
Slat,-146.604444,60.330278,GBIF, ,1008807,4449.50369605,-146.625,60.2916666667,1
Slat,-63.549167,44.566667,GBIF, ,1371406,2841.31428821,-63.5416666667,44.5416666667,1
Slat,-123.006568,48.5351,GBIF, ,1277599,2692.78143784,-123.041666667,48.5416666667,1
Slat,-68.137835,44.354077,GBIF, ,1375619,2540.11299039,-68.125,44.375,1
Slat,11.008333,58.9,GBIF, ,1042319,3383.75149073,11.0416666667,58.875,1
Slat,8.425481,55.020619,GBIF, ,1136348,3146.94034781,8.45833333333,55.0416666667,1
Slat,-122.610364,48.13612,GBIF, ,1286809,1647.95736532,-122.625,48.125,1
Slat,-122.609009,47.646264,GBIF, ,1297911,2652.08518684,-122.625,47.625,1
Slat,-70.650037,42.085658,GBIF, ,1435422,4835.79550962,-70.625,42.125,1
Slat,-70.624757,42.968142,GBIF, ,1412621,1089.84494622,-70.625,42.9583333333,1
Slat,-70.333659,43.456475,GBIF, ,1399470,3352.23638929,-70.375,43.4583333333,1
Slat,-69.11945,43.99892,GBIF, ,1386377,4531.59093254,-69.125,43.9583333333,1
Slat,-72.208473,41.295524,GBIF, ,1458482,428.553550156,-72.2083333333,41.2916666667,1
Slat,-139.760833,59.5975,GBIF, ,1023486,3523.61954793,-139.791666667,59.625,1
Slat,-122.978348,48.429305,GBIF, ,1279440,3551.34855853,-122.958333333,48.4583333333,1
Slat,-122.686291,48.729533,GBIF, ,1273903,2861.54563107,-122.708333333,48.7083333333,1
Slat,-71.873253,41.067516,GBIF, ,1465415,2874.45100755,-71.875,41.0416666667,1
Slat,-70.713501,42.696062,GBIF, ,1419352,1427.42613338,-70.7083333333,42.7083333333,1
Slat,-69.322775,43.756685,GBIF, ,1390727,4623.78321688,-69.2916666667,43.7916666667,1
Slat,-53.16556,47.738344,GBIF, ,1296154,4515.89965699,-53.125,47.7083333333,1
Slat,-63.309691,46.148048,GBIF, ,1332780,2916.00203066,-63.2916666667,46.125,1
Slat,-58.775287,48.530319,GBIF, ,1277686,1747.99931522,-58.7916666667,48.5416666667,1
Slat,-68.806567,44.351809,GBIF, ,1375613,2837.53224042,-68.7916666667,44.375,1
Slat,-68.816315,43.854688,GBIF, ,1388558,3003.24471543,-68.7916666667,43.875,1
Slat,-68.833386,44.036904,GBIF, ,1384217,3377.21619698,-68.875,44.0416666667,1
Slat,-53.184302,47.537058,GBIF, ,1299952,1880.41128764,-53.2083333333,47.5416666667,1
Slat,-68.66531,44.155079,GBIF, ,1382060,4644.81604206,-68.625,44.125,1
Slat,-67.905025,44.448734,GBIF, ,1373493,2617.02671981,-67.875,44.4583333333,1
Slat,-61.099313,46.429074,GBIF, ,1324894,3804.54538176,-61.125,46.4583333333,1
Slat,-68.30174,44.236993,GBIF, ,1379913,3284.71313594,-68.2916666667,44.2083333333,1
Slat,-67.492857,44.611691,GBIF, ,1369275,3113.74509296,-67.4583333333,44.625,1
Slat,-2.131773,49.216667,GBIF, ,1263429,1050.00813097,-2.125,49.2083333333,1
Slat,-70.816326,41.25652,GBIF, ,1458499,4416.44560955,-70.7916666667,41.2916666667,1
Slat,-67.897739,48.72204,GBIF, ,1273921,2263.47159024,-67.875,48.7083333333,1
Slat,-158.692894,71.240012,GBIF, ,815854,3577.89927591,-158.708333333,71.2083333333,1
Slat,-64.491667,48.391667,GBIF, ,1281294,3087.2423354,-64.4583333333,48.375,1
Slat,-158.357387,71.187673,GBIF, ,815858,2390.76237607,-158.375,71.2083333333,1
Slat,-124.211094,43.367889,GBIF, ,1401657,821.104768964,-124.208333333,43.375,1
Slat,-124.696669,48.318546,GBIF, ,1283100,3111.61890743,-124.708333333,48.2916666667,1
Slat,-173.013207,60.541181,GBIF, ,1003676,1562.96675642,-173.041666667,60.5416666667,1
Slat,-156.436548,71.336534,GBIF, ,810549,4361.86330519,-156.458333333,71.375,1
Slat,-135.315934,57.046196,GBIF, ,1086727,1557.00275763,-135.291666667,57.0416666667,1
Slat,-123.674039,49.146586,GBIF, ,1264560,3467.82007268,-123.708333333,49.125,1
Slat,12.228714,57.104942,GBIF, ,1085714,2552.2591144,12.2083333333,57.125,1
Slat,-3.583742,48.74037,GBIF, ,1274595,4680.46862706,-3.625,48.7083333333,1
Slat,-65.997058,50.232285,GBIF, ,1239943,3838.75567826,-65.9583333333,50.2083333333,1
Slat,11.052918,58.575797,GBIF, ,1050498,3857.6915791,11.0416666667,58.5416666667,1
Slat,-68.869825,48.317809,GBIF, ,1283136,2932.17025461,-68.875,48.2916666667,1
Slat,-3.986234,48.731288,GBIF, ,1274591,3275.78114312,-3.95833333333,48.7083333333,1
Slat,1.079579,49.926806,GBIF, ,1246464,4438.81212571,1.04166666667,49.9583333333,1
Slat,9.734885,55.512833,GBIF, ,1124233,3621.6952995,9.70833333333,55.5416666667,1
Slat,-69.99667,41.32917,GBIF, ,1458509,5258.71757803,-69.9583333333,41.2916666667,1
Slat,-127.021645,50.63072,GBIF, ,1230821,1553.0228944,-127.041666667,50.625,1
Slat,-122.579712,47.933117,GBIF, ,1290500,3992.35229048,-122.541666667,47.9583333333,1
Slat,-66.828632,44.706367,GBIF, ,1367191,2937.53641421,-66.7916666667,44.7083333333,1
Slat,-130.666667,54.0,GBIF, ,1158788,5382.05421777,-130.708333333,54.0416666667,1
Slat,-145.8,60.5,GBIF, ,1003827,4665.0500802,-145.791666667,60.5416666667,1
Slat,-123.2,49.3,GBIF, ,1260822,1107.41242591,-123.208333333,49.2916666667,1
Slat,-154.0816,59.2745,GBIF, ,1031019,2973.00311215,-154.041666667,59.2916666667,1
Slat,-127.51,50.003,GBIF, ,1243727,4862.84880653,-127.541666667,50.0416666667,1
Slat,-123.13,49.01,GBIF, ,1266431,3540.591227,-123.125,49.0416666667,1
Slat,-128.49,52.38,GBIF, ,1194016,2227.07929738,-128.458333333,52.375,1
Slat,-153.89,56.73,GBIF, ,1094612,2581.58717703,-153.875,56.7083333333,1
Slat,-130.33,54.21,GBIF, ,1155034,2507.9902912,-130.291666667,54.2083333333,1
Slat,-150.64,59.53,GBIF, ,1025271,1552.27321116,-150.625,59.5416666667,1
Slat,-125.91,49.15,GBIF, ,1264551,3775.28973729,-125.875,49.125,1
Slat,-124.21,49.77,GBIF, ,1249474,2412.85908816,-124.208333333,49.7916666667,1
Slat,-126.7,49.9,GBIF, ,1247560,2844.42776302,-126.708333333,49.875,1
Slat,-124.79,50.06,GBIF, ,1243742,2042.7080857,-124.791666667,50.0416666667,1
Slat,-130.2,53.4,GBIF, ,1173331,2837.04589352,-130.208333333,53.375,1
Slat,-135.1,58.2,GBIF, ,1057705,1738.42221421,-135.125,58.2083333333,1
Slat,-126.1,50.5,GBIF, ,1232641,4962.48356636,-126.125,50.5416666667,1
Slat,-125.6,48.9,GBIF, ,1270152,3330.29233185,-125.625,48.875,1
Slat,-124.4,49.52,GBIF, ,1255156,3013.6796005,-124.375,49.5416666667,1
Slat,-127.67,50.85,GBIF, ,1225462,3875.38017127,-127.708333333,50.875,1
Slat,-127.93,50.9,GBIF, ,1225459,3421.96017005,-127.958333333,50.875,1
Slat,-126.49,49.75,GBIF, ,1251361,5166.18826039,-126.458333333,49.7083333333,1
Slat,-125.29,50.26,GBIF, ,1238070,3524.42496864,-125.291666667,50.2916666667,1
Slat,-128.13,51.66,GBIF, ,1209492,3909.47094375,-128.125,51.625,1
Slat,-161.52,55.38,GBIF, ,1127034,1482.00546265,-161.541666667,55.375,1
Slat,-147.4,60.0,GBIF, ,1014006,4847.01322218,-147.375,60.0416666667,1
Slat,-133.9,56.51,GBIF, ,1098892,3847.1777048,-133.875,56.5416666667,1
Slat,-153.8905,57.7032,GBIF, ,1070088,1086.62382327,-153.875,57.7083333333,1
Slat,-123.9,49.2,GBIF, ,1262688,2043.99126211,-123.875,49.2083333333,1
Slat,-126.54,50.85,GBIF, ,1225476,2783.61539846,-126.541666667,50.875,1
Slat,-147.7,60.64,GBIF, ,1002215,1732.45939159,-147.708333333,60.625,1
Slat,-153.72,57.9,GBIF, ,1065889,2869.10504318,-153.708333333,57.875,1
Slat,-127.51,50.58,GBIF, ,1232629,4818.52612986,-127.541666667,50.5416666667,1
Slat,-154.1875,58.3186,GBIF, ,1055400,3239.04370742,-154.208333333,58.2916666667,1
Slat,-126.3,50.56,GBIF, ,1232639,2123.19285156,-126.291666667,50.5416666667,1
Slat,-127.7,50.1,GBIF, ,1241818,2843.94801821,-127.708333333,50.125,1
Slat,-124.74,50.24,GBIF, ,1239931,4184.96007981,-124.708333333,50.2083333333,1
Slat,-153.6,57.7,GBIF, ,1070091,1755.83248998,-153.625,57.7083333333,1
Slat,-144.4,60.0,GBIF, ,1014042,4847.01322218,-144.375,60.0416666667,1
Slat,-153.3,58.87,GBIF, ,1041016,735.738511737,-153.291666667,58.875,1
Slat,-153.94,56.56,GBIF, ,1098655,2332.13939527,-153.958333333,56.5416666667,1
Slat,-134.3,55.88,GBIF, ,1115178,762.864123435,-134.291666667,55.875,1
Slat,-134.68,58.31,GBIF, ,1055628,2632.48032154,-134.708333333,58.2916666667,1
Slat,-123.59,71.42,GBIF, ,808216,4454.43802053,-123.625,71.4583333333,1
Slat,-123.48,49.39,GBIF, ,1258944,2293.05068975,-123.458333333,49.375,1
Slat,-162.61,55.29,GBIF, ,1129071,970.851998023,-162.625,55.2916666667,1
Slat,-127.4,50.7,GBIF, ,1229016,1994.59302743,-127.375,50.7083333333,1
Slat,-124.45,48.53,GBIF, ,1277593,1435.90620679,-124.458333333,48.5416666667,1
Slat,-128.0,50.5,GBIF, ,1232624,5496.76797853,-128.041666667,50.5416666667,1
Slat,-148.39,60.65,GBIF, ,1002207,2904.00089064,-148.375,60.625,1
Slat,-122.8,49.02,GBIF, ,1266435,2485.42159301,-122.791666667,49.0416666667,1
Slat,-124.07,49.48,GBIF, ,1257050,3166.12759855,-124.041666667,49.4583333333,1
Slat,-152.5,57.81,GBIF, ,1068012,3210.50863664,-152.458333333,57.7916666667,1
Slat,-153.63,59.64,GBIF, ,1023327,1694.73203385,-153.625,59.625,1
Slat,-123.93,49.92,GBIF, ,1245660,4724.01963511,-123.958333333,49.9583333333,1
Slat,-152.2,57.6,GBIF, ,1072184,2828.47099816,-152.208333333,57.625,1
Slat,-152.37,58.63,GBIF, ,1047195,628.140954782,-152.375,58.625,1
Slat,-122.8,48.2,GBIF, ,1284961,1114.58711476,-122.791666667,48.2083333333,1
Slat,-147.99,60.07,GBIF, ,1013999,3616.15539139,-147.958333333,60.0416666667,1
Slat,-169.64,62.94,GBIF, ,962651,2180.69583004,-169.625,62.9583333333,1
Slat,-134.11,57.73,GBIF, ,1070308,2573.33147515,-134.125,57.7083333333,1
Slat,-154.75,57.3,GBIF, ,1080364,2677.99326217,-154.708333333,57.2916666667,1
Slat,-128.18,53.46,GBIF, ,1171586,1891.09833651,-128.208333333,53.4583333333,1
Slat,-141.4,59.9,GBIF, ,1017793,3117.19797813,-141.375,59.875,1
Slat,-122.67,48.41,GBIF, ,1281278,4817.29186387,-122.708333333,48.375,1
Slat,-130.5,54.5,GBIF, ,1147327,5365.80293689,-130.458333333,54.5416666667,1
Slat,-152.58,58.14,GBIF, ,1059581,2809.18483,-152.541666667,58.125,1
Slat,-125.3,50.09,GBIF, ,1241826,3938.46672824,-125.291666667,50.125,1
Slat,-131.3,54.9,GBIF, ,1139502,2833.95068838,-131.291666667,54.875,1
Slat,-72.132615,40.981806,GBIF, ,1467700,2684.3680595,-72.125,40.9583333333,1
Slat,-72.685192,41.257948,GBIF, ,1458476,4216.94120069,-72.7083333333,41.2916666667,1
Slat,-71.591248,41.184848,GBIF, ,1460803,3849.54225826,-71.625,41.2083333333,1
Slat,-3.535256,50.475755,GBIF, ,1235113,1990.68335475,-3.54166666667,50.4583333333,1
Slat,-73.462754,40.863677,GBIF, ,1469965,1311.4965094,-73.4583333333,40.875,1
Slat,-122.030796,36.974117,GBIF, ,1583380,2001.32363399,-122.041666667,36.9583333333,1
Slat,-73.974026,40.361499,GBIF, ,1483737,2005.98156053,-73.9583333333,40.375,1
Slat,-121.894676,36.600238,GBIF, ,1593314,3263.29782367,-121.875,36.625,1
Slat,-72.303415,41.138988,GBIF, ,1463111,1840.20686428,-72.2916666667,41.125,1
Slat,-73.678462,40.96,GBIF, ,1467681,2521.58263149,-73.7083333333,40.9583333333,1
Slat,-73.050666,40.738432,GBIF, ,1474527,3427.79985197,-73.0416666667,40.7083333333,1
Slat,-5.806275,54.713968,GBIF, ,1144063,1131.34884485,-5.79166666667,54.7083333333,1
Slat,-73.551516,40.66288,GBIF, ,1476816,4288.17046087,-73.5416666667,40.625,1
Slat,-71.755629,41.330765,GBIF, ,1458487,5287.90064488,-71.7916666667,41.2916666667,1
Slat,-73.840268,40.781857,GBIF, ,1472237,3127.43878925,-73.875,40.7916666667,1
Slat,-122.650752,47.524543,GBIF, ,1299810,2717.42485461,-122.625,47.5416666667,1
Slat,-73.797901,40.598513,GBIF, ,1476813,2988.23006251,-73.7916666667,40.625,1
Slat,-66.51383,49.125022,GBIF, ,1264590,2031.75779986,-66.5416666667,49.125,1
Slat,-80.12,66.72,GBIF, ,911261,1319.6195973,-80.125,66.7083333333,1
Slat,-170.257481,57.186688,GBIF, ,1082242,3175.05934624,-170.291666667,57.2083333333,1
Slat,21.516667,65.05,GBIF, ,933546,1499.80106275,21.5416666667,65.0416666667,1
Slat,-66.237201,45.143839,GBIF, ,1356942,3088.67773295,-66.2083333333,45.125,1
Slat,-65.910366,45.19636,GBIF, ,1354922,3080.85181855,-65.875,45.2083333333,1
Slat,-65.749167,43.466667,GBIF, ,1399526,3431.7941503,-65.7083333333,43.4583333333,1
Slat,-64.35,45.233333,GBIF, ,1354939,3402.2017117,-64.375,45.2083333333,1
Slat,-1.040974,49.387082,GBIF, ,1259692,1344.66613265,-1.04166666667,49.375,1
Slat,10.547177,57.443803,GBIF, ,1077520,1651.68123987,10.5416666667,57.4583333333,1
Slat,-66.00852,43.888551,GBIF, ,1388591,3059.90759011,-66.0416666667,43.875,1
Slat,-7.052506,62.253511,GBIF, ,974149,4289.54041109,-7.04166666667,62.2916666667,1
Slat,-161.75,58.583333,GBIF, ,1047124,5235.27196712,-161.791666667,58.625,1
Slat,-146.583333,60.811111,GBIF, ,999106,3136.93340923,-146.541666667,60.7916666667,1
Slat,-122.47528,48.65861,GBIF, ,1275762,3940.66168474,-122.458333333,48.625,1
Slat,-163.051389,69.7625,GBIF, ,857210,3275.37356324,-163.041666667,69.7916666667,1
Slat,-135.916667,58.45,GBIF, ,1051489,2603.65213696,-135.958333333,58.4583333333,1
Slat,-149.433333,60.070833,GBIF, ,1013986,3535.36785429,-149.458333333,60.0416666667,1
Slat,-136.2,58.341667,GBIF, ,1053545,3744.67410583,-136.208333333,58.375,1
Slat,-136.035,57.541667,GBIF, ,1074431,399.243418232,-136.041666667,57.5416666667,1
Slat,-152.786111,57.788889,GBIF, ,1068010,452.652938803,-152.791666667,57.7916666667,1
Slat,-151.55,59.644444,GBIF, ,1023352,2216.606086,-151.541666667,59.625,1
Slat,-134.841667,57.475,GBIF, ,1076494,2728.81402257,-134.875,57.4583333333,1
Slat,-7.543278,57.599556,GBIF, ,1073245,2835.35461161,-7.54166666667,57.625,1
Slat,-4.653496,51.162658,GBIF, ,1220830,4639.88351951,-4.625,51.125,1
Slat,-14.498056,64.441944,GBIF, ,940969,2644.92842347,-14.4583333333,64.4583333333,1
Slat,-13.746944,65.546389,GBIF, ,926722,1860.41844668,-13.7083333333,65.5416666667,1
Slat,-20.745278,65.673611,GBIF, ,924555,4227.51826455,-20.7083333333,65.7083333333,1
Slat,-19.753889,65.89,GBIF, ,922489,2401.43044755,-19.7916666667,65.875,1
Slat,-18.659167,66.096111,GBIF, ,919392,3572.56011644,-18.625,66.125,1
Slat,-15.1525,66.093611,GBIF, ,919417,3714.41149145,-15.125,66.125,1
Slat,-15.0,66.366944,GBIF, ,916146,2069.49248061,-14.9583333333,66.375,1
Slat,-17.839167,66.153611,GBIF, ,919401,3577.27664184,-17.875,66.125,1
Slat,-16.558611,66.5125,GBIF, ,913906,3338.64935269,-16.5416666667,66.5416666667,1
Slat,-23.908056,64.915833,GBIF, ,935321,4814.17248489,-23.875,64.875,1
Slat,-23.231111,64.987222,GBIF, ,934267,3395.72539639,-23.2083333333,64.9583333333,1
Slat,-21.306111,65.528056,GBIF, ,926710,1658.0141619,-21.2916666667,65.5416666667,1
Slat,-24.516944,65.506667,GBIF, ,926683,4066.53450042,-24.5416666667,65.5416666667,1
Slat,-22.296389,64.019444,GBIF, ,946917,2488.06415405,-22.2916666667,64.0416666667,1
Slat,-22.667778,63.936111,GBIF, ,948115,3176.43499203,-22.7083333333,63.9583333333,1
Slat,-22.382778,64.631667,GBIF, ,938668,831.186395386,-22.375,64.625,1
Slat,1.31439,51.121124,GBIF, ,1220838,1648.30483076,1.29166666667,51.125,1
Slat,1.297285,52.932702,GBIF, ,1182587,2877.28372098,1.29166666667,52.9583333333,1
Slat,1.290888,51.937586,GBIF, ,1203225,2309.10111819,1.29166666667,51.9583333333,1
Slat,-3.349742,59.064427,GBIF, ,1038138,2920.49559912,-3.375,59.0416666667,1
Slat,-5.123283,56.323179,GBIF, ,1105788,3510.42562202,-5.125,56.2916666667,1
Slat,0.045787,50.74465,GBIF, ,1229717,4050.43835969,0.0416666666667,50.7083333333,1
Slat,11.0,58.0,GBIF, ,1062949,5253.58596175,11.0416666667,58.0416666667,1
Slat,10.541667,55.525556,GBIF, ,1124240,1793.65407622,10.5416666667,55.5416666667,1
Slat,10.629739,59.663319,GBIF, ,1024596,4277.33331128,10.625,59.625,1
Slat,9.274722,57.142778,GBIF, ,1085689,2229.88972579,9.29166666667,57.125,1
Slat,-23.123889,66.075278,GBIF, ,920385,3748.28032808,-23.125,66.0416666667,1
Slat,9.966944,57.586944,GBIF, ,1073420,4269.46720701,9.95833333333,57.625,1
Slat,14.13391,77.66641,GBIF, ,575769,4628.00738953,14.125,77.625,1
Slat,9.64445,54.82396,GBIF, ,1142276,3806.22242409,9.625,54.7916666667,1
Slat,-8.41125,43.36929,GBIF, ,1402403,3005.66799537,-8.375,43.375,1
Slat,-1.56169,46.24454,GBIF, ,1331519,4310.85123051,-1.54166666667,46.2083333333,1
Slat,-5.65323,43.54476,GBIF, ,1398038,2307.2597468,-5.625,43.5416666667,1
Slat,143.78906,57.8915,GBIF, ,1067332,1844.19220308,143.791666667,57.875,1
Slat,0.09064,49.49712,GBIF, ,1257825,4980.89683404,0.125,49.4583333333,1
Slat,1.84859,50.95908,GBIF, ,1224375,1857.42403679,1.875,50.9583333333,1
Slat,-56.30753,46.84541,GBIF, ,1315230,3504.82772679,-56.2916666667,46.875,1
Slat,-57.26137,50.65836,GBIF, ,1230865,4285.37901206,-57.2916666667,50.625,1
Slat,0.78565,49.8723,GBIF, ,1248367,526.538268859,0.791666666667,49.875,1
Slat,-51.74524,64.17493,GBIF, ,944256,4133.22328093,-51.7083333333,64.2083333333,1
Slat,-1.942,49.7274,GBIF, ,1252134,2425.81750216,-1.95833333333,49.7083333333,1
Slat,-0.35706,50.13466,GBIF, ,1242622,1673.32104438,-0.375,50.125,1
Slat,2.37918,51.04187,GBIF, ,1222617,294.034182205,2.375,51.0416666667,1
Slat,-2.07539,57.15226,GBIF, ,1085553,3658.51173401,-2.04166666667,57.125,1
Slat,-9.74625,53.8345,GBIF, ,1163113,5152.19176124,-9.70833333333,53.875,1
Slat,34.16778,69.3525,GBIF, ,868362,2974.25266956,34.2083333333,69.375,1
Slat,10.5249,56.72862,GBIF, ,1095833,2481.35631878,10.5416666667,56.7083333333,1
Slat,-1.5289,48.72851,GBIF, ,1274614,2432.45375436,-1.54166666667,48.7083333333,1
Slat,-0.754,49.34775,GBIF, ,1259695,4083.05675796,-0.791666666667,49.375,1
Slat,-53.46888,48.68962,GBIF, ,1273997,2221.09779199,-53.4583333333,48.7083333333,1
Slat,3.56373,51.41699,GBIF, ,1213746,4848.82789627,3.54166666667,51.4583333333,1
Slat,-1.79335,46.49243,GBIF, ,1325599,3792.41003359,-1.79166666667,46.4583333333,1
Slat,12.0,55.0,GBIF, ,1138367,5350.93684812,12.0416666667,54.9583333333,1
Slat,12.0,56.0,GBIF, ,1112058,5317.31904587,12.0416666667,56.0416666667,1
Slat,14.0,55.0,GBIF, ,1136403,5349.58748435,14.0416666667,55.0416666667,1
Slat,11.0,57.0,GBIF, ,1087746,5285.30377476,11.0416666667,57.0416666667,1
Slat,10.0,55.0,GBIF, ,1136358,5349.58748435,10.0416666667,55.0416666667,1
Slat,11.0,55.0,GBIF, ,1136370,5349.58748435,11.0416666667,55.0416666667,1
Slat,8.0,57.0,GBIF, ,1087717,5285.30377476,8.04166666667,57.0416666667,1
Slat,7.0,57.0,GBIF, ,1087705,5285.30377476,7.04166666667,57.0416666667,1
Slat,7.0,56.0,GBIF, ,1112022,5317.31904587,7.04166666667,56.0416666667,1
Slat,-21.0,66.0,GBIF, ,920403,5015.98183726,-20.9583333333,66.0416666667,1
Slat,-7.0,62.0,GBIF, ,978154,5130.58934146,-6.95833333333,62.0416666667,1
Slat,11.0,56.0,GBIF, ,1112046,5317.31904587,11.0416666667,56.0416666667,1
Slat,12.27,54.900002,GBIF, ,1140345,3111.23577094,12.2916666667,54.875,1
Slat,11.4,55.119999,GBIF, ,1134372,1689.35076306,11.375,55.125,1
Slat,12.07,56.529999,GBIF, ,1099897,2174.14422036,12.0416666667,56.5416666667,1
Slat,11.32,56.32,GBIF, ,1105930,3609.5536286,11.2916666667,56.2916666667,1
Slat,11.02,55.18,GBIF, ,1132356,3442.86976615,11.0416666667,55.2083333333,1
Slat,11.58,57.0,GBIF, ,1087752,5191.40327539,11.5416666667,57.0416666667,1
Slat,10.87,57.630001,GBIF, ,1073431,632.020965068,10.875,57.625,1
Slat,10.72,55.720001,GBIF, ,1120193,1491.71016116,10.7083333333,55.7083333333,1
Slat,10.6,55.049999,GBIF, ,1136365,1847.73464322,10.625,55.0416666667,1
Slat,10.92,56.400002,GBIF, ,1103916,3654.65745875,10.9583333333,56.375,1
Slat,10.08,55.799999,GBIF, ,1118164,2577.08662199,10.0416666667,55.7916666667,1
Slat,10.9,57.349998,GBIF, ,1079569,3164.85476099,10.875,57.375,1
Slat,9.18,56.82,GBIF, ,1093807,3598.67125079,9.20833333333,56.7916666667,1
Slat,12.57,54.950001,GBIF, ,1138373,2038.49749584,12.5416666667,54.9583333333,1
Slat,10.63,56.169998,GBIF, ,1107951,4279.73170394,10.625,56.2083333333,1
Slat,-20.23,74.300003,GBIF, ,703999,1137.78455253,-20.2083333333,74.2916666667,1
Slat,11.72,54.549999,GBIF, ,1148124,1195.95996201,11.7083333333,54.5416666667,1
Slat,10.5,56.52,GBIF, ,1099879,3520.5913591,10.5416666667,56.5416666667,1
Slat,4.67,61.57,GBIF, ,986579,3757.90314608,4.70833333333,61.5416666667,1
Slat,-7.35,62.07,GBIF, ,978149,3417.66935416,-7.375,62.0416666667,1
Slat,11.73,56.299999,GBIF, ,1105935,1631.07275937,11.7083333333,56.2916666667,1
Slat,11.92,55.82,GBIF, ,1118185,3966.00302169,11.9583333333,55.7916666667,1
Slat,11.47,55.970001,GBIF, ,1114104,1489.45671226,11.4583333333,55.9583333333,1
Slat,10.27,54.830002,GBIF, ,1142284,4489.10689172,10.2916666667,54.7916666667,1
Slat,10.53,54.77,GBIF, ,1142287,2526.03694886,10.5416666667,54.7916666667,1
Slat,9.77,55.25,GBIF, ,1130327,4838.80785952,9.79166666667,55.2916666667,1
Slat,18.972364,69.703083,GBIF, ,860551,798.920352237,18.9583333333,69.7083333333,1
Slat,31.088378,70.398108,GBIF, ,842797,2920.68167705,31.125,70.375,1
Slat,17.980322,69.64629,GBIF, ,862564,2524.03335696,17.9583333333,69.625,1
Slat,-20.421,66.019,GBIF, ,920409,3042.18527897,-20.4583333333,66.0416666667,1
Slat,15.0,56.0,GBIF, ,1112072,5317.31904587,15.0416666667,56.0416666667,1
Slat,-83.22021667,64.01936667,SIMEP, ,946407,2552.90907865,-83.2083333333,64.0416666667,1
Slat,-74.86087,62.24567,CAISN DFO, ,974784,4225.53613839,-74.875,62.2083333333,1
Slat,-81.06655,64.02931667,SIMEP, ,946422,1836.89920236,-81.0416666667,64.0416666667,1
Slat,-65.99166667,66.10666667,Pangnirtung NFA, ,919062,2539.53015169,-65.9583333333,66.125,1
Slat,-67.99166667,66.266,Pangnirtung NFA, ,916863,3229.95853826,-67.9583333333,66.2916666667,1
Slat,-84.73383333,65.93401667,SIMEP, ,920956,2949.28323231,-84.7083333333,65.9583333333,1
Slat,-82.92186667,64.87203333,SIMEP, ,934865,1759.82632943,-82.9583333333,64.875,1
Slat,-80.17605,63.78193333,SIMEP, ,950057,1926.33852673,-80.2083333333,63.7916666667,1
Slat,-80.84041667,63.51851667,SIMEP, ,953823,3101.53905751,-80.875,63.5416666667,1
Slat,-81.9684,62.9438,SIMEP, ,962819,1698.57297043,-81.9583333333,62.9583333333,1
Slat,-82.35773333,63.64275,SIMEP, ,952543,2155.81837764,-82.375,63.625,1
Slat,-87.31999217,63.69168333,SIMEP, ,951253,2325.34108427,-87.2916666667,63.7083333333,1
Slat,-86.40566667,64.32926667,SIMEP, ,942790,4446.63358105,-86.375,64.2916666667,1
Slat,-78.76381,70.21439,CAISN DFO, ,846635,1251.13100417,-78.7916666667,70.2083333333,1
Slat,-62.571,44.81317,OBIS,Slot,1365139,3331.10877522,-62.5416666667,44.7916666667,1
Slat,-61.343,45.18517,OBIS,Slot,1354945,3598.51706651,-61.375,45.2083333333,1
Slat,-51.00633988,64.64988638,Shoenrock et al,Slot,938436,3248.23281133,-51.0416666667,64.625,1
Slat,-50.49301746,64.64152635,Shoenrock et al,Slot,938443,2479.07240853,-50.4583333333,64.625,1
